Gene,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
SKP1,231.2180952,222.5792905,226.901301,285.0561535,241.6870243,230.0580696,210.0237487,235.8954683
SKP2,2.814324871,2.845644087,2.279722834,2.047472763,2.291071874,2.400761573,2.118735906,2.681271684
SLC11A2,1.665449602,1.665449602,2.130507185,1.665449602,1.683330265,1.921647868,1.665449602,1.665449602
SLC25A17,5.738475345,9.829424106,7.156029576,8.180933704,8.980257067,5.397612058,3.568556242,7.156029576
SLC25A6,40.4847103,45.25131305,40.4847103,55.03016485,58.41929322,35.50078524,36.323198,35.14057888
SLC26A2,4.546748312,5.079391605,3.838172308,3.395128789,3.925511795,2.869536942,3.128285744,5.387092887
SLC35A2,3.043188956,3.171529669,3.043188956,2.579113919,4.065641369,2.509016256,2.228547052,3.110224927
SLC35A3,2.268034488,1.945779507,1.70121647,1.33694547,3.608553624,1.325815188,1.70121647,1.4325798
SLC35F6,9.220841228,11.17035802,8.629117472,10.11396767,8.907352924,8.907352924,11.42944781,8.491058317
SLC38A2,237.8547182,297.2144567,278.0151201,215.2838022,308.7506366,195.3028921,204.5508313,258.7574376
SLU7,15.8229173,15.99807886,16.15028125,15.8229173,20.14710276,12.69548904,12.97673142,15.8229173
SMAD1,9.815568403,9.56048026,9.77478942,7.445969629,17.74904314,9.196829513,12.74785838,14.69333898
SMAD2,9.814208038,8.513493573,10.13156623,13.50713187,11.1442422,9.814208038,13.71198537,8.138970665
SMAD4,5.120117408,5.75515864,5.753537841,5.832290914,4.79756007,4.873245937,4.542870149,4.797730584
SMAD6,3.131825111,2.937673173,3.121344472,2.084470145,2.154780334,1.997136139,2.154780334,2.451627317
SMARCA1,20.37460858,18.59753641,18.01503921,21.05686774,23.16918657,18.50483163,17.89335613,22.009734
SMARCA2,75.48023435,66.03016485,72.21747608,68.69036777,89.4626683,68.85084717,64.93925575,77.26726372
SMARCC1,8.266098908,8.64272459,9.108014034,12.41125859,8.64272459,8.023173601,8.266098908,11.03003244
SMARCD3,4.510646095,8.842042269,8.575673954,5.849158188,4.970481624,4.889073758,5.424088454,7.222414568
SMARCE1,8.197525898,9.367369139,9.971856613,8.509693713,9.971856613,10.73020881,10.10569133,10.96251812
SMC3,1.41438854,1.43908548,1.264838692,0.980093327,1.547036852,1.263209979,1.264838692,1.155351047
SMC5,1.149627998,1.42197236,1.170482918,1.177538102,1.589229557,1.149627998,1.144851844,0.987494714
SMNDC1,12.5930767,15.97960608,9.538582905,14.98725863,12.5930767,6.336437878,14.26076559,17.43138073
SMU1,7.571810465,11.01049131,7.571810465,9.359262204,7.956911447,7.571810465,4.580351757,8.360684111
SMURF2,5.095508664,4.796949638,3.705507406,2.742183741,3.999219629,2.596061182,4.026388811,3.999219629
SNAP23,2.051396345,1.745514102,1.847754505,1.725853889,1.794648158,1.49377812,2.353044755,3.126532441
SNAP25,278.8028921,381.5514609,534.6257464,334.0263182,443.0261863,290.6572766,294.5124235,310.8483467
SNAP91,48.98284419,77.04657634,76.59007068,61.07320917,84.68849529,52.39380121,43.34313775,52.39380121
SNAPC1,5.312017138,3.259353189,2.422765245,3.085257863,2.771056505,1.590453586,2.435532521,2.60955178
SNAPC3,3.655673017,3.59085616,3.67134933,3.629408446,3.629408446,3.441280927,3.629408446,4.407140094
SNAPC5,2.924591148,3.219531183,3.219531183,3.299599552,3.219531183,3.093813792,4.600507202,3.136296296
SNCA,7.082553238,6.306454024,6.789536188,5.402330398,7.186020299,6.789536188,5.890111797,6.789536188
SNCG,3.979636109,3.932404783,4.322430846,4.266234099,4.412309032,2.468824077,2.45977658,3.115303138
SNRNP25,14.77385857,13.04931709,16.18655367,29.24929807,26.15677951,11.2473894,11.23515128,14.62929934
SNRNP70,7.486631817,7.292068351,7.06591226,8.788199768,8.878125456,7.486631817,8.204304475,8.007532652
SNRPA1,33.44115875,37.33914918,49.10655299,49.92204551,42.70031111,27.57586015,22.89152037,40.60720063
SNRPB,5.195415357,5.923875414,5.217684332,9.905644003,6.026820961,4.268061877,5.195415357,4.059890131
SNRPB2,3.867777439,4.617956789,4.406123347,5.350710042,6.302076181,3.817438905,4.757706834,4.696199738
SNRPD1,1.523177708,1.523177708,1.436094874,1.848452096,2.011219368,1.711816245,1.523177708,1.383207024
SNRPD2,17.42848192,24.38738997,23.56799594,34.81048267,24.01687593,14.03897208,15.64998854,17.43138073
SNTB2,1.167964868,1.205668448,1.517028481,1.459038536,1.256293621,1.073499961,1.170482918,2.823710029
SNW1,38.84834667,36.7476243,35.73255656,43.96547159,46.99280212,29.30296659,33.0730113,37.2699822
SNX11,36.70286457,41.57680963,36.66890276,36.66890276,31.5133731,37.13415554,33.22373742,36.66890276
SNX3,124.4052751,102.9769029,113.4847103,130.9482836,115.6888506,115.6888506,81.20731641,110.2691581
SNX6,21.29426149,24.18952386,25.82846743,16.91862413,22.40195541,18.17945895,13.94597566,17.47762812
SNX8,3.999219629,10.48480235,6.633729105,3.999219629,2.98253974,8.065023799,3.591395736,2.678001876
SOCS3,4.48426393,2.546601573,2.307218585,2.776293819,2.287745982,2.323837252,5.903683197,11.0486373
SOCS7,3.513528999,4.147466638,3.580850544,4.007612913,4.151388163,2.774548151,3.245133845,4.270231343
SOD1,154.9824399,253.2047648,196.8503229,295.6676913,223.2111104,158.8163449,423.6849342,163.9897273
SON,37.87072955,43.643522,49.57635778,41.46028385,49.17385467,33.38034068,42.50918427,24.1368294
SORBS1,36.32135476,44.13550499,56.25476123,27.7338399,28.5899258,34.08123351,44.13550499,60.58508587
SORBS2,11.1442422,17.86098851,17.52863081,13.64160146,14.25257718,14.66471761,17.05010473,16.01528613
SORT1,2.776985585,3.180582867,2.696586196,3.043188956,3.154536011,3.109416875,3.043188956,2.929048257
SOS1,8.192101405,7.200188576,7.969807016,7.005394614,7.200188576,5.058152737,5.796982698,7.200188576
SOS2,7.134412418,4.59658581,5.952951103,4.833058925,5.784761699,6.804194237,6.083488732,5.574548871
SOX2,1.646276941,2.353044755,4.797856445,2.120202568,2.194163403,2.219289689,3.209475856,3.436423891
SP1,1.372936342,1.523177708,1.384057583,2.019268032,2.267936792,1.923442485,1.474961105,2.447557435
SP3,29.51701123,24.25335597,24.03307722,23.38288615,23.2389418,23.31072844,23.38288615,31.25184365
SP4,3.865968627,3.20228003,3.244449741,2.099909321,3.862507664,2.674088973,3.939698328,10.28392992
SPAG1,2.591881093,2.383446156,2.233305748,2.261219926,3.629408446,1.554796083,1.44199864,2.294050389
SPARC,14.22885793,38.2014992,17.11821351,17.47367177,14.86471164,21.28817554,20.14394211,46.76352477
SPEN,7.859265769,6.538322166,8.78722079,5.542917387,7.584455101,6.315036283,9.109165192,8.705273984
SPG21,15.55879595,17.30059679,13.97565823,16.03988854,16.25210406,13.37018231,11.39079981,15.39789633
SPHK1,1.523177708,1.683330265,1.683330265,1.406493999,2.1337212,2.438183239,1.602144846,1.146436944
SPOCK1,77.93925575,81.60745509,113.2543735,53.41877719,64.20192481,66.58025268,46.06146223,48.36580289
SPOP,8.104613375,7.918569802,7.151886572,5.026838053,7.144684543,5.043131642,4.882582553,6.298451863
SPP1,1134.893095,493.7574376,524.5210704,383.0301648,539.5393913,240.0667976,414.7169259,251.1297096
SPTBN1,5.309910666,4.036028701,4.080390422,4.726335675,5.309910666,6.954103051,6.901063078,5.83430728
SRA1,27.93949651,23.42763377,26.43920458,25.84262496,24.12293302,21.49478481,21.07118225,19.80063933
SREK1,2.329417846,2.446576415,2.329417846,2.826864704,2.938470983,1.990482101,3.598545604,1.979830928
SRGAP3,36.16550851,35.03925445,33.67393428,35.90544102,45.23806966,22.96868829,29.73271687,33.57562058
SRI,1.755105107,1.773855506,1.979708435,1.206390982,1.243944821,1.533930838,1.701789942,2.104089168
SRP14,199.646337,297.1502249,222.3037116,266.1210739,214.6934776,181.3255139,136.0188058,175.4651318
SRP68,11.35553531,14.1388206,14.1388206,18.94284726,16.37969727,9.643768978,14.1388206,9.187812999
SRP72,1.979830928,2.171408257,1.903457212,2.657998158,2.451852791,1.917815288,2.028004285,2.328557019
SRPK1,21.3877726,14.73391243,18.25757498,21.82965239,26.23174502,19.0308852,20.58558274,20.58558274
SRPK2,1.860042744,2.119621074,2.256402744,1.702523396,2.055614542,1.793624867,1.626255873,1.644909805
SRRM1,34.58786084,20.30773027,17.43906144,17.43906144,17.43906144,17.86936176,17.43906144,14.24766746
SRRM2,15.21833175,18.58289548,18.40083776,18.50483163,17.24956255,17.24956255,16.7594596,20.18878029
SRSF1,32.939261,41.93925575,32.65595239,34.65231567,35.05043134,31.34542678,45.20976654,32.939261
SRSF10,1.444697418,1.318215846,1.192597512,1.276055322,1.14361762,1.182698838,1.27004788,1.276055322
SRSF4,3.592990128,3.992748872,3.592990128,3.70917524,3.592990128,3.592990128,4.897420702,3.592990128
SRSF6,7.522516446,11.73945873,9.971049857,10.52098932,7.604659928,9.817245747,13.37253982,6.362023395
SRSF7,20.18672062,10.98693129,13.12264773,16.78260366,19.36090697,12.67406646,9.814208038,16.47681487
SRXN1,14.90089485,18.19365863,19.68733177,18.50483163,17.34047164,13.08748691,16.86634202,17.34047164
SS18,1.252747025,1.200373377,1.086612126,1.138816663,1.170482918,1.111824338,1.235330453,1.355088177
SSBP1,1.926531411,3.095636427,2.574702854,3.172693767,4.018704409,2.299768223,1.2481483,1.760967049
SSBP3,5.409208048,4.06191306,6.488819776,3.833140875,3.999219629,3.969945136,3.309364893,3.417657521
SSFA2,3.073783553,3.726475319,3.459699522,2.298140205,3.073783553,3.209546758,2.353044755,3.502472943
SSR1,102.8483467,105.7008524,62.82611152,68.73266639,79.8804706,61.96478025,58.63363558,65.89161118
SSR3,6.848430624,8.132988121,5.88600812,6.848430624,6.607576733,5.284118861,6.170930253,6.565176926
SSRP1,8.284649746,11.70125747,9.495927439,9.814208038,11.81030455,8.732695522,8.049768212,8.696415356
SSU72,2.706718478,3.377465809,2.484440793,3.391268374,3.629408446,1.892883101,2.361285102,2.386128588
SSX2IP,5.968845834,3.377465809,8.516494451,4.131040639,4.67614726,3.497098285,3.846494834,2.379118605
STAG2,2.335930945,1.331731059,1.124444977,0.935095649,1.076072325,1.43121549,2.10685874,1.400868861
STAT3,31.4343699,22.12687473,22.65136681,15.56497279,31.51701889,24.95335251,22.12687473,25.44370804
STAT5B,9.814208038,10.71226736,7.994983512,8.202327858,9.766218287,8.696415356,12.02980719,10.22977557
STAU1,39.63564619,40.13219585,39.00786579,39.11171203,37.21198307,35.30266863,20.80811207,41.53760846
STK3,2.019456846,2.068134307,1.635171175,1.602547934,1.627112683,1.986582449,2.353044755,2.353044755
STK39,150.1013928,165.548697,159.5957889,181.1861664,213.2735119,136.3721008,112.8752795,145.8004729
STK4,13.28781456,14.01921594,13.1091133,13.93562546,13.28781456,15.35121805,13.1091133,14.77385857
STMN1,2.100099672,2.301416386,2.770591145,2.239153848,3.238751056,2.070995853,2.301416386,2.360857121
STMN2,47.5819985,205.5756194,108.0592653,245.0301648,378.0788489,159.479908,177.3938012,186.8956351
STRADB,17.21257667,14.65805812,14.65805812,15.12849141,16.80667542,7.613975348,12.59827959,12.06757734
STRN,5.529415435,3.007109875,2.759553279,4.52582509,4.151388163,2.916361867,4.151388163,4.151388163
STRN3,1.32723599,1.242448833,1.397878905,1.262231023,1.358655421,1.590453586,1.672392595,1.590453586
STX16,6.510627514,8.696415356,10.00393943,7.993963417,9.305723444,7.143446856,7.914404632,8.678853424
STX17,2.087265193,1.41855223,1.331731059,1.633934266,1.957702368,1.334030109,1.617862734,1.283994724
STX2,3.150007686,3.377465809,3.043188956,2.030266329,2.595406967,3.039309934,2.706718478,2.53048932
STXBP1,175.1939107,177.7780624,222.3359686,169.1736407,227.5688825,146.5756194,126.6609574,155.6755162
SUB1,7.515442779,9.521623166,9.841593444,7.816786291,7.521195064,6.476088937,5.908735234,6.328266632
SUFU,4.058423667,3.915357828,5.805730069,3.888752975,5.222781744,6.257707061,3.801644177,4.058423667
SUGT1,16.95165981,12.47534251,14.4129691,10.86553396,26.30537796,14.05288374,9.079977918,14.05288374
SULT1A1,10.49963767,12.41125859,9.853467655,15.30682575,11.48761756,8.921036033,10.49963767,9.863979618
SUMO1,70.51269946,88.68669732,87.34848913,88.95017511,79.05942707,63.04723722,76.51088206,65.93521376
SUMO3,70.11856401,64.33380647,81.21551055,79.14187453,63.72671025,69.618842,47.03006297,64.84122617
SUN1,3.240858693,3.237891324,4.053937551,2.945695754,3.881810286,3.10299968,3.758122392,4.766524456
SUPT16H,5.35639984,12.71369072,8.123509919,6.426742683,6.002790374,7.521195064,4.28178386,6.084423311
SUPT5H,7.612092859,6.149593808,8.78722079,8.566868286,8.363391555,7.612092859,6.903953995,6.522835753
SURF1,16.16957409,21.59931359,22.21643597,30.21200383,22.0241581,22.01278513,21.50569739,23.12186848
SURF4,11.72163399,7.620067949,8.925417024,8.878125456,7.620067949,5.644097091,5.9889791,5.522055593
SUZ12,8.90485261,7.575032485,6.685640206,6.504442665,6.552549,5.124028627,6.552549,4.946995957
SVIP,6.483019288,2.783966817,6.773776137,3.992721882,4.13881134,2.900013906,1.769252062,2.530704671
SWAP70,0.948211632,1.263438152,1.000634628,1.138816663,1.051506298,0.938893154,1.556578286,1.547425441
SYAP1,11.69700887,13.37854444,11.66791942,16.80463522,13.37854444,10.26208961,10.46467815,13.93999476
SYNCRIP,5.605015886,7.554182238,5.356569369,4.933681679,5.008311873,7.521195064,3.403068055,4.133621271
SYNJ1,79.72303793,67.97143859,67.57561939,60.07321832,69.21198303,55.81509879,43.3998918,69.69524481
SYNPO2,2.83012716,3.220011315,2.83012716,2.731748277,2.83012716,3.147669123,2.878041094,2.83012716
SYT4,119.0439491,142.7197433,125.3028921,121.9150462,210.0393101,99.7387768,92.99488777,125.7991509
TAB2,4.510646095,4.957751246,4.510646095,4.266566775,4.510646095,2.766594686,4.510646095,4.266566775
TAF4,2.157191933,1.735744826,2.011344949,1.51324486,2.206926713,1.284707482,1.455388547,1.702193386
TAGLN2,22.7618866,17.24956255,38.54117922,16.10499722,22.38612063,13.92024205,16.91984484,16.44087163
TALDO1,23.36155448,29.6173416,22.82440902,23.73059993,24.93995972,14.68757705,15.84933778,12.32034949
TAOK1,33.21198422,22.83910271,32.12107918,40.08047543,34.73394915,31.49486142,33.75743877,23.37937796
TARDBP,12.89070358,15.55631568,14.2482048,15.17775882,17.18733129,13.74797938,16.83432258,10.70162686
TARS,2.263071963,2.085465353,1.746989374,1.949193882,2.114633933,1.796670287,1.562282857,1.979830928
TAX1BP1,4.381051924,3.759757943,4.09751797,4.154136687,4.288467376,3.640591677,3.392776352,4.007836074
TBC1D17,2.577512393,2.513329839,2.283947674,2.246252552,2.283947674,1.873877141,2.257856235,1.990756445
TBC1D2B,2.706718478,5.150715758,3.284056208,3.962392102,3.629408446,3.436933208,4.633617332,2.988103463
TBC1D4,6.302443492,6.90202782,5.75293904,6.809902831,7.256944267,5.555378173,4.10022653,7.610288946
TBCA,124.6708572,100.1771579,109.3674864,166.0132938,135.9964901,107.4687182,95.84834666,105.9872912
TBK1,4.283993297,3.944986757,5.145882138,4.238952361,4.644716307,2.689669946,2.460845217,4.416968499
TBP,6.64699745,8.717507516,5.931031302,6.853605597,5.758648557,5.905706361,5.758648557,5.679244067
TBXA2R,14.94749274,8.490100143,13.14302115,10.38651252,8.051878759,10.04221817,7.599180959,11.90609341
TCEA2,5.1883592,5.161846215,5.300941328,7.275837868,6.874548736,4.729771738,4.230206158,4.40971723
TCEAL1,4.902495535,5.005621785,4.839290471,4.193503019,4.852287722,4.3764703,3.304187702,3.796832333
TCEAL2,186.237206,158.3124467,136.9486889,187.9392558,214.7460617,184.3110522,136.62841,197.1809891
TCEAL4,64.89550951,69.94165228,65.57322713,110.9392558,79.82471561,70.01048528,57.20448579,83.21853797
TCEB1,21.31256923,17.2795566,20.75233526,28.56250923,20.25786678,18.22962517,15.48174511,15.71124407
TCERG1,8.952458901,11.56003616,10.52098932,11.62720518,15.73200821,6.731665847,8.027323629,9.663677897
TCF12,3.630943984,4.786919914,3.629408446,2.394927371,3.304589091,4.259374281,4.185256844,5.258826485
TCF25,15.37945101,6.256887344,5.441935499,9.979453481,9.898704871,5.194034873,6.704708593,6.084423311
TCF3,3.115303138,3.115303138,3.115303138,2.716662563,3.520556399,4.055279836,3.115303138,2.506288969
TCF4,2.087549984,1.70779491,1.709106107,1.603989296,1.689581563,2.202428848,1.859582817,1.689581563
TDG,2.706718478,2.382496697,2.383446156,1.909479123,2.561239728,1.814917949,3.829231022,2.984146441
TDP2,8.915132148,8.12461464,8.360858215,5.23164186,9.068802472,6.206034538,5.557463305,5.914364709
TDRD7,3.197013032,3.734922725,2.921616023,3.237891324,3.237891324,2.15698036,1.94016384,2.828135133
TECPR1,25.47680615,20.73608116,25.66723221,20.73608116,21.49750431,15.38744771,22.14787595,22.32395058
TERF1,11.64744335,5.650262711,6.436165273,4.970487557,3.102038599,3.992931743,3.907885713,8.055690443
TERF2,2.283947674,1.612137658,1.981577705,1.837572588,2.132800801,1.590453586,1.537453116,1.590453586
TERF2IP,112.5320003,135.3209952,160.2574489,98.15818893,141.1082115,92.21955239,88.90218375,120.7950946
TET3,1.979830928,1.825141089,2.169618614,1.921079913,3.150007686,2.037727841,1.740109812,1.979830928
TFRC,353.0100625,287.2215405,108.3928378,130.211983,236.2478085,167.7574376,185.8496729,176.9699407
TGFA,2.006465692,2.79734166,1.583185685,1.722775525,2.658411493,2.258724106,1.94016384,2.194234403
TGFB1I1,4.046304418,2.783966817,3.663471564,2.283947674,2.241414555,4.3764703,3.170052093,2.942969221
TGFBR1,10.95842453,31.39380645,13.01820421,15.85619066,24.75048912,10.79346147,13.16673674,10.49677962
TGFBR2,1.523177708,2.11313406,1.646756088,1.693595369,1.141334907,1.693595369,3.314111236,1.802430304
TGOLN2,1.925322022,1.976692159,1.523177708,1.683330265,1.959015434,1.683330265,1.293551836,1.719964027
TGS1,2.192596145,2.002839644,2.183486958,3.287715437,1.979830928,2.183486958,2.183486958,2.447557435
THADA,3.201653914,2.610882697,2.751572306,4.034323136,3.269509513,2.381419192,2.730147351,3.042706393
THBS1,1.701115044,1.735744826,1.634547861,2.150237782,1.701115044,1.689356485,1.499326842,1.701115044
THRA,4.533212399,2.240187449,2.384535109,2.4165169,2.706718478,2.646514586,3.464689914,2.353124704
THRAP3,4.474573168,7.275215155,4.946995957,5.267388494,4.946995957,5.23349243,5.091061563,4.946995957
THUMPD1,11.30203579,6.863966784,9.906807557,7.924660826,8.376594409,7.555796052,8.347537516,7.200188576
THUMPD2,2.227862159,1.824987863,2.060398986,1.683330265,3.284171374,1.526107444,1.524756722,1.683330265
TIA1,5.474776103,5.187054037,6.172790779,4.970198647,8.878125456,4.675419656,5.809801234,5.809801234
TIFA,3.215996401,1.987172314,1.943475896,3.674095701,2.283947674,1.373675596,1.855935637,1.367709358
TIMELESS,2.465409059,2.183080889,1.828761677,2.094739241,2.140989246,1.885465294,1.918256924,2.183080889
TIMM13,14.90310234,15.10672373,13.01671221,19.87872644,9.491356051,10.89888991,9.172638463,9.56048026
TIMP2,73.4847103,77.82863041,73.03461936,79.42591068,95.05492728,73.4847103,73.4847103,91.65507214
TIPRL,23.00741324,13.22564518,15.54647026,18.87493999,12.30640552,13.97565823,13.95651122,12.72712775
TKT,16.36835624,18.70824453,13.62598712,17.38139108,16.19438487,8.057373753,11.41845866,6.924033036
TLE1,16.06300397,12.32034949,19.28292208,9.884882951,14.57645851,10.9584517,8.948178344,12.32034949
TLE3,3.527714181,2.353044755,2.283947674,2.541720809,2.023520556,2.283947674,1.506620479,3.114685758
TLN1,2.537766304,2.816525378,3.451861266,2.700131874,2.792104567,1.917815288,3.751453317,2.610448277
TMBIM4,25.95688882,21.83664049,25.55375513,21.81091469,18.13006732,25.95688882,25.09916681,20.08443935
TMCO1,8.500446457,14.31823562,12.06872189,17.34047164,9.796675885,8.016209594,10.9975951,11.97504153
TMED2,23.97055427,34.69095797,28.77701312,36.85605975,27.30313299,18.50483163,25.48695787,27.38501522
TMED9,51.22878017,61.70408735,53.84949246,63.26776505,72.29972115,42.07561939,42.98672866,45.11048226
TMEM11,4.782951296,5.155716162,4.161720813,5.695421888,5.215686866,5.292093813,4.663851179,3.185186059
TMEM165,6.779271234,5.463461607,4.401923326,4.216083992,5.433107372,4.803377269,5.666683834,3.838097154
TMEM218,2.283947674,2.946827904,2.13347461,2.405512131,2.512757239,2.002898848,3.753553452,2.315163717
TMEM30A,97.37794575,105.4847103,96.6669448,108.0068205,120.2129243,94.50649647,78.6553197,91.72579662
TMEM38B,2.575664718,1.855979844,1.730994328,1.72741024,1.917815288,1.917815288,1.876967463,1.979830928
TMOD1,20.95810066,19.00003537,12.50348267,16.44576722,21.42440253,10.71579979,11.06222692,15.43284531
TMOD2,27.30313299,27.29971446,45.03297354,31.06057944,31.06057944,25.65992004,28.90183503,37.0948846
TMSB10,470.8542599,603.5874337,653.875528,749.4882339,548.5632901,467.4269301,409.3938012,533.285339
TMSB4X,442.3028921,864.1647662,948.0715646,694.562917,571.3938012,524.9398728,571.3938012,369.6636283
TMX1,2.394821411,3.382788337,2.32215911,2.394821411,3.790306509,2.303392413,3.728966228,2.447557435
TNFAIP1,2.779725699,3.601056766,3.958183794,3.449031478,3.165035014,5.98516634,4.099201256,3.999219629
TNFAIP3,1.644321733,3.123711995,1.49425067,1.599836239,1.313324393,2.18272857,2.578854429,1.979830928
TNIK,7.927807214,5.337527573,7.022881825,5.10826356,7.584129528,4.957770727,6.169997132,6.309374174
TNIP1,28.19644346,36.0797372,32.86924477,29.6300505,28.19132894,23.03461378,25.78430818,27.30313299
TNIP2,5.849096745,5.026075175,3.731426868,6.486591282,3.895957224,5.682259833,5.330232866,5.978819366
TNKS,64.34927011,56.35315033,54.4847103,55.36610492,59.89747213,45.76438874,41.66021727,57.68962501
TNKS2,5.976153081,6.071559612,5.753537841,5.249419545,5.753537841,5.276075825,5.669896125,6.355895983
TNPO1,58.12107394,54.57329816,49.07000545,30.21200383,38.85242564,42.61234983,48.9382144,47.89351442
TNPO3,8.440439753,8.34703404,6.681811696,6.243371548,6.185539189,5.532280546,5.394521407,5.802071794
TNRC6A,17.61319891,21.09930338,20.1452326,17.28234791,25.2650886,15.55369322,17.08141415,14.60255617
TNRC6B,40.84834666,32.48599789,36.79848674,33.0115091,36.80069583,33.21198422,43.77107799,34.3346449
TOB1,5.567603859,4.893469419,7.427132027,5.282089866,6.848430624,5.535581728,7.589995821,6.084423311
TOLLIP,2.283947674,3.788894401,2.442304789,2.716662563,2.373265342,2.237765964,2.150655328,2.342584036
TOM1L2,21.85214947,22.00897095,18.75985024,19.48414917,20.52589839,17.82137031,16.36613154,16.57539547
TOMM20,26.87691424,39.3578045,43.96562661,40.4719825,34.66652873,23.55406923,25.45494865,31.04618619
TOMM34,8.638323176,14.0957259,13.96033443,16.19909604,13.86513306,9.896423634,11.02902595,11.25451688
TOMM40,6.007829826,4.415600388,4.906017649,5.180318829,4.198098947,4.522433291,3.840676198,3.999219629
TOP1,7.814778359,5.337527573,6.759687735,4.55110689,7.472488768,6.503610574,6.139260964,7.001882969
TOR1AIP2,5.312480118,7.458439145,3.284056208,3.168556642,3.191271395,2.212942815,2.692711066,9.86209788
TPD52L2,5.443001629,7.546668081,8.188300962,6.6899263,7.666691195,6.257707061,6.718543256,5.620027326
TPI1,154.5745273,299.4735613,259.6987911,295.3670089,227.1113576,177.0162932,137.5273724,181.5478036
TPM1,1.523177708,2.71281332,2.244487349,2.081376076,1.537107595,1.733013811,2.081376076,2.081376076
TPM3,6.379034819,4.907783611,6.672518744,5.015310621,4.859151124,6.124043044,2.899349549,3.287183353
TPP1,1.752333643,2.066474876,1.941902305,1.899983697,3.153550255,2.413519737,3.394618929,2.533881635
TPP2,3.2700336,4.483818851,3.284056208,3.795695933,3.536245316,3.2700336,2.864369196,3.764749319
TRA2A,5.427746439,5.427746439,7.652106174,3.099776957,6.860762008,3.420561539,5.063492524,6.084423311
TRA2B,73.58539201,55.49358026,69.19326274,71.29000208,75.40929738,73.93317788,74.98258587,94.6131278
TRAF3IP1,7.671128327,5.095494379,7.727133096,6.504442665,8.229067863,5.629984818,2.495868181,4.313082405
TRAF5,5.52852131,4.860326598,3.498486695,3.791479937,2.859995616,3.309470856,2.76621071,3.659507403
TRAK1,9.701999389,7.45203652,10.65924934,7.914404632,7.524186339,7.990454229,7.654442329,8.954257432
TRAK2,7.220191454,5.513220037,11.26961612,4.956862347,8.171178957,3.609081995,6.461710186,9.063858049
TRAPPC2L,2.706718478,5.867219352,2.584583299,3.256772279,3.846014128,2.036837177,1.896357456,1.47211713
TRDMT1,1.380601087,1.515602157,1.52541982,1.543021716,1.277225395,1.380601087,1.331731059,2.054863264
TRIM16,1.722863589,1.580325216,1.436094874,1.722863589,1.466341246,1.832803711,1.753266128,1.753266128
TRIM2,1.875748008,1.523177708,1.523177708,1.542663612,1.678431596,1.517349757,1.338748898,1.477868381
TRIM24,2.0189628,1.523177708,1.721858343,2.495572534,2.663349409,2.411197519,1.819231194,1.11475931
TRIM3,4.781003714,3.999219629,2.660028708,3.999219629,4.434021707,2.903947868,2.686562213,3.875372646
TRIM32,8.279266476,4.965914423,6.119453617,5.386306296,10.10551314,7.521195064,7.146052393,5.242684972
TRIM33,15.9613161,5.292982483,10.52405027,8.6902098,10.52405027,7.991603905,7.109286385,6.56263731
TRIM35,5.205128875,4.009028574,4.946995957,4.423970199,4.42141996,5.618870977,5.075516128,4.786693447
TRIM38,6.789536188,7.145900686,6.789536188,5.294029339,4.897942449,9.69873119,10.67475214,8.30673982
TRIM5,1.533930838,1.355996591,1.579848418,1.826739027,1.533930838,1.07759073,1.533930838,2.136186778
TRIM8,16.6969521,14.06473536,16.43332368,16.49107735,15.73200821,11.39248187,14.17972553,13.6851539
TRIP11,1.523177708,1.331731059,1.60372601,1.667538781,1.683196647,1.537010206,1.483576991,1.451845319
TRIP13,3.362999259,2.354471212,2.316886719,2.99919341,3.629408446,2.631566625,1.827360033,2.716081875
TRIT1,2.838752955,3.032721899,3.043188956,3.610644547,2.737009834,2.383681499,2.838752955,3.051992198
TRNT1,8.85209103,5.676604838,8.13364506,6.726662581,9.293660578,7.521195064,5.928738213,5.201442277
TRPC1,2.129175356,2.701753055,3.139470277,2.353044755,3.655367394,1.45948249,2.353044755,1.45158427
TSC22D1,339.2866582,485.6435456,563.193268,412.6640734,329.9740936,313.886757,289.3121715,377.7233417
TSG101,36.94091222,36.64219791,37.24768845,45.48967415,38.66652849,23.40754349,19.71467952,24.36308697
TSN,14.35066476,13.12320492,13.18689826,12.07100903,12.20139842,7.521195064,8.266017651,11.40098199
TSNAX,29.33617099,31.61729008,21.03985567,23.98589417,23.92516911,20.46419298,17.34047164,16.82843175
TSPYL2,16.21529462,15.4673367,16.01565591,19.24029359,12.06119506,12.22396575,14.03935538,14.1539537
TSPYL5,11.93733151,14.17384378,15.37945101,11.32936669,13.89235205,14.00525251,9.589091387,12.6251696
TSR1,34.85454008,38.67478604,43.84834666,34.52412278,38.05749438,76.06592075,59.13800484,34.339238
TTC1,29.46205766,35.80631695,27.5762708,42.60137401,42.16766803,27.4434565,21.01632197,30.09420764
TTC19,4.222614117,4.15963142,5.195415357,5.640954771,4.51401553,4.682956242,4.415743775,5.195415357
TTC9C,4.690124022,3.816779964,4.610913338,5.715738148,4.151388163,4.723291959,3.729410085,4.770352105
TTLL12,5.662781965,7.602370476,5.383541595,4.385845179,7.741851266,4.770166653,4.807227919,4.698375306
