HGNC ID	Approved Symbol	Synonyms	UniProt ID(supplied by UniProt)
HGNC:8949	SERPINB5	maspin	P36952
HGNC:8950	SERPINB6	"PTI, CAP"	P35237
HGNC:13902	SERPINB7	MEGSIN	O75635
HGNC:8952	SERPINB8	CAP2	P50452
HGNC:8953	SERPINB8P1		
HGNC:8955	SERPINB9	CAP3	P50453
HGNC:28590	SERPINB9P1	MGC39372	
HGNC:8942	SERPINB10	bomapin	P48595
HGNC:14221	SERPINB11	EPIPIN	Q96P15
HGNC:14220	SERPINB12	YUKOPIN	Q96P63
HGNC:8944	SERPINB13	"HUR7, hurpin, headpin"	Q9UIV8
HGNC:775	SERPINC1	"ATIII, MGC22579"	P01008
HGNC:4838	SERPIND1	"HC-II, HLS2, HC2, D22S673"	P05546
HGNC:8583	SERPINE1	PAI	P05121
HGNC:8951	SERPINE2	"PN1, GDN, PNI, nexin"	P07093
HGNC:24774	SERPINE3		A8MV23
HGNC:44400	SERPINE4P		
HGNC:8824	SERPINF1	"EPC-1, PIG35"	P36955
HGNC:9075	SERPINF2	"API, ALPHA-2-PI, A2AP, AAP"	P08697
HGNC:1228	SERPING1	"C1IN, C1-INH, HAE1, HAE2"	P05155
HGNC:1546	SERPINH1	"HSP47, colligen"	P50454
HGNC:19917	SERPINH1P1	"bA571F15.6, pshsp47"	
HGNC:1547	SERPINH2~withdrawn		
HGNC:8943	SERPINI1	neuroserpin	Q99574
HGNC:8945	SERPINI2	"PANCPIN, TSA2004, MEPI, pancpin"	O75830
HGNC:17932	SERTAD1	"SEI1, TRIP-Br1"	Q9UHV2
HGNC:30784	SERTAD2	"TRIP-Br2, KIAA0127, Sei-2"	Q14140
HGNC:17931	SERTAD3	RBT1	Q9UJW9
HGNC:25236	SERTAD4	DJ667H12.2	Q9NUC0
HGNC:32019	SERTAD4-AS1		Q5TG53
HGNC:33792	SERTM1		A2A2V5
HGNC:21595	SESN1	"SEST1, PA26"	Q9Y6P5
HGNC:20746	SESN2	"SES2, DKFZp761M0212, HI95, SEST2"	P58004
HGNC:23060	SESN3	"SEST3, MGC29667"	P58005
HGNC:18379	SESTD1	"DKFZp434O0515, Solo"	Q86VW0
HGNC:10760	SET	"PHAPII, 2PP2A, IPP2A2"	Q01105
HGNC:15573	SETBP1	"SEB, KIAA0437"	Q9Y6X0
HGNC:29010	SETD1A	"KIAA0339, Set1, KMT2F"	O15047
HGNC:29187	SETD1B	"KIAA1076, Set1B, KMT2G"	Q9UPS6
HGNC:18420	SETD2	"HYPB, HIF-1, KIAA1732, FLJ23184, KMT3A"	Q9BYW2
HGNC:20493	SETD3	FLJ23027	Q86TU7
HGNC:1258	SETD4		Q9NVD3
HGNC:25566	SETD5	FLJ10707	Q9C0A6
HGNC:26116	SETD6	FLJ21148	Q8TBK2
HGNC:51596	SETD6P1		
HGNC:30412	SETD7	"KIAA1717, SET7, SET7/9, Set9, KMT7"	Q8WTS6
HGNC:30088	SETD8P1	SET07p	
HGNC:28508	SETD9	MGC33648	Q8NE22
HGNC:10761	SETDB1	"KG1T, KIAA0067, ESET, KMT1E, TDRD21"	Q15047
HGNC:20263	SETDB2	"CLLD8, CLLL8, KMT1F"	Q96T68
HGNC:10762	SETMAR	metnase	Q53H47
HGNC:19279	SETP1	SETP	
HGNC:20032	SETP2		
HGNC:31115	SETP3		
HGNC:42923	SETP4		
HGNC:42924	SETP5		
HGNC:42925	SETP6		
HGNC:42926	SETP7		
HGNC:42927	SETP8		
HGNC:42928	SETP9		
HGNC:42929	SETP10		
HGNC:42930	SETP11		
HGNC:42931	SETP12		
HGNC:42932	SETP13~withdrawn		
HGNC:42933	SETP14		
HGNC:42934	SETP15		
HGNC:42935	SETP16		
HGNC:42936	SETP17		
HGNC:42938	SETP19~withdrawn		
HGNC:42939	SETP20		
HGNC:42940	SETP21		
HGNC:42941	SETP22		
HGNC:42937	SETSIP		P0DME0
HGNC:445	SETX	"KIAA0625, AOA2"	Q7Z333
HGNC:15955	SEZ6		Q53EL9
HGNC:10763	SEZ6L		Q9BYH1
HGNC:30844	SEZ6L2	"PSK-1, FLJ90517"	Q6UXD5
HGNC:10764	SF~withdrawn		
HGNC:12950	SF1	"ZFM1, ZCCHC25"	Q15637
HGNC:10765	SF3A1	"SF3a120, SAP114, PRPF21, Prp21"	Q15459
HGNC:10766	SF3A2	"SF3a66, SAP62, PRPF11, Prp11"	Q15428
HGNC:10767	SF3A3	"SF3a60, SAP61, PRP9, PRPF9"	Q12874
HGNC:16576	SF3A3P1	dJ581P3.1	
HGNC:23277	SF3A3P2		
HGNC:10768	SF3B1	"SAP155, SF3b155, PRPF10, Prp10, Hsh155"	O75533
HGNC:10769	SF3B2	"SAP145, SF3b1, Cus1, SF3b145"	Q13435
HGNC:10770	SF3B3	"SAP130, SF3b130, RSE1, KIAA0017"	Q15393
HGNC:10771	SF3B4	"SAP49, SF3b49, Hsh49"	Q15427
HGNC:19821	SF3B4P1		
HGNC:21083	SF3B5	"SF3b10, MGC3133, Ysf3"	Q9BWJ5
HGNC:30096	SF3B6	"P14, SF3B14a, Ht006, CGI-110, SAP14a"	Q9Y3B4
HGNC:10772	SFD~withdrawn		
HGNC:29064	SFI1	"KIAA0542, PISD, PPP1R139"	A8K8P3
HGNC:20255	SFMBT1	"RU1, DKFZp434L243, SFMBT"	Q9UHJ3
HGNC:20256	SFMBT2	KIAA1617	Q5VUG0
HGNC:10773	SFN	YWHAS	P31947
HGNC:10774	SFPQ	"PSF, PPP1R140"	P23246
HGNC:10775	SFPQP1		
HGNC:29574	SFR1	"MEI5, bA373N18.1, FLJ41960"	Q86XK3
HGNC:51531	SFR1P1		
HGNC:51532	SFR1P2		
HGNC:10776	SFRP1	"SARP2, FRP, FRP-1"	Q8N474
HGNC:10777	SFRP2	"SARP1, SDF-5, FRP-2"	Q96HF1
HGNC:10778	SFRP4	"frpHE, FRP-4, FRPHE"	Q6FHJ7
HGNC:10779	SFRP5	SARP3	Q5T4F7
HGNC:10790	SFSWAP	SWAP	Q12872
HGNC:10793	SFT~withdrawn		
HGNC:21102	SFT2D1	"MGC19825, pRGR1"	Q8WV19
HGNC:25140	SFT2D2	"UNQ512, dJ747L4.C1.2"	O95562
HGNC:28767	SFT2D3	MGC5391	Q587I9
HGNC:18383	SFTA1P		
HGNC:18386	SFTA2		Q6UW10
HGNC:18387	SFTA3	NANCI	P0C7M3
HGNC:10794	SFTP1~withdrawn		
HGNC:10795	SFTP2~withdrawn		
HGNC:10796	SFTP3~withdrawn		
HGNC:10797	SFTP4~withdrawn		
HGNC:10798	SFTPA1	"SP-A, SP-A1, COLEC4"	Q8IWL2
HGNC:10799	SFTPA2	"SP-A2, COLEC5"	Q8IWL1
HGNC:10800	SFTPA3P	COLEC6	
HGNC:10801	SFTPB	SP-B	P07988
HGNC:10802	SFTPC	"SP-C, PSP-C, SMDP2, BRICD6"	P11686
HGNC:10803	SFTPD	"SP-D, COLEC7"	P35247
HGNC:51589	SFTPD-AS1		
HGNC:18388	SFTPI~withdrawn		
HGNC:18389	SFTPJ~withdrawn		
HGNC:10804	SFTPP1~withdrawn		
HGNC:16085	SFXN1	FLJ12876	Q9H9B4
HGNC:16086	SFXN2		Q96NB2
HGNC:16087	SFXN3	SFX3	Q9BWM7
HGNC:16088	SFXN4		Q6P4A7
HGNC:16073	SFXN5	BBG-TCC	Q8TD22
HGNC:10805	SGCA	"SCARMD1, LGMD2D, adhalin, DMDA2, A2"	Q16586
HGNC:10806	SGCB	"SGC, A3b"	Q16585
HGNC:10807	SGCD	"DAGD, LGMD2F, CMD1L"	Q92629
HGNC:10808	SGCE		O43556
HGNC:10809	SGCG	"SCARMD2, DAGA4, SCG3, DMDA, TYPE, A4, MGC130048"	Q13326
HGNC:14075	SGCZ	ZSG1	Q96LD1
HGNC:25156	SGF29	"FLJ32446, TDRD29"	Q96ES7
HGNC:25412	SGIP1	DKFZp761D221	Q9BQI5
HGNC:10810	SGK1		O00141
HGNC:13900	SGK2		Q9HBY8
HGNC:10811	SGK2~withdrawn		
HGNC:10812	SGK3		Q96BR1
HGNC:10813	SGLT1~withdrawn		
HGNC:10814	SGLT2~withdrawn		
HGNC:10815	SGM1~withdrawn		
HGNC:29799	SGMS1	"MOB, MGC17342, SMS1"	Q86VZ5
HGNC:49683	SGMS1-AS1		
HGNC:28395	SGMS2	"MGC26963, SMS2"	Q8NHU3
HGNC:25088	SGO1	NY-BR-85	Q5FBB7
HGNC:41081	SGO1-AS1		
HGNC:50776	SGO1P1		
HGNC:50777	SGO1P2		
HGNC:30812	SGO2	"TRIPIN, FLJ25211"	Q562F6
HGNC:10817	SGPL1	SPL	O95470
HGNC:17720	SGPP1		Q9BX95
HGNC:19953	SGPP2	"SPP2, FLJ39004"	Q8IWX5
HGNC:10818	SGSH	"HSS, MPS3A, SFMD"	P51688
HGNC:29410	SGSM1	KIAA1941	Q2NKQ1
HGNC:29026	SGSM2	KIAA0397	O43147
HGNC:25228	SGSM3	"DJ1042K10.2, RUSC3, RabGAP-5, RABGAP5"	Q96HU1
HGNC:10819	SGTA		O43765
HGNC:23567	SGTB	"Sgt2, FLJ39002"	Q96EQ0
HGNC:30417	SH2B1	"FLJ30542, SH2B"	Q9NRF2
HGNC:17381	SH2B2	APS	O14492
HGNC:29605	SH2B3	"LNK, IDDM20"	Q9UQQ2
HGNC:10820	SH2D1A	"XLP, MTCP1, DSHP, XLPD, EBVS, SAP"	O60880
HGNC:30416	SH2D1B	EAT2	O14796
HGNC:10821	SH2D2A	"TSAd, F2771"	Q9NP31
HGNC:16885	SH2D3A	NSP1	Q9BRG2
HGNC:16884	SH2D3C	NSP3	Q8N5H7
HGNC:26102	SH2D4A	"FLJ20967, SH2A, PPP1R38"	Q9H788
HGNC:31440	SH2D4B		Q5SQS7
HGNC:28819	SH2D5		Q6ZV89
HGNC:30439	SH2D6	FLJ35993	Q7Z4S9
HGNC:34549	SH2D7	LOC646892	A6NKC9
HGNC:10822	SH3BGR	21-GARP	P55822
HGNC:10823	SH3BGRL	MGC117402	O75368
HGNC:15567	SH3BGRL2		Q9UJC5
HGNC:15568	SH3BGRL3		Q9H299
HGNC:10824	SH3BP1	ARHGAP43	Q9Y3L3
HGNC:10825	SH3BP2	"RES4-23, CRBM"	P78314
HGNC:10826	SH3BP4		Q9P0V3
HGNC:10827	SH3BP5	Sab	O60239
HGNC:44501	SH3BP5-AS1		
HGNC:29360	SH3BP5L	KIAA1720	Q7L8J4
HGNC:10828	SH3D1A~withdrawn		
HGNC:10829	SH3D1B~withdrawn		
HGNC:14926	SH3D5~withdrawn		
HGNC:30418	SH3D19	"DKFZp434D0215, EVE1, EBP, Kryn, SH3P19, Eve-1"	Q5HYK7
HGNC:27311	SH3D20~withdrawn		
HGNC:26236	SH3D21	FLJ22938	A4FU49
HGNC:10830	SH3GL1	"SH3P8, SH3D2B, CNSA1, EEN, MGC111371"	Q99961
HGNC:10835	SH3GL1P1	CNSA-P1	
HGNC:10836	SH3GL1P2	CNSA-P2	
HGNC:10837	SH3GL1P3	CNSA-P3	
HGNC:10831	SH3GL2	"SH3P4, SH3D2A, CNSA2, EEN-B1"	Q99962
HGNC:10832	SH3GL3	"SH3D2C, SH3P13, CNSA3, EEN-B2, HsT19371"	Q99963
HGNC:10833	SH3GLB1	"CGI-61, KIAA0491, Bif-1, PPP1R70"	Q9Y371
HGNC:10834	SH3GLB2	KIAA1848	Q9NR46
HGNC:13867	SH3KBP1	CIN85	Q96B97
HGNC:23664	SH3PXD2A	"FISH, KIAA0418"	Q5TCZ1
HGNC:45242	SH3PXD2A-AS1		
HGNC:29242	SH3PXD2B	FLJ20831	A1X283
HGNC:17650	SH3RF1	"POSH, RNF142, KIAA1494"	Q7Z6J0
HGNC:26299	SH3RF2	"FLJ23654, RNF158, Hepp1, POSHER"	Q8TEC5
HGNC:24699	SH3RF3	"FLJ00204, POSH2"	Q8TEJ3
HGNC:44168	SH3RF3-AS1		
HGNC:26009	SH3TC1	FLJ20356	Q8TE82
HGNC:29427	SH3TC2	"KIAA1985, CMT4C"	Q8TF17
HGNC:29546	SH3YL1	"Ray, DKFZP586F1318"	Q96HL8
HGNC:15474	SHANK1	"SSTRIP, SPANK-1, synamon"	Q9Y566
HGNC:14295	SHANK2	"CTTNBP1, ProSAP1, SHANK, SPANK-3"	Q9UPX8
HGNC:40014	SHANK2-AS1		
HGNC:40015	SHANK2-AS2		
HGNC:25098	SHANK2-AS3		Q9BTD1
HGNC:14294	SHANK3	"SPANK-2, prosap2, KIAA1650, PSAP2"	Q9BYB0
HGNC:25321	SHARPIN	"DKFZP434N1923, SIPL1"	Q9H0F6
HGNC:10838	SHB		Q15464
HGNC:10839	SHBG	"ABP, TEBG, MGC126834, MGC138391"	P04278
HGNC:10840	SHC1	"p66, ShcA"	P29353
HGNC:10841	SHC1P1		
HGNC:10842	SHC1P2		
HGNC:29869	SHC2	"SLI, SCK, SHCB"	P98077
HGNC:18181	SHC3	"N-Shc, NSHC, SHCC"	Q92529
HGNC:16743	SHC4	"RaLP, SHCD"	Q6S5L8
HGNC:29547	SHCBP1	"FLJ22009, PAL"	Q8NEM2
HGNC:16788	SHCBP1L		Q9BZQ2
HGNC:30633	SHD		Q96IW2
HGNC:27004	SHE		Q5VZ18
HGNC:25116	SHF		Q7M4L6
HGNC:10843	SHFD1~withdrawn		
HGNC:10844	SHFD2~withdrawn		
HGNC:10846	SHFM2	SHSF2	
HGNC:35421	SHFM5		
HGNC:10848	SHH	"HHG1, SMMCI, TPT, TPTPS, MCOPCB5"	Q15465
HGNC:20366	SHISA2	"bA398O19.2, PRO28631, WGAR9166, hShisa"	Q6UWI4
HGNC:25159	SHISA3	hShisa3	A0PJX4
HGNC:27139	SHISA4	hShisa4	Q96DD7
HGNC:30376	SHISA5	"SCOTIN, hShisa5"	Q8N114
HGNC:34491	SHISA6	FLJ45455	Q6ZSJ9
HGNC:35409	SHISA7		A6NL88
HGNC:18351	SHISA8	Orf26	B8ZZ34
HGNC:37231	SHISA9		B4DS77
HGNC:19214	SHKBP1	"PP203, Sb1"	Q8TBC3
HGNC:10849	SHMT~withdrawn		
HGNC:10850	SHMT1	"CSHMT, SHMT, MGC15229, MGC24556"	P34896
HGNC:10851	SHMT1P1		
HGNC:10852	SHMT2		P34897
HGNC:15454	SHOC2	"KIAA0862, SOC2, SUR-8, SOC-2, SUR8"	Q9UQ13
HGNC:10853	SHOX	"PHOG, GCFX, SS, SHOXY"	O15266
HGNC:10854	SHOX2	"SHOT, OG12X, OG12"	O60902
HGNC:1492	SHPK	SHK	Q9UHJ6
HGNC:19336	SHPRH	"FLJ90837, KIAA2023, bA545I5.2"	Q149N8
HGNC:25543	SHQ1	"FLJ10539, Shq1p"	Q6PI26
HGNC:45013	SHQ1P1		
HGNC:24084	SHROOM1	"APXL2, KIAA1960"	Q2M3G4
HGNC:630	SHROOM2		Q13796
HGNC:631	SHROOM2P1		
HGNC:30422	SHROOM3	"ShrmL, SHRM, KIAA1481, APXL3"	Q8TF72
HGNC:29215	SHROOM4	KIAA1202	Q9ULL8
HGNC:10855	SHS~withdrawn		
HGNC:29319	SHTN1	"shootin1, shootin-1"	A0MZ66
HGNC:10856	SI		P14410
HGNC:18187	SIAE	"CSE-C, MGC87009, LSE"	Q9HAT2
HGNC:10857	SIAH1	hSIAH1	Q8IUQ4
HGNC:30966	SIAH1P1		
HGNC:10858	SIAH2		O43255
HGNC:40526	SIAH2-AS1		
HGNC:30553	SIAH3	FLJ39203	Q8IW03
HGNC:10859	SIASD~withdrawn		
HGNC:10865	SIAT5~withdrawn		
HGNC:13443	SIAT7B~withdrawn		
HGNC:10868	SIAT8~withdrawn		
HGNC:10873	SIATL1~withdrawn		
HGNC:25967	SIDT1	"FLJ20174, SID-1"	Q9NXL6
HGNC:41126	SIDT1-AS1		
HGNC:24272	SIDT2	CGI-40	Q8NBJ9
HGNC:30575	SIGIRR	"TIR8, IL-1R8"	Q6IA17
HGNC:11127	SIGLEC1	"SIGLEC-1, CD169, FLJ00051, FLJ00055, FLJ00073, FLJ32150, dJ1009E24.1, sialoadhesin"	Q9BZZ2
HGNC:10874	SIGLEC5	"OB-BP2, SIGLEC-5, CD170"	O15389
HGNC:10875	SIGLEC6	"OB-BP1, SIGLEC-6, CD327"	O43699
HGNC:10876	SIGLEC7	"SIGLEC-7, p75/AIRM1, QA79, CD328"	Q9Y286
HGNC:10877	SIGLEC8	"SIGLEC-8, SAF2, SIGLEC8L, MGC59785"	Q9NYZ4
HGNC:10878	SIGLEC9	CD329	Q9Y336
HGNC:15620	SIGLEC10	"SIGLEC-10, SLG2, PRO940, MGC126774"	Q96LC7
HGNC:15622	SIGLEC11		Q96RL6
HGNC:15482	SIGLEC12	"SLG, S2V, Siglec-XII, Siglec-12, Siglec-L1"	Q96PQ1
HGNC:32926	SIGLEC14		Q08ET2
HGNC:27596	SIGLEC15	HsT1361	Q6ZMC9
HGNC:24851	SIGLEC16	Siglec-P16	A6NMB1
HGNC:15604	SIGLEC17P		
HGNC:15491	SIGLEC18P		
HGNC:15603	SIGLEC19P~withdrawn		
HGNC:15609	SIGLEC20P		
HGNC:15610	SIGLEC21P		
HGNC:15611	SIGLEC22P		
HGNC:15612	SIGLEC23P~withdrawn		
HGNC:15613	SIGLEC24P		
HGNC:15614	SIGLEC25P		
HGNC:15615	SIGLEC26P		
HGNC:15617	SIGLEC27P		
HGNC:15618	SIGLEC28P		
HGNC:15619	SIGLEC29P		
HGNC:15623	SIGLEC30P		
HGNC:16072	SIGLEC31P		
HGNC:26856	SIGLECL1	FLJ40235	Q8N7X8
HGNC:8157	SIGMAR1	SR-BP1	Q99720
HGNC:11142	SIK1	msk	P57059
HGNC:21680	SIK2	"KIAA0781, QIK, DKFZp434K1115, LOH11CR1I"	Q9H0K1
HGNC:29165	SIK3	"FLJ12240, L19, KIAA0999, QSK"	Q9Y2K2
HGNC:41495	SIK3-IT1		
HGNC:26119	SIKE1	"FLJ21168, SIKE"	Q9BRV8
HGNC:24624	SIL1	"BAP, ULG5"	Q9H173
HGNC:10881	SIM~withdrawn		
HGNC:10882	SIM1	bHLHe14	P81133
HGNC:10883	SIM2	"MGC119447, bHLHe15"	Q14190
HGNC:24779	SIMC1	"FLJ44216, OOMA1, PLEIAD"	Q8NDZ2
HGNC:19353	SIN3A	"KIAA0700, DKFZP434K2235"	Q96ST3
HGNC:19354	SIN3B	KIAA0700	O75182
HGNC:10885	SIPA1	SPA1	Q96FS4
HGNC:20284	SIPA1L1	"KIAA0440, E6TP1"	O43166
HGNC:23800	SIPA1L2	KIAA1389	Q9P2F8
HGNC:23801	SIPA1L3	KIAA0545	O60292
HGNC:9662	SIRPA	"SHPS1, SIRP, MYD-1, BIT, P84, SHPS-1, SIRPalpha, CD172a, SIRPalpha2, MFR, SIRP-ALPHA-1"	P78324
HGNC:9663	SIRPAP1	SIRPA2P	
HGNC:15928	SIRPB1	"SIRP-BETA-1, CD172b"	"O00241, Q5TFQ8"
HGNC:16247	SIRPB2	dJ776F14.2	Q5JXA9
HGNC:49209	SIRPB3P		
HGNC:16248	SIRPD	dJ576H24.4	Q9H106
HGNC:15757	SIRPG	"bA77C3.1, SIRP-B2, SIRPgamma, CD172g"	Q9P1W8
HGNC:51229	SIRPG-AS1		
HGNC:14929	SIRT1	SIR2L1	Q96EB6
HGNC:51912	SIRT1-AS		
HGNC:10886	SIRT2		Q8IXJ6
HGNC:14931	SIRT3	SIR2L3	Q9NTG7
HGNC:14932	SIRT4	SIR2L4	Q9Y6E7
HGNC:14933	SIRT5		Q9NXA8
HGNC:14934	SIRT6		Q8N6T7
HGNC:14935	SIRT7		Q9NRC8
HGNC:17710	SIT1	SIT	Q9Y3P8
HGNC:17712	SIVA1	"SIVA, Siva-1, Siva-2, CD27BP"	O15304
HGNC:10887	SIX1		Q15475
HGNC:10888	SIX2		Q9NPC8
HGNC:10889	SIX3		O95343
HGNC:40532	SIX3-AS1	SIX3OS	
HGNC:10890	SIX4	AREC3	Q9UIU6
HGNC:10891	SIX5		Q8N196
HGNC:10892	SIX6	Six9	O95475
HGNC:10893	SJS1~withdrawn		
HGNC:28109	SKA1	MGC10200	Q96BD8
HGNC:28006	SKA2	FLJ12758	Q8WVK7
HGNC:23122	SKA2P1	Em:AC006313.1	
HGNC:20262	SKA3	"MGC4832, RAMA1"	Q8IX90
HGNC:15605	SKAP1	SKAP55	Q86WV1
HGNC:53166	SKAP1-AS1	RP11-456D7.1	
HGNC:15687	SKAP2	"RA70, SKAP-HOM, SKAP55R, SAPS"	O75563
HGNC:10896	SKI		P12755
HGNC:32697	SKIDA1	FLJ45187	Q1XH10
HGNC:10897	SKIL	"SNO, SnoN, SnoA"	P12757
HGNC:33993	SKINT1L	BTN12	
HGNC:10898	SKIV2L	"HLP, DDX13, SKI2W, 170A, SKIV2L1"	Q15477
HGNC:18734	SKIV2L2	"Mtr4, Dob1, fSAP118"	P42285
HGNC:21326	SKOR1	"CORL1, FUSSEL15"	P84550
HGNC:32695	SKOR2	"CORL2, FUSSEL18, Fussel-18"	Q2VWA4
HGNC:10899	SKP1	"EMC19, OCP2, TCEB1L, MGC34403, OCP-II, p19A"	P63208
HGNC:33696	SKP1P1	EMC19	
HGNC:10900	SKP1P2	p19B	
HGNC:50370	SKP1P3		
HGNC:10901	SKP2	"FBXL1, FBL1, p45"	Q13309
HGNC:10902	SLA	"SLA1, SLAP-1, hSLAP, SLAP"	Q13239
HGNC:17329	SLA2	"FLJ21992, SLAP-2"	Q9H6Q3
HGNC:26387	SLAIN1	FLJ30046	Q8ND83
HGNC:29282	SLAIN2	FLJ21611	Q9P270
HGNC:10903	SLAMF1	CD150	Q13291
HGNC:21392	SLAMF6	"KALI, NTBA, KALIb, Ly108, SF2000, NTB-A, CD352"	Q96DU3
HGNC:32012	SLAMF6P1		
HGNC:21394	SLAMF7	"CRACC, 19A, CS1, CD319"	Q9NQ25
HGNC:21391	SLAMF8	"BLAME, SBBI42, CD353"	Q9P0V8
HGNC:18430	SLAMF9	"CD2F-10, CD84-H1, SF2001"	Q96A28
HGNC:10904	SLBP	HBP	Q14493
HGNC:10939	SLC1A1	"EAAC1, EAAT3"	P43005
HGNC:10940	SLC1A2	"GLT-1, EAAT2"	P43004
HGNC:10941	SLC1A3	"EAAT1, GLAST, EA6"	P43003
HGNC:10942	SLC1A4	"SATT, ASCT1"	P43007
HGNC:10943	SLC1A5	"AAAT, ASCT2"	Q15758
HGNC:10944	SLC1A6	EAAT4	P48664
HGNC:10945	SLC1A7	EAAT5	O00341
HGNC:11005	SLC2A1	"DYT18, DYT9"	P11166
HGNC:44187	SLC2A1-AS1		
HGNC:11006	SLC2A2		P11168
HGNC:11007	SLC2A3		P11169
HGNC:11008	SLC2A3P1		
HGNC:31074	SLC2A3P2		
HGNC:31075	SLC2A3P3~withdrawn		
HGNC:31076	SLC2A3P4		
HGNC:11009	SLC2A4		P14672
HGNC:15930	SLC2A4RG	"GEF, HDBP1, Si-1-2, Si-1-2-19"	Q9NR83
HGNC:11010	SLC2A5		P22732
HGNC:11011	SLC2A6	"GLUT9, GLUT6, HSA011372"	Q9UGQ3
HGNC:13445	SLC2A7	GLUT7	Q6PXP3
HGNC:13812	SLC2A8	"GLUTX1, GLUT8"	Q9NY64
HGNC:13446	SLC2A9	"Glut9, GLUTX, URATv1"	Q9NRM0
HGNC:13444	SLC2A10	GLUT10	O95528
HGNC:14239	SLC2A11	"GLUT11, GLUT10"	Q9BYW1
HGNC:18067	SLC2A12	"GLUT12, GLUT8"	Q8TD20
HGNC:15956	SLC2A13	HMIT	Q96QE2
HGNC:48929	SLC2A13P1		
HGNC:18301	SLC2A14	GLUT14	Q8TDB8
HGNC:31077	SLC2AXP1		
HGNC:11025	SLC3A1	"CSNU1, D2H, RBAT, ATR1, NBAT"	Q07837
HGNC:11026	SLC3A2	"4T2HC, 4F2, NACAE, CD98, CD98HC, 4F2HC"	P08195
HGNC:11027	SLC4A1	"RTA1A, CD233, FR, SW, WR"	P02730
HGNC:13813	SLC4A1AP	"kanadaptin, HLC3"	Q9BWU0
HGNC:49811	SLC4A1APP1		
HGNC:49812	SLC4A1APP2		
HGNC:11028	SLC4A2	"HKB3, BND3L, NBND3"	P04920
HGNC:11029	SLC4A3	"AE3, SLC2C"	P48751
HGNC:11030	SLC4A4	"NBC1, HNBC1, NBC2, pNBC, hhNMC"	Q9Y6R1
HGNC:18168	SLC4A5	NBC4	Q9BY07
HGNC:11031	SLC4A5~withdrawn		
HGNC:11032	SLC4A6~withdrawn		
HGNC:11033	SLC4A7	"NBC3, SBC2"	Q9Y6M7
HGNC:21433	SLC4A7OS~withdrawn		
HGNC:11034	SLC4A8	NBC3	Q2Y0W8
HGNC:11035	SLC4A9	AE4	Q96Q91
HGNC:13811	SLC4A10	"NBCn2, NCBE"	Q6U841
HGNC:16438	SLC4A11	"dJ794I6.2, BTR1, NaBC1, FECD4"	Q8NBS3
HGNC:11036	SLC5A1	"D22S675, NAGT"	P13866
HGNC:11037	SLC5A2		P31639
HGNC:11038	SLC5A3	"SMIT, SMIT1"	P53794
HGNC:11039	SLC5A4	"SAAT1, SGLT3, DJ90G24.4"	Q9NY91
HGNC:53163	SLC5A4-AS1	RP1-90G24.10	
HGNC:45041	SLC5A4P1		
HGNC:11040	SLC5A5	NIS	Q92911
HGNC:11041	SLC5A6	SMVT	Q9Y289
HGNC:14025	SLC5A7	"hCHT, CHT1"	Q9GZV3
HGNC:19119	SLC5A8	AIT	Q8N695
HGNC:22146	SLC5A9	SGLT4	Q2M3M2
HGNC:23155	SLC5A10	SGLT5	A0PJK1
HGNC:23091	SLC5A11	"KST1, SMIT2, SGLT6"	Q8WWX8
HGNC:28750	SLC5A12	"MGC52019, SMCT2"	Q1EHB4
HGNC:11042	SLC6A1	"GAT1, GABATR, GABATHG"	P30531
HGNC:40546	SLC6A1-AS1		
HGNC:11048	SLC6A2	NET	P23975
HGNC:11049	SLC6A3	DAT	Q01959
HGNC:11050	SLC6A4	"5-HTT, SERT1"	P31645
HGNC:11051	SLC6A5	GLYT2	Q9Y345
HGNC:11052	SLC6A6	TAUT	P31641
HGNC:11053	SLC6A6P1		
HGNC:11054	SLC6A7	PROT	Q99884
HGNC:11055	SLC6A8	"CRTR, CT1"	P48029
HGNC:11056	SLC6A9	GLYT1	P48067
HGNC:11043	SLC6A10P	CT-2	
HGNC:11044	SLC6A11	GAT3	P48066
HGNC:11045	SLC6A12	BGT-1	P48065
HGNC:11046	SLC6A13	GAT2	Q9NSD5
HGNC:11047	SLC6A14		Q9UN76
HGNC:13621	SLC6A15	"hv7-3, NTT73, FLJ10316, V7-3, SBAT1"	Q9H2J7
HGNC:13622	SLC6A16	NTT5	Q9GZN6
HGNC:31399	SLC6A17		Q9H1V8
HGNC:26441	SLC6A18	"FLJ31236, Xtrp2"	Q96N87
HGNC:27960	SLC6A19		Q695T7
HGNC:30927	SLC6A20	"XT3, Xtrp3"	Q9NP91
HGNC:31400	SLC6A21P		
HGNC:11057	SLC7A1	"CAT-1, HCAT1, REC1L"	P30825
HGNC:11060	SLC7A2	"CAT-2, HCAT2"	P52569
HGNC:11061	SLC7A3	"CAT-3, ATRC3, FLJ14541"	Q8WY07
HGNC:11062	SLC7A4	"HCAT3, CAT-4, VH"	O43246
HGNC:11063	SLC7A5	"LAT1, E16, D16S469E, MPE16, CD98"	Q01650
HGNC:29458	SLC7A5P1	"LAT1-3TM, MLAS"	Q8MH63
HGNC:24951	SLC7A5P2	"IMAA, hLAT1-3TM"	Q9GIP4
HGNC:11064	SLC7A6	"y+LAT-2, KIAA0245, LAT3, LAT-2"	Q92536
HGNC:25807	SLC7A6OS	FLJ13291	Q96CW6
