“Gene“,”P_GRN_GSM329677.CEL","P_GRN_GSM329679.CEL","P_GRN_GSM329681.CEL","P_GRN_GSM329683.CEL","P_GRN_GSM329686.CEL","P_GRN_GSM329689.CEL"
"SNAPC1",52.29484081,49.02953347,52.64043577,64.63858231,52.49713504,41.05946693
"RPL18",2994.524993,3184.277763,3686.406476,3225.295826,3115.400349,2899.502021
"CNOT7",526.1877544,708.7410927,574.4486023,522.8873907,559.8076357,555.6864309
"MGEA5",261.9460099,283.9474949,255.7350352,401.7194127,308.8314814,244.1500033
"ZCCHC8",135.1918599,131.2537635,189.6912544,230.2634805,231.5699175,151.674652
"PRKCA",2250.933924,1767.698206,2441.303166,2093.701801,1554.484837,1932.953992
"TSC22D4",506.9584368,332.933492,281.2023596,353.8897224,377.7554387,392.8804196
"ZNF335",88.7451208,68.4472012,56.58903509,64.32798582,71.68733878,72.3369361
"SAMM50",102.9420248,298.3637599,224.0633089,162.3845714,146.1887762,108.1552188
"YTHDF3",265.5518543,415.2165707,376.8028722,490.5249928,445.9542119,332.6599104
"HMOX1",82.84827543,94.42057876,213.5445124,123.7685331,108.9717393,125.625491
"GPN1",168.6595197,235.0459617,217.2824267,185.0792933,167.6054115,140.1212463
"IRAK1",272.1970093,447.5207098,572.0666595,540.6707697,482.8088825,433.6567211
"ARPC2",1231.814504,2104.92233,2283.227067,1586.788637,1592.331072,1723.806909
"U2AF1",1235.37908,1344.821102,1466.007121,1563.241,1742.858326,1300.71612
"DCTD",79.3970109,139.2590642,153.3986398,95.73734056,85.89941556,95.66249096
"PSMB1",503.2496213,1124.328011,1209.026143,1147.077865,1074.920826,700.7749928
"PUM1",436.4020366,497.1833169,492.8325645,531.6140814,597.4416595,462.739264
"TBP",84.86261734,83.42971777,86.07868208,84.60710885,96.19938608,75.75329762
"CBR1",424.6474494,807.4518616,472.4416595,416.3814457,703.2031693,446.5521175
"ARL15",16.75799348,18.54136565,14.61760151,17.38689182,19.09270721,21.83750239
"RBKS",67.02923213,78.78323702,62.54392668,66.02395451,48.57928135,36.33995529
"CENPN",15.28937131,14.9623805,18.23209888,15.20431196,18.31611142,16.50401159
"SKIL",106.9709508,77.81001006,118.1562859,220.9456647,121.0855558,135.4510447
"NFKB2",47.43628717,36.44107228,39.84342107,46.21451889,40.61826865,62.82725463
"AMOT",28.14074897,23.48608421,27.08995225,24.5463839,24.13742079,28.00265124
"TAX1BP1",749.2200047,1140.011466,915.7465799,1041.156993,1008.399993,1035.135382
"PGRMC1",208.6050335,513.5654403,639.5390705,337.3575812,411.7749928,413.2254731
"IFRD2",222.6721454,125.1346612,184.2838126,213.5615283,199.094343,190.994454
"MAGI1",46.15106154,101.1907392,36.29463943,30.18465637,37.28232703,35.18778465
"TNFRSF1B",190.7425163,104.6737293,518.3063335,299.7651245,171.3182152,223.4206949
"SIRT7",209.3584147,173.9167099,168.233104,195.0981459,231.4647454,199.6301271
"MFAP1",273.6404709,240.6929167,327.1401816,279.5763625,309.7546887,294.8787871
"EML2",259.1012713,296.9270823,204.3796623,218.3374656,335.8507485,210.3862781
"RPL23A",9438.492638,8001.639697,8957.324954,8210.352282,8952.93147,8798.379159
"PTCD3",225.4881935,289.3312647,276.5011427,279.8984341,306.0292111,237.9047193
"RPS21",175.0136154,121.9257238,237.1911668,135.2870748,128.3912075,174.2811506
"EIF2AK2",201.5129669,220.5228172,206.5028978,331.3396211,206.9848963,215.4975127
"HEY1",843.9401803,893.7152734,900.3969811,954.9423241,764.8849951,797.1412816
"GNAQ",1449.984021,1425.718255,1233.57363,1381.913669,1549.47282,1598.483805
"NEB",25.7005716,22.11603112,19.10315547,32.02677924,25.56524762,26.17097223
"TMED2",113.1805521,184.6266074,159.0709401,101.0828401,86.43830131,91.64523684
"TRPC1",81.02478496,83.41933359,49.68066859,120.9699532,90.47176268,65.23695811
"TP53",53.56067825,46.64135006,48.92759886,66.57966907,54.43685186,53.12887972
"NDFIP1",614.7416463,2117.101895,1051.85328,862.2894536,830.0868644,928.7482529
"RPS7",3651.463261,4138.4947,4804.13522,3805.893562,4317.239145,3854.083478
"TNKS",281.5357434,361.5196625,232.8988827,295.1499928,333.1916595,326.0463337
"LDB1",252.7739197,314.022062,297.7983801,249.9703258,321.2428505,266.0537697
"CTSZ",63.29656168,68.76778011,59.68746923,66.55727738,56.71387493,56.7750225
"RAN",545.5691946,1189.305155,1074.171687,798.5151697,881.7708648,773.3583261
"RIPK2",47.43628717,43.65089682,45.35966643,60.07343792,45.15428673,58.18318802
"RFC5",31.54104248,36.55819135,51.3629341,35.21028791,36.47731742,26.9710604
"TCEAL4",1088.849101,1220.799886,879.1515892,1212.745437,1051.692391,880.8512341
"OGDH",566.5295069,597.5469966,502.6131944,430.5179807,412.8210321,456.8786516
"TWIST1",48.30714199,50.3985657,100.027136,119.9457954,45.86549874,69.15652729
"PEX7",28.65666289,33.57722519,34.18807945,29.61819575,34.43465131,32.05963698
"TALDO1",925.9862288,1355.663415,1303.896643,1088.870304,1358.649993,978.5961866
"VKORC1",212.545169,242.5725762,413.5828682,311.0461263,242.9833382,291.5314348
"BAG6",566.3245066,781.4922615,772.6843607,621.581405,780.6609373,784.7184604
"PCBP1",362.2333261,543.4325007,657.3583727,482.7965104,476.0249928,523.5122101
"PJA2",615.717771,1450.205585,793.1176614,749.7404058,812.964221,641.6083261
"CIRBP",837.6197741,1487.024993,459.6218453,706.5253334,616.9142941,220.0352545
"RBM3",28.15570596,159.5343784,47.08577795,103.8850159,49.46642178,17.29211206
"CUL2",119.3640964,168.0539201,170.1839488,159.996063,197.9295422,170.2730412
"SCRN1",1810.180981,1735.83786,1908.274993,1559.316659,1802.775203,2030.93488
"LRRC47",450.1758613,1060.308353,761.2147961,722.139499,725.3668816,524.3674023
"KBTBD2",450.0654834,384.0656119,427.2303989,507.133446,593.8030458,529.0295415
"REL",27.13619683,21.93175672,48.96016144,62.93941392,44.98078591,47.82558837
"OAT",1007.231068,2247.870047,1557.152635,1098.213522,1186.79261,1205.708581
"ESR1",14.98589744,16.69856462,15.74746003,16.62403432,16.7111357,15.05684745
"UBE2D1",14.06243904,16.96453184,16.52134466,14.10801886,15.76461757,13.94995951
"S100A9",221.6974882,64.99687975,1444.608326,246.8987718,310.2165004,451.7326934
"TRIM33",22.1947373,20.05571118,24.00797794,42.22879452,34.53954694,20.49751882
"IMPDH1",168.311834,151.3853273,172.5205462,159.5865057,164.0221251,186.6286453
"NPLOC4",488.6740148,448.8977496,387.4416595,470.7231568,499.2209597,460.1753114
"RNF11",1244.465466,2246.548725,1135.698004,961.1291595,1035.352561,1109.047311
"MBD1",300.5672427,434.2125883,449.6373144,376.8506288,345.0666595,339.5330077
"SAMHD1",138.3753888,140.9929416,183.5625144,199.5319658,129.0178609,169.5337391
"PIK3R3",198.6681262,313.2034317,346.9416595,357.6916595,406.2926465,337.3330927
"YWHAE",2170.858326,2361.783789,1623.990257,1579.335472,1798.926851,1755.691659
"DDOST",216.2335047,364.0715304,420.8628976,285.4490825,258.1174899,247.7333341
"PIGH",74.48785594,123.4434133,137.1883148,114.7804371,81.63068952,77.39232952
"TRIM32",90.87072681,168.5761864,124.725476,116.6724045,140.3091889,83.38883144
"SF3A2",93.10722549,69.21027083,79.99553368,102.1735974,84.23485091,79.65614602
"ASCC2",152.0471022,126.2131129,117.8296335,144.5666661,139.4954709,179.5540892
"ITGA4",12.24926729,12.85704119,10.8303304,13.06954695,12.40607677,13.194678
"PHB",152.4687245,333.6750622,236.071389,203.7338877,211.2120504,216.1501714
"USP25",118.3352993,170.0178899,171.4107009,209.2046463,158.4658405,159.6879279
"CAPN1",227.657829,243.8583382,226.8438796,204.6664259,163.9365536,200.1042248
"ZBTB18",26.78585076,31.68585658,18.04422477,18.53594249,31.19967748,21.22638756
"ARFGEF2",23.74241024,22.85603701,26.75024779,28.87955249,21.61892016,29.8511146
"MED16",316.9232465,221.5225535,199.0862784,202.5542996,152.9325421,207.5687928
"GABARAP",2843.881806,3198.789039,3078.437352,2711.51418,2780.812892,2864.29054
"CDK8",83.53134397,97.14096112,79.17370913,74.56032566,98.21011044,71.07407123
"P4HB",718.9491466,601.2333261,898.573933,637.4833261,703.7361673,765.5527156
"RBL1",18.36615151,13.84093568,17.69488868,17.84724384,16.66728649,14.7158013
"TBCA",1291.691659,1864.395844,1654.583848,1552.951147,1440.527495,1311.433
"PRMT1",367.3502382,722.1127826,479.4373035,415.5881557,479.7541595,453.5139699
"MED6",92.57868988,90.43879386,102.5094132,100.8989555,96.97071586,83.13186433
"TSN",98.69603128,172.6300432,129.0159351,105.9760217,120.8740055,132.7156245
"COL13A1",17.04298251,19.25466581,28.35275457,20.15728087,47.57727369,20.08268576
"RARA",177.0509926,94.95311112,117.2170919,119.9902239,118.8260615,179.2792695
"TDG",88.50596666,94.00460829,122.1380074,142.76934,103.339205,94.9968938
"RPS10",6378.84187,5525.376223,6588.233326,6030.066659,6577.460914,6079.667509
"ANKRD27",212.2138505,356.5249928,264.1866124,271.3818355,334.7109691,307.4992493
"TIMM13",196.2760637,281.1289826,279.3518769,261.186546,221.2263089,194.9277059
"MYH9",285.2228433,166.5741335,291.3386858,304.6590209,254.9312803,336.1443769
"SEC14L4",66.03804015,46.51075759,42.06550313,51.16525573,39.36085547,51.4115436
"ZCCHC6",86.16555289,108.6955798,162.6733169,246.6603087,171.9422698,110.939221
"HDAC5",249.3999988,282.5319161,246.9362337,216.1177587,226.830353,278.888944
"SOCS3",86.1458492,55.81421136,91.82496799,66.0486736,73.16401056,90.00015507
"ABL2",30.89794658,25.78310528,22.28092832,22.90561146,28.28109776,25.78310528
"PAPOLG",67.81826837,120.8186599,77.92866946,97.56390753,112.0683567,90.03491385
"SEPT9",1598.526893,1577.459547,1593.034157,1461.031797,1633.805445,1608.002833
"UBE3A",264.2998434,303.7333261,352.5157465,352.7194827,391.3662136,388.5175115
"SUPT6H",447.3520386,333.8495433,302.6687748,327.2749928,355.8234465,332.3417266
"MRPL20",489.4076587,1152.149993,890.9340689,756.1083261,566.5039636,504.5070642
"ZNF264",197.7264267,159.3616722,200.1301795,210.6777191,257.8982282,231.506635
"DNMT3B",58.23681906,55.30252765,56.58016433,54.79556743,54.18133177,38.8275856
"PIR",142.0473126,150.3238539,204.6348605,106.1599946,104.2338221,138.0753126
"ZNF440",16.24119826,15.66513246,16.0600247,20.64539127,21.01016775,17.17425785
"ZBED1",372.1602668,450.8403441,483.8999928,368.0418838,432.846067,438.7047759
"BTBD1",729.2749928,658.0387137,1028.627794,797.1971766,881.6996428,830.6902105
"NUP85",65.99009298,135.8256727,154.1804028,138.6851268,148.3209244,82.45327289
"TRPC3",26.50067382,21.93597126,19.72882656,27.34500433,24.00412717,24.31871977
"SLC11A2",195.570113,378.2583483,258.015262,309.6385312,373.7430849,234.4540848
"PSMA7",37.0998243,161.2832353,166.9571073,137.7557835,116.64094,105.5264226
"FASLG",25.48782164,21.97888068,17.4928556,18.8896537,20.94043602,22.78542913
"GADD45A",239.2948736,331.4341264,276.7859867,285.702676,282.3012232,149.7622072
"PPFIA2",171.8500044,183.796513,119.874649,141.5605669,186.6849392,154.8398391
"PPCDC",51.81420538,80.95828243,47.9881336,41.00057005,51.21047721,52.97358878
"MCTS1",66.10484534,214.6203535,186.5837174,143.0943906,98.45598326,128.0530093
"PSMA1",368.2383923,937.278979,916.541444,758.468756,633.8166595,545.6856977
"OXCT1",214.7751939,596.0908292,294.7614031,304.9134522,283.1083263,306.4833261
"DDX1",573.8556089,1120.835195,724.31503,780.2656117,782.0243523,823.9284799
"MAP4K3",49.03563197,75.43849528,70.27836886,91.89869247,102.7642088,71.00484174
"MYOZ1",123.3999099,78.39777255,72.18701245,76.96436673,68.21182436,98.07622394
"POLD3",116.1479046,110.1541194,139.401975,135.9983138,130.4037206,112.0329813
"MLH1",236.6916833,301.4756652,305.7581117,312.4869391,263.8014458,229.507974
"PPP4C",198.2552124,209.9812239,271.147675,262.0843664,175.1076816,195.8336035
"MAML1",385.3085595,283.3369104,365.7108445,338.3543605,405.3722337,348.4543384
"SCRN3",29.32225068,32.04823831,29.79724166,24.95313246,29.37165268,27.31965741
"UBA52",3056.170637,3047.639345,3475.423793,2802.953526,2821.004159,2824.576643
"USP13",207.0810772,205.6163115,171.8049485,271.3338179,207.7337281,179.4951359
"BRAP",91.15106009,91.9006663,160.2526141,132.5179976,148.9504042,111.2906152
"CSTF2",115.6067834,150.9181621,110.2762788,125.3862073,147.8601257,140.7257172
"CENPQ",15.52365797,18.77084682,14.75257148,20.53602312,23.05872315,15.22892594
"POP5",211.074751,323.091127,315.4598269,316.0385109,225.0951181,299.5148715
"UQCRC2",157.7814678,685.908361,453.6815251,241.2750067,270.2866946,254.0489323
"PPP2R2A",362.8532086,454.3636445,424.1976294,468.1957748,593.4466652,422.4698805
"SNRPA",222.4012147,306.1083261,329.9792268,300.8942514,296.2221924,261.2177948
"MAGED2",278.3072554,538.8546587,481.0458149,404.2507235,384.702012,369.6392693
"MED17",111.1093448,160.6808178,227.867238,196.4601153,215.5148284,151.2060297
"EGLN3",81.25405813,81.0039863,98.50460071,79.85621573,70.63668927,94.6003704
"CASK",43.75170648,38.35019374,61.15584444,46.06051803,36.80308134,56.57571823
"CLTC",1564.486043,3041.512614,2492.38806,1979.810151,2085.833959,2430.406487
"TKT",289.4277366,480.4623607,546.0623676,359.5249928,394.3569579,557.0546798
"C11orf68",458.3583261,561.9780047,465.9416595,459.8116262,416.1043609,398.8791595
"POLE2",19.72687211,19.61421946,15.66260297,19.59880711,24.516137,19.10542161
"UBC",3953.72268,6185.651676,8933.008409,6516.719687,5102.826051,5785.691659
"NDUFS2",333.9510461,797.3541345,720.122509,476.6668889,599.7155901,463.6687032
"TAOK2",67.69375835,81.15607271,81.54152801,69.08620606,89.8165398,71.88699973
"BYSL",128.9678744,118.3634067,99.35498266,104.2600274,94.67023226,105.8432292
"GMPS",151.0481313,167.2326464,217.8601843,163.3397422,150.9749032,178.3361931
"GADD45G",58.81172049,53.74461637,183.2445415,152.0632993,79.95348296,61.60706828
"RTN4",3801.325035,6909.031326,3923.436469,4433.765019,5714.390177,4867.337666
"ADSL",135.8960804,323.5230812,288.7451887,263.2056945,277.9672753,207.1961917
"MED22",177.8605349,147.7230044,110.3157667,150.1498416,137.105759,140.5333221
"PIAS1",413.0113638,427.0896871,622.7819847,724.1038569,603.078212,586.44423
"PTPN14",35.43282294,29.10242729,32.04120326,29.10494163,31.4687097,30.35292228
"MVK",648.5679972,595.3990052,580.2196664,595.7966161,567.2973472,550.3543562
"CDC14B",306.1406415,216.6252635,275.5666598,239.681396,306.2377908,282.0554773
"DPP8",564.8146657,742.6916595,654.1812747,840.5236569,912.9960863,746.5666595
"EIF3G",512.2029693,523.151531,575.4299065,616.617449,498.8134823,531.4293957
"SPHK1",148.0582818,98.68116801,137.50016,143.056371,100.3062986,105.1361195
"AP4M1",70.90621118,86.48010932,86.21010499,65.48019202,65.71710968,81.38866729
"C8orf33",361.0113498,364.8583261,322.1225827,326.2646237,399.3831306,274.1252237
"BLZF1",12.33875004,14.48582517,11.39033659,13.63125321,12.47509162,12.5684096
"PSTPIP1",105.0228708,72.51549663,89.39889038,104.8917901,79.84885118,102.9873539
"AHSA1",477.446657,812.3166595,786.4817472,544.6431751,644.7958261,701.4553733
"GAS2L1",800.5400694,770.3757174,830.5778556,794.2890916,633.2356964,754.5002147
"SOGA1",157.8723318,115.0788687,84.57912852,126.636071,163.5202161,78.47669153
"GCH1",41.82515765,27.50129988,71.05078219,140.7175335,42.38204085,76.48595456
"UTP14A",53.30770953,81.48710827,80.11574673,73.77800711,47.19931397,46.90514674
"ARF6",132.9420204,150.2320639,199.4295342,178.2437263,169.8702746,138.7664856
"MMP14",211.1314515,166.1475285,211.9648969,208.9572644,205.9024827,195.0543304
"KCNA4",30.01439879,36.30695288,25.49664672,36.48225028,35.96386563,32.46655612
"CALU",200.1050243,215.7979602,262.7075103,218.3085828,234.3136017,267.7265137
"TXNDC9",142.0455501,205.6032412,181.3089036,193.9768395,117.9548825,87.98595084
"GAB2",1030.647394,671.310131,361.1025787,458.806321,879.4564979,615.4807754
"DACH1",34.37510183,56.57988832,42.40869972,25.21742901,26.49350947,23.41955915
"MED4",132.3157746,144.0513106,168.2021245,190.9023124,149.507611,116.3749998
"FLNC",197.0724673,128.538404,147.7685948,171.7586483,171.2034505,222.9229554
"PIGA",34.73916474,21.76966634,32.88331923,46.87163101,67.71658274,38.02794438
"STK39",298.7490797,464.5785523,165.3052573,175.9952773,312.2332537,275.6066643
"DNM1L",95.1012767,304.8967852,149.4744362,167.7241881,186.2910675,135.5389674
"HOXA3",114.2847181,87.73789719,75.25699122,86.37119513,95.11410287,107.3502982
"CBX4",41.29118426,49.22913014,39.53703358,35.04425327,49.39231403,49.03324535
"ABTB2",131.177141,114.7849643,107.1906907,113.0686105,126.0514219,147.8815564
"KCND2",42.4614488,114.4281589,32.53691704,33.2142433,56.32459842,33.68709649
"PGK1",1033.144428,2477.748594,3410.795826,1307.85867,1214.466745,1734.917824
"SETMAR",43.74516164,62.50953943,45.8902803,54.38057097,41.76205216,48.43105633
"PHYH",222.4914428,522.0764593,384.5756306,261.2787281,302.4202379,329.618608
"STAT6",96.18386642,106.7583035,119.119741,128.3335473,94.09396708,120.9166819
"YTHDF1",380.76055,456.7530086,587.315917,519.3051364,550.2745787,509.3042431
"MAFF",587.1294232,140.6359276,1234.117879,739.4022915,1376.453707,1101.960704
"POLR3C",51.2084404,80.7352511,78.24879944,80.78173217,66.93422296,68.65251586
"GNAI2",1359.303463,1037.855053,1366.962867,1284.90447,1109.05238,1218.875043
"TOMM20",1003.696559,2279.608326,1292.754159,1223.609095,1531.250541,890.2456329
"AHCY",179.1730774,313.2478409,276.2698967,194.2498554,170.8649418,138.2451222
"GFPT2",196.6028122,169.9217282,378.3102597,291.8095538,201.9753895,200.9298174
"NDUFB11",488.5088608,848.6764767,717.1746577,564.0499771,549.2757332,526.6580062
"DDX3Y",19.73105982,55.52527504,85.71735575,17.04666974,15.65121647,79.06772711
"CDKN1A",456.9083077,308.3101597,843.1431804,587.540177,500.6250685,753.7279054
"CCNB1",18.2734983,32.72688676,26.09109328,18.787969,20.1448545,22.33769603
"ELL2",63.11482759,44.7931429,54.88322214,45.20378445,52.96856001,55.49089214
"IRS1",92.93023806,119.061279,99.63720307,84.67025018,98.27936538,109.8116078
"ALB",12.3222797,12.65932866,11.31182742,12.89425588,13.47272826,11.85032835
"RAB11B",223.5846252,161.5672304,138.2831676,139.5620396,154.3251099,187.0813441
"HTRA2",135.3004273,184.4125824,174.0283541,137.8552853,158.6082871,164.8331505
"SET",1874.352258,1040.798303,1031.196471,1150.711553,1526.233352,1499.387734
"STX2",266.2951451,215.9029347,286.8764733,297.2860416,411.5435841,329.6027927
"PPIB",859.2803617,1117.663048,1080.846241,1000.913849,823.8276572,986.8583261
"TBC1D17",315.4043461,293.7002435,211.4081061,286.4427649,286.5146959,215.9009986
"ZNF512B",58.62988205,60.70575884,48.74332782,42.80162027,36.3243288,30.42166856
"OCLN",22.21056841,18.63794603,23.03195033,24.33795459,32.34188195,20.10364711
"PNO1",213.7175261,186.2223621,170.40126,129.0941902,178.7382964,191.7032611
"PPARG",31.42365934,34.78381434,33.64555009,31.32646168,38.77590645,25.97581468
"PPP6R3",256.0694932,160.7638957,190.6452146,243.0951295,244.6500033,235.8595078
"ABI1",146.7161521,277.9680809,308.6429568,392.7630751,314.2749928,243.283276
"NIF3L1",182.7189532,298.3724205,250.2127412,189.237983,207.4151064,150.3702322
"BAG3",314.4913086,446.6956941,1168.545826,758.094507,671.8423214,680.7333261
"HLCS",153.1323182,89.85820647,87.73237157,97.38165538,84.35016194,106.8081697
"UBL5",554.2890701,1052.05081,850.3445226,743.2486236,660.0666595,645.3120394
"HRSP12",460.9884563,442.9208261,639.9252416,473.5856732,438.8804856,520.2530897
"ATF7IP",21.93137268,15.55611257,15.64562028,22.29539,22.38315357,17.90721486
"SIAH2",110.2428266,146.2220196,161.6227804,117.0914374,141.0900131,188.5293917
"VCP",330.4938998,292.7749928,304.9518497,360.3638511,294.9226406,265.7588287
"BRPF1",239.0667075,177.5050945,164.7872494,215.4637799,229.8270614,190.5719237
"CEP290",34.80252253,43.70658587,36.16847015,47.36336499,54.4766169,35.25535955
"CNGB1",24.72357357,22.36278975,19.45794282,17.29407952,18.5942281,27.36696741
"HSPA4L",26.50067382,67.23289813,30.88195881,28.87552719,37.87056606,60.7332146
"USP4",401.9304578,602.2523031,493.3875636,463.5464165,457.9833261,444.2815359
"DCP2",182.9265582,290.4469807,273.3184632,379.1579288,359.6782748,266.7348117
"MLF1",91.76211642,129.1196573,165.6117792,151.9195851,140.0534013,82.34330965
"ALPL",174.8639579,80.46698278,112.1400683,211.6839091,126.2450699,162.1163246
"TTLL12",224.5908692,238.9416777,178.3277284,169.7380612,157.6827508,239.0259435
"GART",22.31470885,31.67520837,29.25194927,24.36361537,23.64026101,23.40283796
"NONO",203.9005544,268.5104636,282.6810788,204.9296321,254.2759239,222.7750903
"CTSD",192.7901778,204.653261,228.1375092,194.0279982,223.5685328,205.3540813
"PPIF",351.6916595,407.889043,361.5874928,234.4170123,282.8158305,273.2946106
"NR4A1",238.1500136,159.9401776,211.01367,327.9364893,269.4872947,369.4390674
"KPNA3",136.8793739,215.9935734,286.3080093,238.8632337,261.1083278,214.9185525
"KIAA0100",145.847929,243.2800642,238.4662061,134.700944,163.0207958,140.9439543
"AGO3",238.1500136,268.407996,352.7889478,332.291264,389.0946375,265.9466014
"KDM5C",345.1069441,247.3250786,186.6603112,281.7268781,288.1347693,312.455999
"EIF3M",23.71943981,20.57554279,17.50262232,30.78175805,19.44385205,20.45058428
"SIRT2",1327.165331,902.8999928,518.6846444,669.2715892,883.4082472,1049.467176
"DLAT",87.77135749,158.9586379,101.9231388,92.6173641,90.91282396,92.09804118
"EPM2AIP1",288.2898434,601.750152,407.4132012,542.950998,523.6795039,400.8583261
"SMNDC1",124.0944323,205.0855824,296.5377416,256.0030902,252.5038046,219.1739926
"RABGGTB",128.5964266,172.8270416,178.8565207,193.8073542,215.871646,160.9510698
"ALDH5A1",552.6916595,864.8639173,519.5666595,336.5063785,418.3140059,479.6110272
"GANAB",439.9344606,598.4155889,637.3249974,580.2088737,358.8968975,557.8667842
"PFKM",788.3634715,1734.646838,937.1477164,695.2340773,561.2937795,966.361134
"PRKDC",108.0352716,135.2170984,153.4735826,114.9507458,121.8220638,137.5365051
"MT2A",5709.920826,3490.416753,7955.565939,8465.544977,6980.850212,6839.549316
"CSN2",24.18384403,17.26711512,17.78196581,17.93786208,17.47064095,18.27901008
"WRAP73",40.69690383,64.42558117,58.24196139,56.65631915,63.29762789,64.40699827
"USP20",165.0087788,220.2373284,180.679547,185.6074244,188.7388412,169.9368017
"SIK3",105.2252282,206.2623219,132.2075349,164.1753895,236.0670473,128.3717677
"TMSB4X",6843.103681,6693.221136,7185.869906,6448.717225,6149.654099,5977.198161
"TRIT1",64.85388996,70.02721803,140.7562136,114.0726896,146.6283848,81.996548
"CDC123",292.4234761,475.2743066,396.7481265,350.7432699,386.5111906,260.3860357
"FURIN",293.0865345,222.6846601,236.0845723,234.8782523,271.2375654,316.7665961
"RUVBL1",70.45680986,113.8529262,109.2863045,76.43861736,73.77923922,79.47420851
"NNT",162.3128009,282.4180606,205.1069797,146.9615618,148.305469,187.6808274
"ARMC7",239.775011,224.0086276,180.7785392,237.4294821,214.2335523,258.3502772
"TDO2",17.5126495,18.80451055,15.94370695,16.02650566,16.7770092,17.98627229
"ITCH",51.08709857,51.34338661,43.50993824,43.77019156,54.01353388,46.16832121
"RFC3",14.9326947,15.11086213,16.15988336,16.74040532,18.83068248,15.60557606
"EIF5A",322.8322104,181.3836963,279.8335931,178.7463424,153.1655757,198.25907
"EIF3D",397.2749928,596.6341545,694.6345382,531.5384304,574.1071778,485.8969786
"UBE2C",56.20842236,51.97637631,64.4604941,61.91242235,51.27871957,65.95921645
"RBM48",22.55778063,21.41713827,33.46683549,32.33495931,49.62730709,28.92886026
"PFN1",576.4469182,599.1767725,921.5657406,670.1499928,702.0759416,763.5038365
"PSG1",22.89769812,19.85921665,20.88735303,21.1870259,26.53471536,21.7042813
"TRAF4",315.8123197,194.7886085,199.2775688,179.355897,281.3166596,272.2965227
"SLC1A5",153.3833251,93.30200111,116.8137638,138.2754714,131.0160175,148.4721447
"TMOD1",96.5289913,253.9071084,365.3820783,359.5249928,182.153218,230.3266923
"FANCG",100.1047083,112.5039207,111.9745301,116.9292517,120.8740055,76.872088
"CEP76",19.61574541,27.81047192,25.96555384,23.54428578,31.29935314,20.90425557
"CSRP2",364.3982709,234.0604979,216.948225,422.384165,317.7749928,374.719699
"CSTB",2182.703756,2174.82623,2487.000312,2497.268126,2106.234096,2293.658031
"HSPB1",1061.511194,1033.858326,2201.479021,2170.002167,1545.425513,2347.840385
"RGS16",87.55549543,73.91753312,142.4818336,112.5785402,82.23854018,105.8432292
"SF1",274.3650399,330.6966873,397.3109676,417.7448082,402.6499928,411.0186572
"UBR4",412.2186317,532.1210623,517.6662919,535.132817,536.0026738,500.6031175
"PFAS",117.7206975,157.1829283,111.1390008,92.22837913,92.70558583,84.79721706
"TRIM23",23.14889189,37.31279877,23.89358158,28.24766017,57.12464313,30.47901934
"AIFM1",67.52716768,115.1538784,100.2692702,77.66045345,93.17792496,82.93348884
"RPAP1",202.3172862,166.1923441,191.7942464,136.5976415,163.4100814,182.6106558
"COPS6",314.2268155,701.2602085,550.1441912,404.6570344,403.9057058,432.4979774
"USP21",185.6742094,202.7007897,206.7305702,179.2532375,217.8249653,209.5203242
"TSNAX",154.3362875,309.4058933,280.2740354,371.6097785,340.6218027,171.4962237
"ANXA7",906.3868067,1384.269743,1138.459243,1245.936695,940.42582,783.0985341
"BAZ1B",352.2526378,281.1577068,293.0799324,291.8917006,397.3882434,301.6647478
"TDRD7",158.3823251,173.3620186,222.5383037,241.8892478,207.1933199,158.4756308
"CPPED1",24.53286437,25.76374897,37.67156601,25.08781866,33.79243278,27.07104375
"ABCA5",83.89581874,112.8078958,86.22540378,148.9420307,102.9617251,71.54496778
"UTP20",48.36824716,61.86544571,50.51927527,48.36940959,58.92155727,42.36194165
"KMT2B",255.8647725,194.30546,219.9297087,253.5306943,257.7317521,266.4422266
"TRRAP",46.07583486,60.90290112,66.90645875,50.19729245,47.57727369,57.4392818
"ASB13",236.3027966,296.4268382,191.6678449,245.4485002,243.6820076,184.3544009
"BCL2L1",83.5105498,65.18650253,76.56630079,77.8977296,78.06982104,92.06897759
"SARAF",1008.945186,1991.928072,1976.685469,1735.198831,1703.046188,1498.331118
"FEZ2",499.9732348,958.2317412,904.9833261,842.4055893,1044.563267,725.5641327
"MMRN1",13.29084401,10.33387741,19.14898966,18.93271877,13.85594784,14.45623464
"RBBP4",189.4780344,233.8837243,258.5252732,180.612221,149.4075505,173.9605666
"ACTN4",861.3386503,680.8910003,808.8760736,949.9809838,1052.316659,1015.975618
"NCKAP1",333.9913032,574.7013695,372.7772487,491.807151,408.7058086,438.6850835
"CCSER2",170.5671209,166.7966678,134.3530253,195.2960262,156.9252191,189.0342973
"MED28",58.79160404,66.47371037,81.83527137,59.22026259,45.86923438,59.30227026
"ASB9",17.3856138,17.62439259,14.11211872,15.38994658,15.64955744,15.27779007
"SDHA",575.8399412,1051.831396,830.4441722,653.8706773,730.2664347,637.8453869
"ZNF91",800.0931194,1011.879159,636.3265819,1411.905577,1187.441731,1108.144917
"NAA10",295.7922047,257.0058349,261.634681,269.0760641,252.313906,234.5751265
"RGS3",275.9768862,208.0469206,256.5907019,261.9558735,301.3683768,299.3767474
