"Gene","C9AvgExpr","C9AdjPValue"
"THRA",1.498885173,0.954863684
"AP3S1",7.681995023,0.954904034
"UBE2J1",1.002005896,0.955049371
"FAF2",4.253989074,0.95533473
"DDX58",2.633899247,0.955352969
"PIAS3",2.551475947,0.955352969
"ERBB3",0.532969204,0.955352969
"BCAP31",3.838752413,0.955352969
"CEP170B",5.589262584,0.955352969
"TRPC1",1.241968247,0.955546198
"NCOA3",1.469142574,0.955546198
"DHX9",3.333838246,0.955963343
"PSMC6",4.651092059,0.956328305
"FABP5",4.761710418,0.956356341
"RPL30",6.607003847,0.956356341
"DCTD",2.196345354,0.956557413
"GMPS",1.305452478,0.957069886
"TBP",2.6404881,0.957069886
"NPM1",7.087789226,0.957270188
"F8",3.0312757,0.957270188
"ARHGEF7",3.943817787,0.957270188
"XPNPEP1",3.177248194,0.957561497
"MYO5C",0.796351444,0.957561497
"PPP2R5D",1.051741617,0.957567051
"ALDH7A1",1.390308229,0.957648739
"PPP1CC",4.098827113,0.957648739
"GNG3",4.401412847,0.957648739
"SEC61B",4.144838351,0.957648739
"CTAGE5",1.454355006,0.957648739
"GRK5",2.61886433,0.957648739
"USPL1",1.457360353,0.957648739
"DHX29",1.278939668,0.957682005
"NAA50",2.192677448,0.957682005
"AIMP1",1.105769501,0.957682005
"NPLOC4",3.169685395,0.957682005
"DOCK7",1.845155492,0.957728873
"ATP6V1H",1.092432249,0.958206519
"LZTR1",0.918547215,0.958221532
"RCHY1",0.53989731,0.958634815
"CAPN3",4.039839745,0.958634815
"GAS7",1.123130459,0.958936976
"AKR1C1",1.213669112,0.959204425
"UFC1",3.642994522,0.959204425
"E2F3",3.696146121,0.959204425
"GRWD1",2.303207526,0.959256071
"ARID4A",0.287918909,0.95934985
"TALDO1",4.366384558,0.959437488
"PKD2",0.953688733,0.959897216
"ECHS1",4.823036906,0.960287849
"BBS2",2.707754689,0.960336783
"PLSCR4",2.900181906,0.960875316
"TMEM165",2.297806346,0.960949148
"SORBS2",3.941655426,0.960977304
"ENO2",7.444352555,0.960977304
"ELL2",3.962344685,0.961019687
"SOD1",7.82873484,0.961079593
"GPBP1L1",2.122170298,0.961342477
"PPIG",2.118751232,0.961342477
"HSP90AB1",5.308614855,0.961342477
"XRCC5",2.599963908,0.961377491
"TSG101",5.016677399,0.961456003
"RAD18",0.897333904,0.961641731
"SNRPB2",2.204567664,0.961641731
"PTPRF",1.057034857,0.961641731
"STX2",1.456746098,0.961641731
"ADAM9",2.90125889,0.961641731
"INO80C",3.293652957,0.961665491
"RASSF4",1.772894298,0.962027815
"TIFA",1.102020661,0.962177407
"ARL15",1.750772152,0.962492916
"ZNF24",3.333012039,0.962492916
"SH3GL2",7.099739271,0.962767747
"MRPL20",6.004133694,0.962794058
"SLU7",3.939913614,0.962794058
"NEDD8",5.41311996,0.963259252
"ABCB8",1.689518514,0.963732524
"BCAT1",5.640422904,0.963732524
"ARNT2",2.72093375,0.963732524
"TMSB10",9.118066953,0.96387391
"DIDO1",2.676468167,0.96387391
"TBXA2R",3.389405848,0.963889437
"MLPH",1.765653406,0.963889437
"EWSR1",3.907501578,0.964061279
"USP28",4.818648108,0.964061766
"SF3B6",2.449539368,0.964283606
"XPC",2.055872925,0.964289613
"MFN2",3.715062942,0.964639613
"DVL2",2.518818079,0.964655443
"FLNC",1.287554852,0.964945
"SNAPC1",1.511886995,0.965478166
"SETMAR",0.958499593,0.965518306
"CASK",1.214057188,0.965518306
"MYO1C",4.453759737,0.965585384
"CSNK2A2",3.080982049,0.965585384
"RAB14",2.033300451,0.965585384
"SF3B3",3.310460608,0.965610509
"UBLCP1",2.73428379,0.966125586
"PSMC5",4.052727484,0.966134458
"EIF3L",7.320849775,0.966134458
"FARSB",5.607913362,0.966213666
"NACAP1",6.46251884,0.966213666
"ATP6V1B2",3.810898787,0.966213666
"TET3",1.029976549,0.966213666
"ATP6V0C",5.787734979,0.966213666
"CDK5",3.309738112,0.966213666
"RBM48",0.273028761,0.966213666
"PIM1",3.026249163,0.966213666
"PRDX4",1.036080255,0.966226494
"LAGE3",4.015526167,0.966226494
"HIP1",1.173085726,0.966226494
"SRSF7",3.825616942,0.96636619
"SNRPD2",4.326319089,0.96636619
"TUBGCP3",0.85382403,0.966366973
"ACOX1",1.587178467,0.966797764
"ALAS1",2.914346733,0.966797764
"RNF11",6.357971586,0.966797764
"SNX11",5.186820072,0.966797764
"HIVEP3",2.471402549,0.966797764
"ZNF593",1.392093212,0.966797764
"MAP1LC3A",3.634263101,0.966797764
"ARAF",0.290005016,0.966912552
"CREBBP",3.492028944,0.966912552
"RPA1",3.857139509,0.967001844
"MRI1",3.02990512,0.967235266
"TUFM",5.100719209,0.967235266
"ACOT8",0.757999952,0.967243723
"IKBKAP",1.511552501,0.967271924
"PAF1",0.863379715,0.967271924
"ZEB2",1.143941587,0.967499769
"RCN2",4.266209846,0.967714605
"POLI",1.047358097,0.967714605
"MLLT10",1.275093692,0.967767416
"CSNK2B",2.809640336,0.967814547
"SH3BGRL3",2.807770254,0.967879981
"DDOST",4.813095896,0.968078699
"TAB2",2.099121477,0.968078699
"YTHDF3",5.618983388,0.968078699
"CBLB",2.961050272,0.968114234
"ECT2",1.631003161,0.968902631
"GIPC1",4.519274321,0.968920881
"PARP1",3.557318076,0.969047251
"RPL38",7.464002784,0.969064912
"SLC35A3",0.831988074,0.969064912
"FAM103A1",3.687080275,0.969173837
"TWIST1",0.717337045,0.969323726
"MAPK7",2.3272991,0.969363202
"ACAD9",2.727581837,0.970089671
"SLC25A17",2.77100513,0.970264767
"TGS1",1.166611318,0.970300578
"CACNA1C",3.507802083,0.970300578
"PDE4A",2.542876606,0.970312125
"DENND4A",0.780075395,0.970338913
"CD44",1.674060433,0.970563165
"ANKRD27",3.836860709,0.97098157
"SFXN3",1.454165887,0.97098157
"SUZ12",2.680421819,0.971664675
"DLG1",0.983383314,0.972025772
"RAB5C",1.276951253,0.972025772
"HSPB1",5.024176332,0.972467126
"OFD1",3.936819684,0.972562627
"TOMM34",3.577145979,0.972694974
"FOXN3",0.543858582,0.972694974
"MVK",4.914208171,0.972694974
"VMA21",5.254677169,0.972694974
"MRPL23",1.753377367,0.972694974
"MAPRE3",2.607376278,0.972694974
"SENP7",0.987695623,0.972694974
"PRNP",8.440047612,0.972694974
"UFM1",0.246667655,0.972694974
"ATM",0.591359801,0.972694974
"NRG2",2.644168873,0.972694974
"PELI3",4.745011002,0.972712522
"EMC1",1.261351536,0.972780689
"BRAP",3.299877247,0.973077138
"PPP2R2D",2.948070695,0.973371267
"TXN2",4.606091115,0.973409064
"PRDX1",4.865278401,0.973525418
"RPL19",5.463184889,0.973525418
"YARS",5.899587818,0.973525418
"CDKN2B",0.259131853,0.973525418
"RLIM",3.615786672,0.973878833
"PAN2",1.634602905,0.974029605
"ELAC2",2.931865849,0.974275954
"MRPS11",1.986954068,0.974295471
"ATXN1",2.957745181,0.974382944
"SYT4",6.955718635,0.974570406
"SUMO3",6.073279362,0.974570406
"SEPHS2",4.81459257,0.974570406
"MMP14",2.702174371,0.974928776
"MAPK3",4.753492247,0.974928776
"CSTB",4.977558086,0.975006111
"RGL1",5.30738764,0.975006111
"CAPNS1",3.786366885,0.975033862
"RXRB",3.220560643,0.975346278
"GPRIN2",3.277120956,0.975386971
"YOD1",2.589171049,0.975386971
"TMEM11",2.248176647,0.975557386
"MRPS7",2.037310867,0.976066961
"MIA3",1.253587134,0.976066961
"TRAPPC2L",1.410091611,0.976066961
"SH3RF1",1.418530939,0.976100946
"MAGED2",4.68529794,0.976568966
"CNOT8",0.751125714,0.976860885
"MTHFD2",6.186140245,0.976860885
"PNO1",6.094962829,0.976860885
"KLHDC3",1.213866727,0.976860885
"TNPO3",2.684154489,0.976860885
"TRA2B",6.198736005,0.976860885
"DPP8",4.611241056,0.976860885
"METTL9",4.064607769,0.976860885
"FEN1",2.365770482,0.976860885
"MRFAP1",8.476037717,0.976860885
"GAPDH",5.120209332,0.976860885
"CCDC33",1.85462902,0.9769008
"BCLAF1",3.971185963,0.977637037
"SURF4",2.924306658,0.977715016
"POT1",1.801533514,0.977715016
"ADD1",7.501055176,0.977754755
"CELSR2",3.398501911,0.977754755
"HNRNPK",3.180345789,0.97778161
"ABI2",4.752500621,0.978172435
"SWAP70",0.225875568,0.979105751
"RBM12",0.482437445,0.979266965
"POLH",0.233027674,0.979352128
"BANF1",0.982940349,0.979383171
"EIF3D",0.76678227,0.979406473
"CBL",3.038538481,0.979443503
"NINL",2.666413101,0.979443503
"RFC3",1.356235387,0.979529325
"MED12",2.469725547,0.979565986
"TGOLN2",0.760163751,0.979664756
"CSAD",0.408713951,0.979670038
"TXNL4B",0.978641997,0.979775779
"ZNF264",1.116240573,0.979775779
"CGGBP1",2.00672546,0.98007878
"PDLIM2",3.092138969,0.980308619
"CDK2",0.413095429,0.980308619
"SEPT9",7.323778245,0.980308619
"RAB24",2.377497081,0.980359263
"CRCP",3.734622312,0.980383276
"TCERG1",3.311916174,0.98051831
"EIF3F",0.701476368,0.980805816
"CCDC14",2.738439304,0.980880315
"LAMA4",0.669357257,0.980899195
"SRSF6",3.241904774,0.980915215
"PTBP3",3.015360654,0.981012067
"PTPN12",1.223643248,0.981012067
"CAMK2B",0.835006511,0.981012067
"CWF19L2",3.841828428,0.981062585
"TKT",3.705881193,0.981062585
"HLA-C",4.324511025,0.981144825
"CBX4",5.454315667,0.981144825
"PAPSS1",4.141978122,0.981166557
"YIPF3",2.431632704,0.981726851
"LRCH3",0.395208492,0.981885114
"BAZ2B",4.328458959,0.982020697
"RAP2A",2.031394093,0.982287253
"ELP3",5.748125352,0.982299239
"ERC2",1.311980994,0.982299239
"TCEA2",2.393361442,0.982386378
"PAXIP1",0.734691062,0.982391147
"SAP30BP",2.0081705,0.982557184
"UBE2E2",4.898525825,0.982634506
"TPM3",2.289397213,0.982634506
"MAT2B",1.616941646,0.982634506
"ABCA5",1.977360106,0.982634506
"ASB13",4.52146649,0.982634506
"CENPU",0.829755302,0.983030144
"USP7",3.871956304,0.98341042
"HDAC11",4.159546381,0.98341042
"DDX24",5.534717861,0.983470717
"ATP8B1",4.886260444,0.983955942
"FIBP",3.392662749,0.983988185
"CDC34",2.169219561,0.983988185
"CTSK",0.769931172,0.98409211
"KCTD10",3.934828731,0.984125127
"HRAS",0.880695614,0.984125127
"MED30",2.164794179,0.984125127
"PFN1",0.813187949,0.984128524
"TAF4",0.800219075,0.984213557
"KDM5C",1.164941658,0.984213557
"HDAC3",2.402861747,0.984247721
"KAT8",3.232157642,0.984313649
"GOLGA4",2.544765606,0.98433141
"SUFU",2.169987853,0.984524386
"SFTPB",2.825203542,0.984954047
"FRAT1",1.568028834,0.984963403
"PRDX5",3.720812835,0.985255931
"UBE2Z",3.55582894,0.985311585
"MYL6",6.377079092,0.985380147
"LPCAT4",0.791731566,0.9854025
"ZNF135",3.625823894,0.985403809
"MARK4",6.524175454,0.985403809
"DNAJB1",3.096943814,0.985445286
"GNE",0.434746353,0.985681284
"PDCL",4.215801865,0.985774873
"SURF1",4.454852345,0.985783647
"MRPL40",1.711932799,0.985783647
"DDX42",4.180248955,0.985783647
"GRN",2.552909209,0.985783647
"RPS24",6.113432218,0.985934759
"TRAF3IP1",2.472126206,0.985934759
"SRXN1",4.069687164,0.985934759
"TMEM38B",0.944646514,0.985934759
"A1BG",0.281729556,0.985934759
"MYL6B",3.297863843,0.986095173
"UBE4B",4.625266275,0.986602697
"CNOT4",3.4782294,0.986843296
"MED8",3.757934764,0.987322119
"COL13A1",0.402667961,0.987322119
"HK1",5.013954182,0.987322119
"PNMA2",5.892354061,0.987324185
"CXorf56",2.465391372,0.9874721
"MAPRE1",3.562634418,0.987521543
"MRFAP1L1",1.031329183,0.987538536
"RNF8",1.641717869,0.987618983
"KCNIP2",0.857074787,0.98787004
"DEDD",2.566474914,0.987885452
"SAV1",2.435160865,0.987924564
"EEF1A2",2.514118022,0.987924564
"HAUS7",1.402846015,0.987955983
"PRR13",2.690099141,0.987955983
"SRP14",7.677599097,0.988126399
"GTF2A1",2.458206938,0.988689916
"RAD21",4.807263866,0.988868881
"CLCN6",4.243948425,0.98897192
"IRAK2",2.794182059,0.98897192
"RPIA",1.218279487,0.98897192
"AGPAT4",1.044777634,0.98897192
"ANXA11",5.252221046,0.98897192
"AHCYL2",3.322338305,0.98897192
"KRAS",4.777140246,0.98897192
"LRIF1",0.60003858,0.98897192
"BHLHE40",2.886399056,0.98897192
"PSMF1",1.332424493,0.98897192
"SMURF2",1.910171678,0.989123797
"LEF1",1.742130031,0.989178031
"RB1",5.225076414,0.989683223
"KLF3",0.916811434,0.989787366
"MGAT4B",3.972749515,0.989852112
"SUPT5H",2.913016652,0.989861707
"PSMD11",1.30394284,0.98994141
"ASB8",2.491477846,0.98994141
"WRN",0.665550491,0.98994141
"HNMT",0.815016252,0.990037867
"COMMD1",2.462559166,0.990037867
"AP2M1",2.371102368,0.990037867
"HSD17B14",1.506225667,0.990037867
"SDCBP",5.87348387,0.990037867
"OAZ3",0.868803851,0.990037867
"DAPP1",1.37393964,0.990037867
"ILF2",0.620544889,0.990037867
"CYLD",2.903531356,0.990037867
"GPI",5.43093312,0.990037867
"RPN1",3.436963715,0.990037867
"XPA",2.803469794,0.990037867
"SCYL3",1.116764572,0.990037867
"TMSB4X",9.228028993,0.990337231
"EIF4ENIF1",2.580176915,0.990432441
"PIN1",5.559826271,0.990484412
"COPS3",4.029192238,0.990588858
"MYL12A",2.432959307,0.991078322
"DUSP7",1.077492608,0.991126684
"MLLT3",1.242427415,0.991126684
"ZC3H13",2.543992756,0.991140482
"PTCD3",1.26566141,0.991509915
"EZR",1.537627264,0.991530088
"NFX1",4.208346558,0.991655792
"TNIK",2.629112667,0.991856414
"H2AFX",2.824237751,0.992081736
"GRPEL1",4.032172132,0.992413966
"TOP1",2.673086805,0.992414863
"PAK4",1.906038874,0.992992557
"GART",0.606296283,0.993402776
"DDX5",2.089308807,0.993540695
"RAB9A",1.638772304,0.993543132
"MYSM1",0.497416121,0.993543132
"PIK3R1",3.379319032,0.993543132
"GP6",1.684818507,0.993543132
"KATNB1",5.363062635,0.993543132
"HM13",2.967546636,0.993545807
"SKP2",1.270730841,0.993883002
"HADHA",4.882691012,0.99422014
"NKRF",2.755084895,0.994269556
"NUDC",4.391440208,0.994269556
"THBS1",0.783868294,0.994269556
"PUF60",4.291985077,0.994274228
"TCEAL1",2.129820532,0.994284435
"LRRC47",4.708178623,0.994500334
"SRSF10",0.331697549,0.994500334
"CNOT3",1.357638372,0.994651235
"ATF2",4.800171877,0.99475797
"CASP9",3.396562599,0.99475797
"BZRAP1",1.647456477,0.994836002
"TRIM5",0.624968908,0.994933707
"NCOA6",3.130032989,0.994933707
"SNW1",5.226296317,0.995199518
"ERC1",1.874559959,0.995210359
"RNPS1",6.454667122,0.995971118
"CYP2E1",1.387309811,0.995998658
"SF3B2",0.435244056,0.996071126
"SCRN3",1.936912875,0.997529156
"LATS1",1.707708092,0.997780393
"STAG2",0.484291962,0.998103322
"C1orf123",3.050249726,0.998146052
"UBA52",7.89501313,0.998146052
"CPSF6",2.166181188,0.998146052
"PPP6R1",2.743786214,0.998253575
"ATP13A2",2.412573593,0.998253575
"CHCHD2",5.901351852,0.998253575
"MTCL1",1.588956121,0.998383932
"PPIF",2.647356099,0.998383932
"BEND7",1.982844023,0.998383932
"EGLN3",0.460777186,0.998539894
"CIAO1",3.646025587,0.998585471
"CCDC90B",3.934599834,0.998585471
"TXNDC17",3.466940113,0.999249566
"PRKACA",4.639740981,0.999249566
"RPL24",8.200959582,0.999275739
"SIRT2",4.11324586,0.999493518
"LIG4",3.342177897,0.999493518
"SMNDC1",3.635608948,0.999554448
"CALR",0.938542306,0.999554448
"EML2",2.967689786,0.999855531
