"","SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","Cell.type.x","Cell.type.y","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","Matching.Attribute.1","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared.name","Stress","TopologicalCoefficient","C9","VCP"
"133",126790,"false",3.83877321,0.00024654,NA,NA,NA,0.26049989,0,"false",2,6,"false","PRKAB2","PRKAB2","PRKAB2",140.5,2,0,0,0.71612268,"false",0,"PRKAB2",36692,0.50727273,FALSE,FALSE
"134",126791,"false",4.16657288,0,NA,NA,NA,0.2400054,0,"false",1,8,"false","PTCD3","PTCD3","PTCD3",4,1,0,0,0.68334271,"false",0,"PTCD3",0,0,FALSE,FALSE
"135",126792,"false",3.81472222,0,NA,NA,NA,0.26214229,0,"false",1,5,"false","FKBP8","FKBP8","FKBP8",74,1,0,0,0.43705556,"false",0,"FKBP8",0,0,FALSE,FALSE
"136",126793,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","DKFZp547I014","DKFZp547I014",NA,NA,NA,NA,NA,"false",NA,"DKFZp547I014",NA,NA,FALSE,FALSE
"137",126794,"false",4.04727068,0,NA,NA,NA,0.24708009,0,"false",1,8,"false","DCD","DCD","DCD",60,1,0,0,0.69527293,"false",0,"DCD",0,0,FALSE,FALSE
"138",126795,"false",3.44777778,7.863e-05,NA,NA,NA,0.29004189,0,"false",2,4,"false","VAPA","VAPA","VAPA",190.5,2,0,0,0.51044444,"false",0,"VAPA",15668,0.51216216,FALSE,FALSE
"139",126796,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","SERINC3","SERINC3",NA,NA,NA,NA,NA,"false",NA,"SERINC3",NA,NA,FALSE,FALSE
"140",126797,"false",3.55055556,7.81e-06,NA,NA,NA,0.28164606,0,"false",3,5,"false","TMBIM4","TMBIM4","TMBIM4",27.66666667,3,0,0,0.48988889,"false",0,"TMBIM4",826,0.34188034,FALSE,FALSE
"141",126798,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","NEK6","NEK6",NA,NA,NA,NA,NA,"false",NA,"NEK6",NA,NA,FALSE,FALSE
"142",126799,"false",3.38222222,0.00020679,NA,NA,NA,0.2956636,0,"false",5,4,"false","ITGB1","ITGB1","ITGB1",68.8,5,0,0,0.52355556,"false",0,"ITGB1",28834,0.22302632,FALSE,FALSE
"143",126800,"false",3.62070906,0.00080599,NA,NA,NA,0.276189,0,"false",5,7,"false","MCC","MCC","MCC",73.4,5,0,0,0.73792909,"false",0,"MCC",204394,0.21169591,FALSE,FALSE
"144",126801,"false",3.61705121,0.00036691,NA,NA,NA,0.2764683,0,"false",5,6,"false","TK1","TK1","TK1",78.2,5,0,0,0.73829488,"false",0,"TK1",70562,0.21504178,FALSE,FALSE
"145",126802,"false",NA,NA,"","Neurons","",NA,NA,"false",NA,NA,"","","FBXL2","FBXL2",NA,NA,NA,NA,NA,"false",NA,"FBXL2",NA,NA,FALSE,FALSE
"146",126803,"false",3.64969049,0.00221095,NA,NA,NA,0.27399584,0.04444444,"false",12,6,"false","YWHAG","YWHAG","YWHAG",55.4,12,0,2,0.73503095,"false",0,"YWHAG",445324,0.11839827,FALSE,FALSE
"147",126804,"true",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","VAPB","VAPB",NA,NA,NA,NA,NA,"false",NA,"VAPB",NA,NA,FALSE,FALSE
"148",126805,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","PATJ","PATJ",NA,NA,NA,NA,NA,"false",NA,"PATJ",NA,NA,TRUE,FALSE
"149",126806,"false",3.83833333,0,NA,NA,NA,0.26052974,0,"false",1,5,"false","PRKCA","PRKCA","PRKCA",38,1,0,0,0.43233333,"false",0,"PRKCA",0,0,FALSE,FALSE
"150",126807,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","WDR47","WDR47",NA,NA,NA,NA,NA,"false",NA,"WDR47",NA,NA,FALSE,FALSE
"151",126808,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","BMP7","BMP7",NA,NA,NA,NA,NA,"false",NA,"BMP7",NA,NA,FALSE,FALSE
"152",126809,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","VPS37B","VPS37B",NA,NA,NA,NA,NA,"false",NA,"VPS37B",NA,NA,FALSE,FALSE
"153",126810,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","AURKA","AURKA",NA,NA,NA,NA,NA,"false",NA,"AURKA",NA,NA,FALSE,FALSE
"154",126811,"false",3.59333333,0,NA,NA,NA,0.27829314,1,"false",2,5,"false","ESR1","ESR1","ESR1",62.5,2,0,0,0.48133333,"false",0,"ESR1",0,0.51652893,FALSE,FALSE
"155",126812,"false",3.97720878,0,NA,NA,NA,0.25143261,0,"false",2,6,"false","HIC1","HIC1","HIC1",85,2,0,1,0.70227912,"false",0,"HIC1",0,0,FALSE,FALSE
"156",126813,"false",3.52305556,0.00014312,NA,NA,NA,0.28384452,0,"false",2,4,"false","MAP3K14","MAP3K14","MAP3K14",230.5,2,0,0,0.49538889,"false",0,"MAP3K14",43686,0.51457399,FALSE,FALSE
"157",126814,"false",3.77658976,0.00049319,NA,NA,NA,0.26478915,0,"false",5,6,"false","NUDT21","NUDT21","NUDT21",53.75,5,0,1,0.72234102,"false",0,"NUDT21",206134,0.25985222,FALSE,FALSE
"158",126815,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","PELO","PELO",NA,NA,NA,NA,NA,"false",NA,"PELO",NA,NA,FALSE,FALSE
"159",126816,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","PTPRCAP","PTPRCAP","PTPRCAP",292,1,0,0,0.72563309,"false",0,"PTPRCAP",0,0,FALSE,FALSE
"160",126817,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","FSBP","FSBP",NA,NA,NA,NA,NA,"false",NA,"FSBP",NA,NA,FALSE,FALSE
"161",126818,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","AKAP9","AKAP9",NA,NA,NA,NA,NA,"false",NA,"AKAP9",NA,NA,FALSE,FALSE
"162",126819,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","INO80E","INO80E",NA,NA,NA,NA,NA,"false",NA,"INO80E",NA,NA,FALSE,FALSE
"163",126820,"false",3.81204277,0.0008757,"Neurons","Neurons","Neurons",0.26232654,0,"false",6,6,"false","PIN1","PIN1","PIN1",30.2,6,0,1,0.71879572,"false",0,"PIN1",134686,0.20857143,FALSE,FALSE
"164",126821,"false",3.93978616,5.569e-05,NA,NA,NA,0.25382088,0,"false",3,6,"false","PML","PML","PML",72,3,0,1,0.70602138,"false",0,"PML",15088,0.51449275,FALSE,FALSE
"165",126822,"false",4.01828925,0,NA,NA,NA,0.24886212,0,"false",1,6,"false","KRT15","KRT15","KRT15",102,1,0,0,0.69817107,"false",0,"KRT15",0,0,FALSE,FALSE
"166",126823,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CLASP2","CLASP2",NA,NA,NA,NA,NA,"false",NA,"CLASP2",NA,NA,TRUE,FALSE
"167",126824,"false",3.80557119,0.00169109,NA,NA,NA,0.26277264,0,"false",5,6,"false","AKT1","AKT1","AKT1",43.8,5,0,0,0.71944288,"false",0,"AKT1",695416,0.20980392,FALSE,FALSE
"168",126825,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","NEU1","NEU1","NEU1",311,1,0,0,0.47105556,"false",0,"NEU1",0,0,FALSE,FALSE
"169",126826,"false",3.36416667,1.071e-05,NA,NA,NA,0.29725043,0,"false",4,4,"false","PRKACA","PRKACA","PRKACA",41,4,0,0,0.52716667,"false",0,"PRKACA",2630,0.27586207,FALSE,FALSE
"170",126827,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","S100B","S100B",NA,NA,NA,NA,NA,"false",NA,"S100B",NA,NA,FALSE,FALSE
"171",126828,"false",3.26666667,0.00016483,NA,NA,NA,0.30612245,0,"false",3,4,"false","CDC2","CDC2","CDC2",148,3,0,0,0.54666667,"false",0,"CDC2",36556,0.34916865,FALSE,FALSE
"172",126829,"false",3.53055556,7.955e-05,NA,NA,NA,0.28324154,0,"false",2,5,"false","MED31","MED31","MED31",87.5,2,0,0,0.49388889,"false",0,"MED31",5402,0.50290698,FALSE,FALSE
"173",126830,"false",3.41555556,0.00028385,NA,NA,NA,0.29277814,0,"false",4,4,"false","SIN3A","SIN3A","SIN3A",103.25,4,0,0,0.51688889,"false",0,"SIN3A",46936,0.26767016,FALSE,FALSE
"174",126831,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","MAX","MAX",NA,NA,NA,NA,NA,"false",NA,"MAX",NA,NA,FALSE,FALSE
"175",126832,"false",3.28416667,0.00070708,NA,NA,NA,0.30449125,0.1,"false",5,4,"false","CSNK2B","CSNK2B","CSNK2B",112,5,0,0,0.54316667,"false",0,"CSNK2B",104768,0.21800391,FALSE,FALSE
"176",126833,"false",3.35138889,0.00027166,NA,NA,NA,0.29838375,0,"false",5,4,"false","SRC","SRC","SRC",78.8,5,0,0,0.52972222,"false",0,"SRC",32934,0.22485549,FALSE,FALSE
"177",126834,"false",3.19833333,0.00065178,NA,NA,NA,0.31266285,0.33333333,"false",3,4,"false","GADD45G","GADD45G","GADD45G",274.33333333,3,0,0,0.56033333,"false",0,"GADD45G",150358,0.35816993,FALSE,FALSE
"178",126835,"false",NA,NA,"","Microglia","",NA,NA,"false",NA,NA,"","","HLA-DPB1","HLA-DPB1",NA,NA,NA,NA,NA,"false",NA,"HLA-DPB1",NA,NA,FALSE,FALSE
"179",126836,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","HLA-DPA1","HLA-DPA1",NA,NA,NA,NA,NA,"false",NA,"HLA-DPA1",NA,NA,FALSE,FALSE
"180",126837,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","HLA-DQB1","HLA-DQB1",NA,NA,NA,NA,NA,"false",NA,"HLA-DQB1",NA,NA,FALSE,FALSE
"181",126838,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","FIP1L1","FIP1L1",NA,NA,NA,NA,NA,"false",NA,"FIP1L1",NA,NA,FALSE,FALSE
"182",126839,"false",4.18711311,0,NA,NA,NA,0.23882804,0,"false",1,8,"false","BGLAP","BGLAP","BGLAP",5,1,0,0,0.68128869,"false",0,"BGLAP",0,0,FALSE,FALSE
"183",126840,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CD1D","CD1D",NA,NA,NA,NA,NA,"false",NA,"CD1D",NA,NA,FALSE,FALSE
"184",126841,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","ZNF24","ZNF24","ZNF24",311,1,0,0,0.47105556,"false",0,"ZNF24",0,0,FALSE,FALSE
"185",126842,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","SPIB","SPIB",NA,NA,NA,NA,NA,"false",NA,"SPIB",NA,NA,FALSE,FALSE
"186",126843,"false",3.48833333,0.00015221,NA,NA,NA,0.28666985,0.16666667,"false",4,4,"false","ACTA1","ACTA1","ACTA1",81.75,4,0,0,0.50233333,"false",0,"ACTA1",23736,0.26993355,FALSE,FALSE
"187",126844,"false",3.64944444,7.7e-06,"Neurons","Neurons","Neurons",0.27401431,0,"false",2,5,"false","KCND2","KCND2","KCND2",54.5,2,0,0,0.47011111,"false",0,"KCND2",732,0.50471698,FALSE,FALSE
"188",126845,"false",3.75222222,0,NA,NA,NA,0.26650874,1,"false",2,5,"false","STAT5A","STAT5A","STAT5A",57.5,2,0,0,0.44955556,"false",0,"STAT5A",0,0.51339286,FALSE,FALSE
"189",126846,"false",3.91694444,0,NA,NA,NA,0.25530104,0,"false",1,5,"false","SFTPB","SFTPB","SFTPB",17,1,0,0,0.41661111,"false",0,"SFTPB",0,0,FALSE,FALSE
"190",126847,"false",3.50361111,8.341e-05,NA,NA,NA,0.2854198,0,"false",2,4,"false","TGIF1","TGIF1","TGIF1",205.5,2,0,0,0.49927778,"false",0,"TGIF1",24254,0.51903553,FALSE,FALSE
"191",126848,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","ACCN3","ACCN3",NA,NA,NA,NA,NA,"false",NA,"ACCN3",NA,NA,FALSE,FALSE
"192",126849,"false",3.94822735,0.00061823,NA,NA,NA,0.25327822,0,"false",3,6,"false","SVIL","SVIL","SVIL",39,3,0,0,0.70517727,"false",0,"SVIL",127364,0.34234234,FALSE,FALSE
"193",126850,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","ASIC2","ASIC2",NA,NA,NA,NA,NA,"false",NA,"ASIC2",NA,NA,FALSE,FALSE
"194",126851,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","ASIC1","ASIC1",NA,NA,NA,NA,NA,"false",NA,"ASIC1",NA,NA,FALSE,FALSE
"195",126852,"false",2.74833333,0.00445475,NA,NA,NA,0.36385688,0.09881423,"true",23,4,"false","ABL1","ABL1","ABL1",68.04347826,23,0,0,0.65033333,"false",0,"ABL1",635934,0.06220858,FALSE,FALSE
"196",126853,"false",3.82638889,0,"Oligodendrocytes","Oligodendrocytes","Oligodendrocytes",0.26134301,0,"false",1,5,"false","CDH1","CDH1","CDH1",47,1,0,0,0.43472222,"false",0,"CDH1",0,0,FALSE,FALSE
"197",126854,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","ERBIN","ERBIN",NA,NA,NA,NA,NA,"false",NA,"ERBIN",NA,NA,FALSE,FALSE
"198",126855,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","NOLC1","NOLC1",NA,NA,NA,NA,NA,"false",NA,"NOLC1",NA,NA,FALSE,FALSE
"199",126856,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CCNE2","CCNE2",NA,NA,NA,NA,NA,"false",NA,"CCNE2",NA,NA,FALSE,FALSE
"200",126857,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CDKN3","CDKN3",NA,NA,NA,NA,NA,"false",NA,"CDKN3",NA,NA,FALSE,FALSE
"201",126858,"false",3.59904333,0.0009056,NA,NA,NA,0.27785161,0.33333333,"false",3,8,"false","CDKN1A","CDKN1A","CDKN1A",185,3,0,0,0.74009567,"false",0,"CDKN1A",576366,0.35927367,FALSE,FALSE
"202",126859,"false",3.72228475,0,NA,NA,NA,0.2686522,0,"false",1,8,"false","RAD18","RAD18","RAD18",239,1,0,0,0.72777153,"false",0,"RAD18",0,0,FALSE,FALSE
"203",126860,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","MAGI2","MAGI2",NA,NA,NA,NA,NA,"false",NA,"MAGI2",NA,NA,FALSE,TRUE
"204",126861,"false",2.94991559,0.00737239,NA,NA,NA,0.33899275,0,"true",31,5,"false","DRG1","DRG1","DRG1",21.72413793,31,0,2,0.80500844,"false",0,"DRG1",1376598,0.04887768,FALSE,FALSE
"205",126862,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CAB39","CAB39",NA,NA,NA,NA,NA,"false",NA,"CAB39",NA,NA,FALSE,FALSE
"206",126863,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","PFKFB2","PFKFB2",NA,NA,NA,NA,NA,"false",NA,"PFKFB2",NA,NA,FALSE,FALSE
"207",126864,"false",3.03666667,0.00082334,NA,NA,NA,0.32930845,0.04545455,"false",12,4,"false","CSNK2A1","CSNK2A1","CSNK2A1",73.33333333,12,0,0,0.59266667,"false",0,"CSNK2A1",142852,0.11205128,FALSE,FALSE
"208",126865,"false",4.0523354,0,NA,NA,NA,0.24677128,0,"false",2,8,"false","ZNF91","ZNF91","ZNF91",63,2,0,1,0.69476646,"false",0,"ZNF91",0,0,FALSE,FALSE
"209",126866,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","C5AR2","C5AR2",NA,NA,NA,NA,NA,"false",NA,"C5AR2",NA,NA,FALSE,FALSE
"210",126867,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CTSL","CTSL",NA,NA,NA,NA,NA,"false",NA,"CTSL",NA,NA,FALSE,FALSE
"211",126868,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","XRN2","XRN2","XRN2",292,1,0,0,0.72563309,"false",0,"XRN2",0,0,FALSE,FALSE
"212",126869,"false",5.0931345,0,NA,NA,NA,0.19634274,0,"false",1,8,"false","TRIM28","TRIM28","TRIM28",4,1,0,0,0.59068655,"false",0,"TRIM28",0,0,FALSE,FALSE
"213",126870,"false",3.78972222,0,NA,NA,NA,0.26387158,0,"false",1,5,"false","NF2","NF2","NF2",38,1,0,0,0.44205556,"false",0,"NF2",0,0,FALSE,FALSE
"214",126871,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","PDPK1","PDPK1",NA,NA,NA,NA,NA,"false",NA,"PDPK1",NA,NA,FALSE,FALSE
"215",126872,"false",4.45441756,0,NA,NA,NA,0.22449624,0,"false",2,8,"false","AFDN","AFDN","AFDN",19,2,0,1,0.65455824,"false",0,"AFDN",0,0,FALSE,FALSE
"216",126873,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","BMP5","BMP5",NA,NA,NA,NA,NA,"false",NA,"BMP5",NA,NA,FALSE,FALSE
"217",126874,"false",4.02110298,2.201e-05,NA,NA,NA,0.24868799,0,"false",2,6,"false","SPI1","SPI1","SPI1",18.5,2,0,0,0.6978897,"false",0,"SPI1",2350,0.51470588,FALSE,FALSE
"218",126875,"false",4.62099043,0,NA,NA,NA,0.21640382,0,"false",1,8,"false","CD44","CD44","CD44",31,1,0,0,0.63790096,"false",0,"CD44",0,0,FALSE,FALSE
"219",126876,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","EGR1","EGR1",NA,NA,NA,NA,NA,"false",NA,"EGR1",NA,NA,FALSE,FALSE
"220",126877,"false",3.74676421,0.00038057,NA,NA,NA,0.26689697,0,"false",4,6,"false","PRKAB1","PRKAB1","PRKAB1",72,4,0,0,0.72532358,"false",0,"PRKAB1",92490,0.26792453,FALSE,FALSE
"221",126878,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","RUNX2","RUNX2",NA,NA,NA,NA,NA,"false",NA,"RUNX2",NA,NA,FALSE,FALSE
"222",126879,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","CHMP1B","CHMP1B",NA,NA,NA,NA,NA,"false",NA,"CHMP1B",NA,NA,FALSE,FALSE
"223",126880,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","HAUS2","HAUS2",NA,NA,NA,NA,NA,"false",NA,"HAUS2",NA,NA,TRUE,FALSE
"224",126881,"false",3.82305556,0,"Neurons","Neurons","Neurons",0.26157088,0,"false",2,5,"false","FXYD6","FXYD6","FXYD6",52,2,0,1,0.43538889,"false",0,"FXYD6",0,0,FALSE,FALSE
"225",126882,"false",3.80722222,0,NA,NA,NA,0.26265869,0,"false",1,5,"false","HSF1","HSF1","HSF1",70,1,0,0,0.43855556,"false",0,"HSF1",0,0,FALSE,FALSE
"226",126883,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","SLC12A9","SLC12A9",NA,NA,NA,NA,NA,"false",NA,"SLC12A9",NA,NA,FALSE,FALSE
"227",126884,"true",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CST3","CST3",NA,NA,NA,NA,NA,"false",NA,"CST3",NA,NA,FALSE,FALSE
"228",126885,"false",4.00759707,0.00020134,NA,NA,NA,0.24952608,0,"false",2,7,"false","IL1F5","IL1F5","IL1F5",110,2,0,0,0.69924029,"false",0,"IL1F5",48878,0.50230415,FALSE,FALSE
"229",126886,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","NUDT18","NUDT18",NA,NA,NA,NA,NA,"false",NA,"NUDT18",NA,NA,FALSE,FALSE
"230",126887,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","HLA-DMB","HLA-DMB",NA,NA,NA,NA,NA,"false",NA,"HLA-DMB",NA,NA,FALSE,FALSE
"231",126888,"false",3.70583333,0,NA,NA,NA,0.26984484,0,"false",1,5,"false","TOMM34","TOMM34","TOMM34",210,1,0,0,0.45883333,"false",0,"TOMM34",0,0,FALSE,FALSE
"232",126889,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","ABCA1","ABCA1",NA,NA,NA,NA,NA,"false",NA,"ABCA1",NA,NA,FALSE,TRUE
"233",126890,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","UBR2","UBR2",NA,NA,NA,NA,NA,"false",NA,"UBR2",NA,NA,FALSE,FALSE
"234",126891,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","KCNJ12","KCNJ12",NA,NA,NA,NA,NA,"false",NA,"KCNJ12",NA,NA,FALSE,FALSE
"235",126892,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","SYNM","SYNM",NA,NA,NA,NA,NA,"false",NA,"SYNM",NA,NA,FALSE,FALSE
"236",126893,"false",4.55346089,0,NA,NA,NA,0.21961317,0,"false",1,8,"false","SNTB1","SNTB1","SNTB1",54,1,0,0,0.64465391,"false",0,"SNTB1",0,0,FALSE,FALSE
"237",126894,"false",3.96679797,0.00032765,"Endothelial","Endothelial","Endothelial",0.2520925,0,"false",2,8,"false","UTRN","UTRN","UTRN",55,2,0,0,0.7033202,"false",0,"UTRN",94158,0.5,FALSE,FALSE
"238",126895,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","NOG","NOG",NA,NA,NA,NA,NA,"false",NA,"NOG",NA,NA,TRUE,FALSE
"239",126896,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","BMP4","BMP4",NA,NA,NA,NA,NA,"false",NA,"BMP4",NA,NA,FALSE,FALSE
"240",126897,"false",2.96944444,0.0045986,NA,NA,NA,0.33676333,0.11111111,"false",10,4,"false","EP300","EP300","EP300",112.8,10,0,0,0.60611111,"false",0,"EP300",461466,0.11682243,FALSE,FALSE
"241",126898,"false",3.52555556,6.322e-05,NA,NA,NA,0.28364324,0,"false",2,4,"false","POLR2C","POLR2C","POLR2C",208.5,2,0,0,0.49488889,"false",0,"POLR2C",29768,0.52664975,FALSE,FALSE
"242",126899,"false",3.47611111,0,NA,NA,NA,0.2876778,0,"false",1,5,"false","BAZ1B","BAZ1B","BAZ1B",282,1,0,0,0.50477778,"false",0,"BAZ1B",0,0,FALSE,FALSE
"243",126900,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","RELB","RELB",NA,NA,NA,NA,NA,"false",NA,"RELB",NA,NA,FALSE,FALSE
"244",126901,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","FGFBP1","FGFBP1",NA,NA,NA,NA,NA,"false",NA,"FGFBP1",NA,NA,FALSE,FALSE
"245",126902,"false",4.07709623,0,NA,NA,NA,0.2452726,0,"false",2,6,"false","FIBP","FIBP","FIBP",55,2,0,1,0.69229038,"false",0,"FIBP",0,0,FALSE,FALSE
"246",126903,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","HOMER3","HOMER3",NA,NA,NA,NA,NA,"false",NA,"HOMER3",NA,NA,FALSE,FALSE
"247",126904,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","FOXO1","FOXO1",NA,NA,NA,NA,NA,"false",NA,"FOXO1",NA,NA,FALSE,FALSE
"248",126905,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","RPS6KA1","RPS6KA1",NA,NA,NA,NA,NA,"false",NA,"RPS6KA1",NA,NA,FALSE,FALSE
"249",126906,"false",3.76392797,0.00190408,NA,NA,NA,0.2656799,0,"false",3,6,"false","HSPA9","HSPA9","HSPA9",125,3,0,0,0.7236072,"false",0,"HSPA9",148362,0.33787466,FALSE,FALSE
"250",126907,"false",3.87972222,0,NA,NA,NA,0.25775041,0,"false",1,5,"false","PRSS23","PRSS23","PRSS23",65,1,0,0,0.42405556,"false",0,"PRSS23",0,0,FALSE,TRUE
"251",126908,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","DMA","DMA",NA,NA,NA,NA,NA,"false",NA,"DMA",NA,NA,FALSE,FALSE
"252",126909,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","PTGES2","PTGES2",NA,NA,NA,NA,NA,"false",NA,"PTGES2",NA,NA,FALSE,FALSE
"253",126910,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","RPS6KA5","RPS6KA5",NA,NA,NA,NA,NA,"false",NA,"RPS6KA5",NA,NA,FALSE,FALSE
"254",126911,"false",3.97608329,0.00016633,NA,NA,NA,0.25150379,0,"false",5,6,"false","MED23","MED23","MED23",37.66666667,5,0,1,0.70239167,"false",0,"MED23",110742,0.34920635,FALSE,FALSE
"255",126912,"false",3.75222222,0,NA,NA,NA,0.26650874,0,"false",1,5,"false","SMARCC1","SMARCC1","SMARCC1",137,1,0,0,0.44955556,"false",0,"SMARCC1",0,0,FALSE,FALSE
"256",126913,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","ELK1","ELK1",NA,NA,NA,NA,NA,"false",NA,"ELK1",NA,NA,FALSE,FALSE
"257",126914,"false",3.39722222,0.00011626,NA,NA,NA,0.29435814,0.1,"false",5,4,"false","SMAD3","SMAD3","SMAD3",63.6,5,0,0,0.52055556,"false",0,"SMAD3",16000,0.21875,FALSE,FALSE
"258",126915,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CEBPG","CEBPG",NA,NA,NA,NA,NA,"false",NA,"CEBPG",NA,NA,FALSE,FALSE
"259",126916,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CCL3","CCL3",NA,NA,NA,NA,NA,"false",NA,"CCL3",NA,NA,FALSE,FALSE
"260",126917,"false",NA,NA,"","Neurons","",NA,NA,"false",NA,NA,"","","LRRC7","LRRC7",NA,NA,NA,NA,NA,"false",NA,"LRRC7",NA,NA,FALSE,FALSE
"261",126918,"false",3.39888889,0.00016417,"Neurons","Neurons","Neurons",0.2942138,0,"false",3,4,"false","PHYHIP","PHYHIP","PHYHIP",142.66666667,3,0,0,0.52022222,"false",0,"PHYHIP",24448,0.34301856,FALSE,FALSE
"262",126919,"false",4.0585256,0,NA,NA,NA,0.2463949,0,"false",2,6,"false","SRGAP3","SRGAP3","SRGAP3",35,2,0,1,0.69414744,"false",0,"SRGAP3",0,0,FALSE,FALSE
"263",126920,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","NOVA1","NOVA1",NA,NA,NA,NA,NA,"false",NA,"NOVA1",NA,NA,FALSE,FALSE
"264",126921,"false",3.61638889,2.115e-05,NA,NA,NA,0.27651893,0,"false",2,5,"false","PEX14","PEX14","PEX14",65,2,0,0,0.47672222,"false",0,"PEX14",2134,0.50793651,FALSE,FALSE
"265",126922,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","SMARCC2","SMARCC2",NA,NA,NA,NA,NA,"false",NA,"SMARCC2",NA,NA,TRUE,FALSE
"266",126923,"false",3.52305556,0.00014312,NA,NA,NA,0.28384452,0,"false",2,4,"false","DARS","DARS","DARS",230.5,2,0,0,0.49538889,"false",0,"DARS",43686,0.51457399,FALSE,FALSE
