Entity 1	Entity 2	Weight	Network group	Networks
NDUFB3	ATP5C1	0.088311036	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Gysin-McMahon-2012, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
NDUFA1	NDUFB2	0.087612851	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Innocenti-Brown-2011, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5J	NDUFA1	0.087199766	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Gysin-McMahon-2012, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB6	NDUFA4	0.087150161	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Gysin-McMahon-2012, Innocenti-Brown-2011, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX7B	NDUFA4	0.086572061	Co-expression	"[Chen-Brown-2002, Gysin-McMahon-2012, Innocenti-Brown-2011, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX6C	NDUFB3	0.086459215	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
ATP6V1B2	ATP6V1C1	0.086330601	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX6C	ATP5I	0.085207437	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Innocenti-Brown-2011, Kang-Willman-2010, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5A1	ATP5G3	0.085114683	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
NDUFB5	COX7A2L	0.085049768	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Burington-Shaughnessy-2008, Gysin-McMahon-2012, Kang-Willman-2010, Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP6V1E1	ATP6V1D	0.084959031	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wang-Maris-2006]"
ATP5I	NDUFA4	0.084917576	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013]"
ATP5J	ATP5I	0.084707347	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Innocenti-Brown-2011, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCRC1	NDUFS7	0.084577652	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Burington-Shaughnessy-2008, Cheok-Evans-2003, Innocenti-Brown-2011, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFA7	NDUFA1	0.084495587	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Gysin-McMahon-2012, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFA7	NDUFB7	0.084228976	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002, Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFS4	ATP5O	0.084201836	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Innocenti-Brown-2011, Rieger-Chu-2004, Wang-Maris-2006, Wu-Garvey-2007]"
ATP5A1	SERBP1	0.084192718	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Cheok-Evans-2003, Rieger-Chu-2004, Wang-Maris-2006]"
UQCRH	ATP5H	0.084157323	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Innocenti-Brown-2011, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
UQCR11	NDUFA13	0.083589501	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Gysin-McMahon-2012, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
COX6B1	NDUFB7	0.083585968	Co-expression	"[Cheok-Evans-2003, Kang-Willman-2010, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Wang-Maris-2006, Wu-Garvey-2007]"
COX17	ATP5H	0.083116422	Co-expression	"[Cheok-Evans-2003, Innocenti-Brown-2011, Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
COX6C	COX7C	0.082892304	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Innocenti-Brown-2011, Kang-Willman-2010, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFA13	COX5B	0.082873174	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX6B1	UQCRB	0.082320835	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX7A2	COX6B1	0.082257218	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Kang-Willman-2010, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFA2	UQCR11	0.081472052	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Mallon-McKay-2013, Rieger-Chu-2004, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFB1	NDUFB8	0.081457741	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Cheok-Evans-2003, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX6B1	ATP5C1	0.081166794	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFB3	UQCRB	0.081055664	Co-expression	"[Bild-Nevins-2006 B, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX6C	ATP5G3	0.080996138	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Chen-Brown-2002, Cheok-Evans-2003, Ramaswamy-Golub-2001, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006]"
UQCRH	NDUFA1	0.080912987	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Bild-Nevins-2006 B, Gysin-McMahon-2012, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX7A2	COX17	0.080726539	Co-expression	"[Bild-Nevins-2006 B, Gysin-McMahon-2012, Rieger-Chu-2004, Smirnov-Cheung-2009, Wang-Maris-2006]"
ATP5H	NDUFA2	0.08062765	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002, Cheok-Evans-2003, Innocenti-Brown-2011, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
COX6B1	ATP5O	0.0804927	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Kang-Willman-2010, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
COX7A2L	ATP5L	0.080484812	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Cheok-Evans-2003, Gysin-McMahon-2012, Kang-Willman-2010]"
NDUFV1	NDUFS7	0.080115946	Co-expression	"[Burington-Shaughnessy-2008, Innocenti-Brown-2011, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
COX6C	NDUFA4	0.079927943	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Gysin-McMahon-2012, Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFC1	ATP5I	0.079012301	Co-expression	"[Cheok-Evans-2003, Gysin-McMahon-2012, Innocenti-Brown-2011, Salaverria-Siebert-2011, Wang-Maris-2006]"
ATP5G1	NDUFA7	0.07887623	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Chen-Brown-2002, Rieger-Chu-2004, Roth-Zlotnik-2006, Wang-Maris-2006, Wu-Garvey-2007]"
ATP5H	COX5B	0.078750717	Co-expression	"[Burington-Shaughnessy-2008, Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006]"
ATP6V0C	ATP6V0B	0.078631623	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Innocenti-Brown-2011, Kang-Willman-2010, Mallon-McKay-2013, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Wang-Maris-2006]"
NDUFB6	ATP5L	0.077520255	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Burington-Shaughnessy-2008, Gysin-McMahon-2012, Innocenti-Brown-2011, Mallon-McKay-2013]"
ATP5G1	NDUFS8	0.077515191	Co-expression	"[Bild-Nevins-2006 B, Chen-Brown-2002, Kang-Willman-2010, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX7C	ATP5L	0.077346721	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Kang-Willman-2010, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
ATP5J2	UQCR11	0.077141671	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Gysin-McMahon-2012, Ramaswamy-Golub-2001, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFA1	ATP5J2	0.077141248	Co-expression	"[Bahr-Bowler-2013, Bild-Nevins-2006 B, Chen-Brown-2002, Gysin-McMahon-2012, Ramaswamy-Golub-2001, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB5	UQCRC2	0.076950723	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Chen-Brown-2002, Mallon-McKay-2013, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX7C	UQCR11	0.076931324	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Gysin-McMahon-2012, Innocenti-Brown-2011, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
UQCRH	ATP5G3	0.076901376	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Cheok-Evans-2003, Gysin-McMahon-2012, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX7C	COX4I1	0.076892793	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Cheok-Evans-2003, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX4I1	UQCR11	0.076673618	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
UQCRC1	NDUFV1	0.076586187	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Cheok-Evans-2003, Innocenti-Brown-2011, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFS3	COX5B	0.076563519	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Cheok-Evans-2003, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5I	COX6A1	0.076500167	Co-expression	"[Bahr-Bowler-2013, Gysin-McMahon-2012, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
UQCR11	NDUFA4	0.076434426	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5J	NDUFB1	0.076393606	Co-expression	"[Chen-Brown-2002, Cheok-Evans-2003, Gysin-McMahon-2012, Innocenti-Brown-2011, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
ATP5G1	ATP5J2	0.076198953	Co-expression	"[Bahr-Bowler-2013, Chen-Brown-2002, Kang-Willman-2010, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5G3	ATP5H	0.076178785	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Rieger-Chu-2004, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFB5	UQCRB	0.076130931	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Chen-Brown-2002, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFC1	COX5B	0.076059401	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Mallon-McKay-2013, Rieger-Chu-2004, Smirnov-Cheung-2009, Wu-Garvey-2007]"
NDUFAB1	ATP5I	0.075816234	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wang-Maris-2006]"
ATP5G1	ATP5O	0.075389314	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Cheok-Evans-2003, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006]"
COX7C	NDUFA4	0.07532631	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Innocenti-Brown-2011, Kang-Willman-2010, Mallon-McKay-2013, Ramaswamy-Golub-2001, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB3	NDUFB1	0.075135012	Co-expression	"[Cheok-Evans-2003, Innocenti-Brown-2011, Kang-Willman-2010, Mallon-McKay-2013, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
UQCRH	COX5B	0.074840935	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Cheok-Evans-2003, Innocenti-Brown-2011, Roth-Zlotnik-2006, Wang-Maris-2006]"
COX6C	NDUFS4	0.074579093	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Gysin-McMahon-2012, Rieger-Chu-2004, Wang-Maris-2006, Wu-Garvey-2007]"
COX17	NDUFA1	0.074560088	Co-expression	"[Bild-Nevins-2006 B, Innocenti-Brown-2011, Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFAB1	NDUFS6	0.074558301	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Innocenti-Brown-2011, Kang-Willman-2010, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFA7	NDUFA13	0.074030701	Co-expression	"[Bahr-Bowler-2013, Chen-Brown-2002, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFS3	COX5A	0.074005343	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wang-Maris-2006, Wu-Garvey-2007]"
COX6C	NDUFC1	0.073987882	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Innocenti-Brown-2011, Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Wu-Garvey-2007]"
UQCR11	NDUFB9	0.073877078	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFB3	ATP5G3	0.073790866	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Kang-Willman-2010, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006]"
ATP5G1	UQCRQ	0.073710983	Co-expression	"[Bahr-Bowler-2013, Chen-Brown-2002, Cheok-Evans-2003, Kang-Willman-2010, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
ATP5J2	COX7B	0.073550235	Co-expression	"[Chen-Brown-2002, Gysin-McMahon-2012, Innocenti-Brown-2011, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFS4	COX7C	0.073525609	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Gysin-McMahon-2012, Wang-Maris-2006]"
NDUFB5	ATP5L	0.073363264	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Burington-Shaughnessy-2008, Gysin-McMahon-2012, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006]"
NDUFS4	UQCRB	0.073229465	Co-expression	"[Bahr-Bowler-2013, Chen-Brown-2002, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFS6	COX17	0.07298045	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Cheok-Evans-2003, Gysin-McMahon-2012, Mallon-McKay-2013, Smirnov-Cheung-2009]"
NDUFA2	COX7B	0.072824871	Co-expression	"[Bahr-Bowler-2013, Cheok-Evans-2003, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
UQCRQ	ATP5J2	0.072646129	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Gysin-McMahon-2012, Kang-Willman-2010, Ramaswamy-Golub-2001, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCRQ	COX6C	0.072623683	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Cheok-Evans-2003, Kang-Willman-2010, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFAB1	ATP5G1	0.072204525	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Burington-Shaughnessy-2008, Cheok-Evans-2003, Gysin-McMahon-2012, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFA7	COX5B	0.071633413	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Mallon-McKay-2013, Roth-Zlotnik-2006, Wu-Garvey-2007]"
NDUFB7	COX5B	0.071622098	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Rieger-Chu-2004, Wang-Maris-2006, Wu-Garvey-2007]"
UQCRC2	NDUFA6	0.07150526	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
NDUFAB1	NDUFC1	0.071427924	Co-expression	"[Bahr-Bowler-2013, Bild-Nevins-2006 B, Cheok-Evans-2003, Kang-Willman-2010, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wang-Maris-2006, Wu-Garvey-2007]"
ATP5J	SDHB	0.071408512	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Chen-Brown-2002, Innocenti-Brown-2011, Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRH	COX5A	0.071406785	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Gysin-McMahon-2012, Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wu-Garvey-2007]"
COX5A	COX4I1	0.071287524	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Cheok-Evans-2003, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006, Wang-Maris-2006]"
NDUFS7	COX5B	0.07114557	Co-expression	"[Burington-Shaughnessy-2008, Gysin-McMahon-2012, Smirnov-Cheung-2009, Wang-Maris-2006]"
UQCRFS1	NDUFV2	0.071089834	Co-expression	"[Burington-Shaughnessy-2008, Gysin-McMahon-2012, Mallon-McKay-2013, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCR10	NDUFB2	0.071075677	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX6B1	ATP5L	0.071055422	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX5A	COX7B	0.070878714	Co-expression	"[Bahr-Bowler-2013, Bild-Nevins-2006 B, Innocenti-Brown-2011, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFB3	ATP5J2	0.070808596	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013, Ramaswamy-Golub-2001, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFS6	COX5B	0.070789959	Co-expression	"[Burington-Shaughnessy-2008, Innocenti-Brown-2011, Kang-Willman-2010, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
COX8A	NDUFA1	0.070719763	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX7A2	NDUFB1	0.070591596	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX6B1	NDUFA4	0.070504223	Co-expression	"[Bahr-Bowler-2013, Chen-Brown-2002, Kang-Willman-2010, Mallon-McKay-2013, Smirnov-Cheung-2009]"
ATP5J	NDUFB5	0.070401419	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Innocenti-Brown-2011, Mallon-McKay-2013, Roth-Zlotnik-2006, Wang-Maris-2006, Wu-Garvey-2007]"
COX7A2	COX5B	0.070366879	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Ramaswamy-Golub-2001, Rieger-Chu-2004, Wang-Maris-2006]"
NDUFB5	ATP5G3	0.069867932	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Bild-Nevins-2006 B, Chen-Brown-2002, Innocenti-Brown-2011, Kang-Willman-2010, Roth-Zlotnik-2006]"
NDUFA9	NDUFS6	0.069815533	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Innocenti-Brown-2011, Kang-Willman-2010, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5H	NDUFB1	0.069796942	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Innocenti-Brown-2011, Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
NDUFS1	ATP5G3	0.069776756	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Ramaswamy-Golub-2001, Salaverria-Siebert-2011, Wang-Maris-2006]"
ATP5G1	COX7B	0.069691978	Co-expression	"[Chen-Brown-2002, Mallon-McKay-2013, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wang-Maris-2006]"
COX8A	UQCRQ	0.069528363	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Kang-Willman-2010, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5G1	COX5B	0.069494837	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Kang-Willman-2010, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
NDUFA7	COX17	0.069372334	Co-expression	"[Bild-Nevins-2006 B, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB1	ATP5L	0.069297634	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5F1	ATP5L	0.069190983	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013, Perou-Botstein-1999, Salaverria-Siebert-2011, Wu-Garvey-2007]"
UQCRB	NDUFB8	0.068966916	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX7C	NDUFA6	0.068966425	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Innocenti-Brown-2011, Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX5B	COX6A1	0.068761956	Co-expression	"[Bahr-Bowler-2013, Gysin-McMahon-2012, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX5B	NDUFB8	0.068660681	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Rieger-Chu-2004, Wu-Garvey-2007]"
NDUFC1	UQCR10	0.068410641	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Gysin-McMahon-2012, Innocenti-Brown-2011, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFA13	NDUFA11	0.068081493	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
SDHB	ATP5G3	0.068070855	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Rieger-Chu-2004, Wu-Garvey-2007]"
