Genes,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
CDK2AP1,66.18208852,95.03016485,99.70508842,82.03016485,85.66652848,82.41140655,67.03940387,123.6665285
COASY,9.642442289,11.00869328,9.814208038,11.53186553,8.152259937,6.902581373,8.125300887,8.652263264
ZEB2,1.523177708,2.693050397,2.309630124,1.878302614,1.979830928,2.299768223,4.536869908,1.905573533
PDZD7,1.523177708,1.628030894,1.456704251,1.144566111,1.359896419,1.370675352,1.347016835,1.667234081
RP11-109M19.1,1.322395386,1.344432073,1.492587686,1.661045576,1.010069695,1.510009133,1.064680888,1.699745374
SLC2A8,3.999219629,3.999219629,3.629408446,4.614043164,5.313432129,3.8261809,3.043188956,4.268428714
RCN2,18.16589824,23.24802588,25.53442966,23.37117552,25.68165338,15.56302476,13.77087224,16.12119325
KCNJ2,7.575333075,3.860233437,4.98413427,3.276695408,3.415164152,5.15120061,5.903683197,3.913779048
CDKN1C,1.806008905,2.880187943,2.347455762,2.283947674,1.574823675,2.347455762,2.789969784,2.688088585
SARNP,5.080000076,6.90737273,4.744888206,7.143672288,5.563193006,4.473932368,4.295256312,4.310785535
POLI,1.842116127,1.965951959,1.979830928,2.41922995,1.979830928,2.198998733,1.94016384,1.979830928
GRB14,1.154062298,1.124195368,1.560296105,1.271712594,1.604216505,1.160469361,1.556578286,1.219787814
SPG21,20.92640427,23.58863196,30.20937441,22.2842182,20.15288052,33.05750318,33.94452371,28.28689655
MLLT10,1.979830928,1.735744826,1.806200469,2.31410644,3.209655813,4.099630448,2.300667099,2.347704758
CSNK2B,5.662781965,9.32607036,8.315151543,10.87178852,8.62129724,9.27481596,6.07288793,3.084804594
SH3BGRL3,8.667883125,8.796680156,9.299521513,8.878125456,8.158147647,3.655362982,5.021669414,5.198170602
NUCB2,3.513528999,2.783966817,1.728337486,4.12456678,2.909391872,2.118249,2.641093354,2.113943378
RBFOX2,31.9530945,10.40686764,9.867750553,12.50574827,10.70317872,11.23515128,14.61592565,9.962453308
MICU1,19.96470851,23.2496772,16.21292099,21.18040671,19.75251324,18.49240685,12.5930767,19.32555769
PCMTD1,16.44149031,5.534954842,6.848430624,6.848430624,6.848430624,7.361602435,6.848430624,5.688710326
GRIP1,6.084423311,6.332584235,6.895922949,6.728698967,7.756892678,4.372298721,5.626276317,6.084423311
TTPAL,3.438055657,2.295705426,2.537084415,3.665700087,3.681380556,2.773836903,2.353044755,3.038786653
GRIPAP1,11.64744335,15.10672373,13.35670369,14.08966724,12.5930767,10.23588078,14.1388206,12.5930767
DDOST,33.14346754,34.28131616,36.0450805,33.74489107,32.74769359,21.13482064,21.97079289,16.18655367
TAB2,4.510646095,4.957751246,4.510646095,4.266566775,4.510646095,2.766594686,4.510646095,4.266566775
YTHDF3,59.53401723,63.79239305,45.09869198,51.30289212,56.00639218,37.41440488,36.42092185,45.57561939
CBLB,10.10097629,11.23515128,10.69766258,6.343862275,7.628443225,4.62513239,7.542271486,7.628443225
UBE2B,17.06774436,24.93995972,22.41832308,18.12482237,28.1197204,17.08227438,23.33822484,28.17357986
TMEM64,1.739643537,2.353044755,1.922507032,2.394615478,1.798229135,2.226582238,1.897040458,1.596152969
DNER,82.54192234,119.3189442,85.75269661,67.47634334,114.7411584,76.84726541,45.75743757,67.30289212
BC065766,1.282916649,1.277762816,1.621628038,1.470230079,1.368761545,1.200373377,1.282916649,1.17080715
PROSC,6.735315944,9.156222551,8.560052168,8.67486051,8.878125456,8.224368281,9.156013216,8.499204839
SLC45A1,35.31631788,33.80847515,29.30296659,34.08867696,47.66838007,18.5213961,17.41880724,23.65494283
C6orf57,2.127051461,2.251495581,1.979830928,2.097749996,2.585607219,1.587893468,1.818129687,1.592791519
AMBRA1,12.93249891,12.78752115,11.38076605,11.54012317,13.43172146,9.910310712,9.973684402,8.604623296
SPG7,14.77385857,15.92089086,13.25613901,18.68919571,17.32670483,10.40237459,11.76179792,14.77385857
RP3-428L16.2,34.1866332,16.09564458,20.17241675,21.50845837,15.92398721,10.74322816,8.640279697,13.90757815
PEBP1,93.4847103,127.557921,119.6478301,106.8578373,133.0646648,56.12140381,73.51698983,65.71912468
GRAPL,1.555521804,1.721136062,1.589186314,1.726487704,1.979830928,2.33099637,3.5587021,2.315212293
DPH3,6.025405367,4.68007879,4.230931513,8.19572066,8.722828975,3.386370732,5.512842332,7.200188576
BLM,3.333503835,10.48480235,3.87132058,5.336491403,7.404335285,3.76727126,4.657426827,5.991899602
ECT2,4.546054989,2.821267725,3.043188956,3.684082792,2.872883071,2.628316335,2.452561321,2.892390406
GIPC1,25.33208192,23.12295304,25.32234934,22.03469514,23.82911087,23.03461378,19.99613706,20.1097801
POMP,49.80607982,86.21198303,74.76911061,96.81191716,68.36043578,52.15363598,50.63688786,53.01000858
ANKRD13B,5.662781965,4.310183476,5.662781965,6.019812836,6.462957982,5.527018443,3.937545527,8.399217519
WBP4,2.706718478,1.442939396,1.847754505,1.784755454,3.107142796,1.217808397,1.357374396,1.076803938
STS,4.559216802,3.566737011,3.794339186,6.558962288,5.926083599,3.592990128,5.466307708,4.461462233
NOL10,13.94691966,10.46773205,11.64744335,17.88338818,13.13910796,8.539715389,9.157380611,10.94328325
PARP1,11.41475872,14.06473536,10.90335041,14.81996931,15.73200821,8.288484868,11.94031747,8.031641186
ZBTB41,8.935931138,7.756787871,9.814208038,7.814123931,10.28342171,8.23650253,5.830889798,11.5664059
RPL38,122.2467074,210.9431971,209.9392558,233.9186045,165.1474165,163.101668,184.7386861,167.2328677
XRCC2,14.48851787,15.10672373,23.79005033,8.421276039,7.901566981,35.75743782,21.39123878,15.56730886
ARPP19,28.66660297,29.68731631,42.84434802,22.95566799,31.80492719,22.29010728,15.33304768,22.09618107
SSU72,50.40286516,56.41252656,54.66925719,66.94059301,57.89206332,42.89314891,39.46531587,52.39380121
CCDC181,8.360684111,4.090765806,4.773083256,4.773083256,6.930662715,3.684361052,3.865283558,2.842142208
SSR1,4.527469715,3.535754891,3.284056208,3.237891324,4.4197501,3.364959386,2.639890618,2.780665903
NEO1,5.469928151,9.626576654,6.141340573,5.596102802,8.271822427,6.54407698,7.68177963,6.54407698
FAM103A1,17.34407158,17.39934564,10.56003397,18.92044183,16.29138276,7.521195064,10.69424995,7.876476833
KIAA1524,1.205558572,1.090946904,1.847754505,1.138816663,1.449543882,1.170482918,1.124680166,1.023707532
PURA,16.39400424,22.21623593,23.3766875,11.18205946,22.17642782,20.10593822,13.07149951,34.71198327
STIL,1.428096074,1.584373607,1.084734562,1.334835437,1.18683517,1.354861443,1.652708834,1.226702762
TXNRD1,16.62697303,17.23664465,16.15335094,15.88510783,16.51782414,17.44558972,16.32681358,16.88531236
KDM4C,2.261848827,2.315076468,2.778628682,1.861537754,2.556080744,1.370675352,2.261848827,1.854155564
TWIST1,2.049611598,1.202669157,2.383446156,1.982949021,2.118040185,1.436318137,1.25219271,1.395893904
TRMT6,6.966568219,5.936381483,5.448881529,6.546181943,4.362848337,3.592990128,3.969313879,4.277545657
PPM1N,3.513528999,3.513528999,3.513528999,4.314974871,3.513528999,3.513528999,2.415639665,3.115303138
SSH1,1.811186246,2.783966817,1.586015635,1.366161873,1.580210175,1.985568213,1.366677702,1.441022134
MAPK7,5.007578774,3.907031301,4.875832122,5.8778432,6.49358184,5.465626105,3.890381949,4.714738393
MPP3,42.69570992,38.52424371,27.30313299,41.18105136,24.31829127,24.32655958,14.67959273,24.12293302
SBSPON,6.835166861,3.293064828,6.257707061,2.625703631,3.585410858,4.776506176,3.671027094,3.502902515
GTSE1,16.16786743,13.30976033,14.08543078,11.23515128,10.93557705,23.03461378,21.97886123,18.70277167
ZNF106,3.993735186,4.761910743,7.207405031,4.46146515,5.553017583,4.79228464,5.082939602,5.080491722
TOPORS-AS1,2.05636197,2.786304988,2.668361333,2.36958968,2.121731094,1.688687908,1.830667592,2.136203772
TBC1D31,3.242360933,1.982785894,2.138752052,2.12584743,4.059766909,2.288421626,2.485963844,3.734242784
OSTM1,4.094352331,3.230850924,2.299768223,1.657763076,2.759595973,2.284290868,2.070316651,2.008731813
CFDP1,3.043188956,3.887131663,4.988873979,3.629408446,3.629408446,2.764546572,3.280455771,4.913696162
NALCN,8.360684111,8.530374847,8.984440663,8.530374847,12.36770697,7.787141747,4.133962103,8.788939944
MYCBP2,70.69589116,81.02707585,83.19888361,79.50804042,92.72319259,68.41558804,73.16478031,61.80419257
FMNL2,19.26470006,19.89312014,35.39380145,14.7337905,19.6794355,32.02230933,37.34990051,29.30160181
SZRD1,8.360684111,7.244052553,9.489216063,8.914271185,8.878125456,10.44098287,9.162143903,7.990787468
ACAD9,6.14083785,6.018334827,6.851095168,7.492471405,8.203891632,5.72136604,6.918041439,6.467687552
ZNF701,1.826120214,1.999848556,2.024298353,2.176677365,1.672882651,2.001173106,2.770252379,2.447557435
BTG3,1.549700757,1.969545061,1.470230079,1.470230079,1.106663149,1.800129751,1.451476958,1.266485089
C2orf69,6.734414272,3.999219629,5.559820541,4.905606021,4.413503099,4.318704659,3.051907145,4.413503099
DNAJA3,43.23285142,44.95194588,45.57561939,56.84834666,55.09976294,44.75401612,38.53908539,47.29488757
MIEF1,8.207617366,10.16353863,11.70463542,8.751069412,8.878125456,8.878125456,5.617387536,9.56048026
TBC1D15,8.945314915,8.211603911,6.155860834,11.52442124,9.70764841,5.729961286,4.807227919,16.20444398
ADAP1,42.01103248,34.25041023,41.62478984,33.71960095,40.73066055,30.4648528,42.21482835,30.27915391
SLC25A17,5.738475345,9.829424106,7.156029576,8.180933704,8.980257067,5.397612058,3.568556242,7.156029576
MRPS6,11.56086651,9.930851074,8.803301728,11.77397259,9.357356148,9.814208038,8.87140334,10.28147073
TGS1,2.192596145,2.002839644,2.183486958,3.287715437,1.979830928,2.183486958,2.183486958,2.447557435
CACNA1C,19.23366575,9.56048026,13.49223324,16.10700571,10.36740286,8.696415356,8.696415356,10.17853343
PDE4A,3.792236313,6.257707061,4.946995957,6.651160917,7.98613314,5.589208774,5.541594923,6.233175014
CAHM,1.979830928,1.715875571,1.437384892,1.323262716,2.45664161,1.356203616,1.930531222,2.523985208
DENND4A,1.563818404,1.523177708,1.788384137,2.490946174,1.847586021,1.725597618,1.539530906,1.571006963
HDLBP,3.944887661,5.039386757,5.753537841,7.200188576,6.369868894,5.766236042,5.039386757,3.895732211
MRPS14,3.242096582,3.3588893,3.277685911,4.424423886,3.708943133,5.284118861,3.735103483,4.107951746
TMEM119,0.927567238,1.322775644,0.905448426,1.461857185,1.212506033,1.200373377,1.112775569,1.329395554
CD44,1.979830928,3.137309826,2.159266999,2.058379005,3.278002418,3.825119183,3.043188956,14.00104878
DDRGK1,23.44740198,19.80206286,17.98999407,21.83539599,21.08711759,10.57755719,15.21624324,14.77120723
NYAP1,3.095506494,5.226146603,4.135536584,3.095506494,2.283947674,2.148603368,3.095506494,3.095506494
RP11-642D21.1,1.369417854,1.012191707,1.055769702,1.138816663,1.138816663,1.054217257,1.289289975,0.932645988
ATP13A3,14.29886069,11.17014853,19.14469248,9.738280415,15.46461281,12.56288915,13.19690546,17.43138073
SFXN3,3.281972901,3.004139966,3.87647547,2.909338612,2.909338612,2.299768223,1.696385882,2.851888886
ANKRD27,17.66357957,20.11856828,21.58015019,12.33351073,11.82923577,13.77127571,7.111322934,13.51285667
MIR490,1.087439766,1.064536448,1.196653865,0.928076687,0.989698988,1.087439766,1.051506298,1.155351047
GABRB1,2.283947674,1.899532243,3.315525142,2.336776256,3.113356414,1.844250299,1.170005483,1.979830928
TIAM1,18.50483163,36.33379479,18.50483163,17.18171609,23.6522468,11.21949703,17.34047164,17.43138073
AGFG1,25.35338584,27.58934467,19.03071254,23.68657349,26.3035951,15.67351725,23.21623352,29.43091041
OGDHL,7.510854861,10.7709705,8.065577971,9.454132696,13.28781456,7.645074788,7.406584846,6.581513461
TM7SF3,10.4290869,8.347191793,11.58932494,11.18001585,10.71004564,10.71004564,10.71004564,12.32034949
POLR2J,7.335091057,10.17087078,9.777194096,8.411257034,10.8748919,2.766514585,7.179295036,5.914616644
RWDD3,1.873296269,1.432125504,1.659517202,1.356407248,1.750482657,1.427728615,1.558587904,1.590453586
ZYG11B,100.426078,104.9579803,90.43925462,83.05967169,99.00096045,77.13496083,81.71905026,87.16249916
CDH22,12.41125859,11.86611523,14.32158427,13.1091133,12.08320687,13.99145956,12.9175289,11.88197598
CATSPER2,1.780348464,1.780348464,2.038398271,1.780348464,2.170822891,2.126226298,1.556578286,1.682118867
AZI2,2.464263782,1.531998205,1.464062719,2.648456157,1.991295837,1.863762619,2.249805864,2.295803653
MAP6,39.30289213,34.78316373,34.78316373,28.91456084,34.78613217,33.72746075,18.27663765,36.18026849
ELP2,10.58179407,9.074436448,8.977659098,9.973045412,9.035243431,6.869265564,5.307623225,8.360684111
RTN2,87.40172343,69.48097436,70.64602793,67.81356135,57.94077002,63.40989012,43.75239578,55.99309541
BC062753,5.631580854,4.192327572,4.287704836,4.023993966,4.211552677,4.135886267,3.453887163,4.082417997
SIGIRR,20.03283485,12.99312359,14.81128139,23.5694843,26.18802868,14.12354969,13.59579075,16.80603992
SUZ12,8.90485261,7.575032485,6.685640206,6.504442665,6.552549,5.124028627,6.552549,4.946995957
HSPA13,88.66652848,89.99679368,97.57282226,62.19955729,70.03016485,54.93925575,60.87966422,64.31445279
SV2A,6.1544607,14.67408194,20.47923143,12.39150467,25.40838021,10.10406193,16.06451715,16.18795422
KCNAB2,57.21002779,45.13879998,56.2469159,45.13879998,48.03016485,41.88488838,32.39010077,35.28008337
ZNF492,1.049315733,0.922616253,1.063657342,1.089480293,0.924532316,1.150004197,1.561783756,1.178692411
HOTAIRM1,6.3909156,5.36509543,3.344632023,5.88119032,5.412226343,3.926245648,5.195415357,5.96657883
CRYZL1,0.886567149,1.040336992,1.000637028,1.019581267,1.051506298,1.200699318,1.074669087,0.981908946
NTPCR,7.109286385,8.246855331,6.181673025,10.64496209,6.396066823,4.589128925,4.320605646,5.29763409
UBN2,7.119781692,5.664718447,6.257707061,6.257707061,9.723299016,5.664847527,7.119781692,5.454402834
BTF3L4,22.03733666,18.35434936,18.15860329,19.52812245,23.65568315,16.76097132,15.91382639,18.15860329
SWI5,1.979830928,2.001173106,1.979830928,2.217513618,1.719307679,2.364463289,1.979830928,1.742531481
OGG1,5.822037298,4.533213131,6.257707061,7.335022132,6.101884099,6.257707061,6.053049896,6.930316939
RAB5C,2.758624696,3.38636254,2.803264762,2.283947674,2.383446156,2.016036798,2.29300693,1.966355834
COL7A1,3.043188956,2.102051971,1.522463394,4.323531809,2.99326493,2.478600864,2.594699762,2.594699762
MALT1,1.155231963,2.001173106,1.523177708,1.271657693,1.095884889,1.487075225,1.786000075,1.641398742
PICALM,9.753167503,11.24263356,11.32075271,8.79704326,11.92794168,8.878033501,10.52745924,10.30156426
UBE2Q2,3.999219629,5.006093118,3.8526047,3.811411991,5.009006383,4.011646106,2.903489278,3.849221147
CACUL1,9.278721828,17.21573405,7.600794891,9.269783599,10.6133778,9.814208038,9.689230302,7.200188576
FBXO30,4.094773083,3.387212476,2.950668287,2.30687085,2.716662563,2.716662563,2.187226863,2.669949587
DLG1,1.805670324,1.735744826,1.979830928,1.494122525,1.979830928,2.299768223,2.567336041,1.979830928
KIAA0232,71.93925575,61.03016485,61.81288224,74.11173227,56.11977498,47.8209751,42.68240516,61.03016485
CPD,3.01743697,1.821385808,2.00344391,2.202653686,2.423871308,1.533734646,1.912304162,2.447557435
PRR24,59.12013671,41.93925575,49.91265918,75.47648976,66.29618238,44.79897507,31.39924485,52.94605554
HSPB1,46.45483099,71.4289533,51.09996974,43.62249634,45.17586663,18.60186335,9.814208038,14.90893313
ME3,12.76166074,16.63476701,14.70722024,21.90446591,22.58006841,13.01907442,10.30139906,12.66580076
RPL36AL,8.656747552,13.09381979,20.1963095,15.8229173,10.87015822,10.22072863,12.24778217,9.365043462
FRRS1L,5.140041141,5.759443094,6.257707061,5.743974518,6.331780204,4.031272876,5.759443094,8.450975086
FZD3,1.310462647,1.279257312,1.56955291,1.15373198,1.170482918,1.068094764,0.954716286,1.170482918
NR1D2,2.120276112,2.994344652,2.902072122,1.793995979,2.519849363,2.611513226,2.353044755,3.115303138
OFD1,17.01809157,10.91997657,14.77385857,17.7745666,16.74311232,15.46952657,13.58950275,19.54291172
MKRN1,5.745926035,3.735103483,3.569039774,3.735103483,3.909074989,3.112532644,3.046238362,3.964429559
PLA2G15,4.510646095,5.305958302,3.335807046,3.530983626,3.530983626,2.978956448,2.534026982,3.388055012
LINC01312,1.03919852,1.12671993,0.971231849,1.130449286,1.125807011,1.300044713,1.138816663,1.155351047
OXER1,6.340584343,4.576732661,6.789536188,4.80227473,6.084423311,5.870649168,7.109067442,6.084423311
C8orf59,2.19077773,2.19077773,2.086025434,3.448628393,1.955064527,1.883772191,2.408946257,2.19077773
ADRM1,6.566521928,5.476418891,6.084215516,7.571227308,7.38641844,3.846979095,3.735103483,3.891477394
PRNP,415.2122098,391.3028921,446.1244286,282.7869523,384.6665285,329.3968494,261.8452027,282.1978407
LAMP1,2.500779632,5.667450409,4.406123347,2.404316978,3.26218466,2.739234214,2.603061778,1.814409437
TOMM34,8.638323176,14.0957259,13.96033443,16.19909604,13.86513306,9.896423634,11.02902595,11.25451688
UTP18,3.025403515,2.884772229,3.025403515,3.722953027,6.261798395,2.108500149,4.005590535,1.765505867
MAPRE3,6.14550655,8.297072795,7.940529241,6.131133918,6.294520092,6.257707061,4.639079485,4.595916588
PLLP,2.513464539,11.95118224,6.286814896,3.941083594,4.151388163,5.392138402,10.98853275,3.247849997
PEX1,2.446218229,1.523177708,1.556578286,1.860538153,2.090618176,1.365217318,1.556578286,1.409279768
PCDH17,27.96957176,20.51407272,16.79132007,12.59260833,19.85909595,16.66612677,7.109286385,14.70081366
ATM,1.470230079,1.735744826,1.292212254,1.41073501,1.82732525,1.341621502,1.470230079,1.693625092
MRPL23,3.895656483,3.623598309,4.080390422,3.52556545,3.253416765,3.017112566,3.043188956,2.539789351
LONRF1,2.441937831,1.811579818,2.801738703,2.222045438,2.303347723,1.64250435,1.556578286,1.571646637
PPME1,33.75743877,26.3035951,30.71642208,29.30296659,34.61850587,29.30296659,22.21643597,22.7618866
LRRFIP2,5.501167894,5.337527573,7.383104825,3.732921767,5.337527573,4.283240967,5.924364678,4.877434001
CNTNAP2,34.57101158,10.64547065,9.029548183,20.0830397,27.12059526,12.63266138,25.66723221,17.43138073
ENOX1,3.944721063,5.81442857,4.93959315,4.052622552,4.052622552,3.299904932,2.835950617,2.812211072
MZT2B,19.86758257,21.22030963,21.63122516,21.07433103,13.97565823,35.04501509,29.31282014,13.27502071
TRMT1L,2.281237218,3.391849364,1.683330265,2.071445834,2.277730698,1.407084777,1.731611643,1.993644586
BLOC1S5-TXNDC5,11.64744335,10.98153788,9.419081056,10.98153788,10.11477218,10.48128754,12.37130868,16.57625621
CUTA,67.01013649,101.2898181,81.49741363,135.9877672,123.1548236,63.21198303,80.84834666,61.58172345
DENR,101.984266,95.02333612,96.21031755,94.75743757,103.9145692,65.69271782,50.45673346,76.4847103
DQ597730,2.959808338,2.657846895,2.853285962,2.547135674,2.187142667,2.547135674,2.067360765,3.115303138
SH2D3A,1.876188279,1.955312955,1.932351193,1.571792986,1.829469375,1.545451515,1.87471665,1.858026343
AKIRIN1,7.172143161,7.651719755,7.101534356,7.776942025,7.200188576,7.200188576,7.200188576,7.200188576
SENP7,2.243957759,1.984719498,2.029209268,2.097196254,1.793400457,1.590453586,2.663676846,1.785687855
MRPS5,11.1442422,11.1442422,11.1442422,13.9819793,17.61163648,7.767471342,8.496656039,11.1442422
VMA21,42.4847103,53.83154135,43.3398124,34.36137656,52.66652848,24.18399435,32.45878854,36.382666
MAPK8,1.921192241,2.353044755,1.41596985,1.683330265,1.700401028,1.356310704,1.632010996,1.607891007
