gene.name,SUID,annotation.name,annotations,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,Ensembl.Gene.ID,Ensembl.Protein.ID,Entrez.Gene.ID,IsSingleNode,log.score,name,NeighborhoodConnectivity,node.type,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,RefSeq.mRNA.ID,RefSeq.Protein.ID,score,selected,SelfLoops,shared.name,Stress,Synonym,TopologicalCoefficient,Uniprot.ID,sumRank
TPP1,515,,,2.06422018,0.00064353,0.48444444,0.37229437,22,3,ENSG00000166340,ENSP00000437066,1200,FALSE,-0.114994996,H__sapiens__1_-Hs:721232,45.54545455,query,0,22,0,0.73394495,NM_000391,NP_000382,0.891370604,FALSE,0,H__sapiens__1_-Hs:721232,994,CLN2,0.16077739,TPP1_HUMAN,352.2857143
TRAK1,519,,,1.9969419,0.00083417,0.5007657,0.29425287,30,3,ENSG00000182606,ENSP00000413729,22906,FALSE,-0.112127135,H__sapiens__1_-Hs:724800,52.6,query,0,30,0,0.75076453,NM_014965,NP_055780,0.8939306,FALSE,0,H__sapiens__1_-Hs:724800,1330,OIP106,0.17651007,TRAK1_HUMAN,231.4285714
TRIM38,602,,,1.81345566,0.00634524,0.55143339,0.20386905,64,3,ENSG00000112343,ENSP00000349596,10475,FALSE,-0.130205424,H__sapiens__1_-Hs:713366,50.453125,query,0,64,0,0.79663609,NM_006355,NP_006346,0.877915068,FALSE,0,H__sapiens__1_-Hs:713366,9692,RORET,0.15615325,TRI38_HUMAN,207.1428571
TRIM5,424,,,2.05810398,0.00038554,0.4858841,0.27941176,17,3,ENSG00000132256,ENSP00000398196,85363,FALSE,-0.071708047,H__sapiens__1_-Hs:715887,54.35294118,query,0,17,0,0.73547401,NM_033093,NP_149084,0.930802606,FALSE,0,H__sapiens__1_-Hs:715887,748,TRIM5alpha,0.18677987,TRIM5_HUMAN,31.14285714
TRIT1,714,,,1.9235474,0.00187528,0.51987281,0.24024024,37,3,ENSG00000043514,ENSP00000474768,54802,FALSE,-0.096291891,H__sapiens__1_-Hs:709880,53.86486486,query,0,37,0,0.76911315,NM_017646,NP_060116,0.908198883,FALSE,0,H__sapiens__1_-Hs:709880,3068,IPT,0.17145808,Q9H3H1,139.4285714
TTF1,659,,,1.9204893,0.00169113,0.52070064,0.271777,42,3,ENSG00000125482,ENSP00000333920,7270,FALSE,-0.112543103,H__sapiens__1_-Hs:714980,57.02380952,query,0,42,0,0.76987768,NM_007344,NP_031370,0.893558831,FALSE,0,H__sapiens__1_-Hs:714980,2992,,0.1833563,TTF1_HUMAN,184.5714286
TWIST1,506,,,2.11314985,0.00108608,0.47322721,0.256917,23,3,ENSG00000122691,ENSP00000416986,7291,FALSE,-0.118313986,H__sapiens__1_-Hs:714615,37.30434783,query,0,23,0,0.72171254,NM_000474,NP_000465,0.888417058,FALSE,0,H__sapiens__1_-Hs:714615,1656,TWIST,0.13971666,TWST1_HUMAN,123.1428571
TWSG1,433,,,1.9235474,0.00115989,0.51987281,0.2968254,36,3,ENSG00000128791,ENSP00000464458,57045,FALSE,-0.084229658,H__sapiens__1_-Hs:715396,57.08333333,query,0,36,0,0.76911315,NM_020648,NP_065699,0.919220126,FALSE,0,H__sapiens__1_-Hs:715396,2436,TSG,0.18064346,TWSG1_HUMAN,194.2857143
U2SURP,674,,,1.83792049,0.00226642,0.54409318,0.36394231,65,3,ENSG00000163714,ENSP00000475195,23350,FALSE,-0.125309015,H__sapiens__1_-Hs:720511,61.29230769,query,0,65,0,0.79051988,NM_001080415,NP_001073884,0.88222424,FALSE,0,H__sapiens__1_-Hs:720511,4782,SR140,0.19457875,SR140_HUMAN,306.8571429
UBXN7,465,,,1.74311927,0.00745102,0.57368421,0.27037618,88,3,ENSG00000163960,ENSP00000440716,26043,FALSE,-0.173934799,H__sapiens__1_-Hs:720592,55.70454545,query,0,88,0,0.81422018,NM_015562,NP_056377,0.840351687,FALSE,0,H__sapiens__1_-Hs:720592,12064,UBXD7,0.17245989,UBXN7_HUMAN,246
UNC13B,603,,,1.97859327,0.0016706,0.50540958,0.15666667,25,3,ENSG00000198722,ENSP00000380006,10497,FALSE,-0.146238384,H__sapiens__1_-Hs:727526,47.64,query,0,25,0,0.75535168,NM_006377,NP_006368,0.863951726,FALSE,0,H__sapiens__1_-Hs:727526,2792,Unc13h2,0.15491857,UN13B_HUMAN,272.5714286
UPF3B,661,"RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing",GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0000375|GO:0000377|GO:0031123|GO:0006397,2.06422018,0.00050919,0.48444444,0.25974026,22,3,ENSG00000125351,ENSP00000276201,65109,FALSE,-0.105977932,H__sapiens__1_-Hs:714954,54.54545455,query,0,22,0,0.73394495,NM_080632,NP_542199,0.899444497,FALSE,0,H__sapiens__1_-Hs:714954,1042,UPF3X,0.19206146,REN3B_HUMAN,295.4285714
USP1,530,,,1.77370031,0.00762015,0.5637931,0.27172827,78,3,ENSG00000162607,ENSP00000403662,7398,FALSE,-0.201914498,H__sapiens__1_-Hs:720169,54.58974359,query,0,78,0,0.80657492,NM_003368,NP_003359,0.817164794,FALSE,0,H__sapiens__1_-Hs:720169,12710,,0.16900849,UBP1_HUMAN,231.7142857
USP3,711,,,1.95412844,0.00099759,0.51173709,0.2022792,27,3,ENSG00000140455,ENSP00000454197,9960,FALSE,-0.091925262,H__sapiens__1_-Hs:717320,56.40740741,query,0,27,0,0.76146789,NM_006537,NP_006528,0.912173321,FALSE,0,H__sapiens__1_-Hs:717320,1954,,0.17952347,UBP3_HUMAN,104.2857143
VCAN,554,,,1.95718654,0.00214292,0.5109375,0.3089701,43,3,ENSG00000038427,ENSP00000426715,1462,FALSE,-0.175863942,H__sapiens__1_-Hs:709833,43.02325581,query,0,43,0,0.76070336,NM_004385,NP_004376,0.838732092,FALSE,0,H__sapiens__1_-Hs:709833,3682,PG-M,0.14437334,P13611,349.1428571
WDR11,725,,,1.91437309,0.00211427,0.52236422,0.28239203,43,3,ENSG00000120008,ENSP00000475076,55717,FALSE,-0.095180167,H__sapiens__1_-Hs:714312,56.13953488,query,0,43,0,0.77140673,NM_018117,NP_060587,0.90920911,FALSE,0,H__sapiens__1_-Hs:714312,3822,WDR15,0.17993441,WDR11_HUMAN,333.7142857
WRN,477,,,1.84097859,0.00385847,0.54318937,0.27995324,59,3,ENSG00000165392,ENSP00000298139,7486,FALSE,-0.15180469,H__sapiens__1_-Hs:720990,55.61016949,query,0,59,0,0.78975535,NM_000553,NP_000544,0.859156066,FALSE,0,H__sapiens__1_-Hs:720990,7084,RECQL2,0.17378178,WRN_HUMAN,64.85714286
WSB1,677,,,1.82262997,0.00522844,0.54865772,0.23963134,63,3,ENSG00000109046,ENSP00000464109,26118,FALSE,-0.122163566,H__sapiens__1_-Hs:712929,55.88888889,query,0,63,0,0.79434251,NM_134265,NP_599027,0.885003601,FALSE,0,H__sapiens__1_-Hs:712929,8864,SWIP1,0.17356798,WSB1_HUMAN,308
WTAP,534,,,1.8470948,0.00212879,0.54139073,0.32728592,53,3,ENSG00000146457,ENSP00000351141,9589,FALSE,-0.122680492,H__sapiens__1_-Hs:718212,64.62264151,query,0,53,0,0.7882263,NM_152858,NP_690597,0.884546237,FALSE,0,H__sapiens__1_-Hs:718212,4470,MGC3925,0.1994526,Q15007,210.5714286
XBP1,628,,,1.90825688,0.00199521,0.52403846,0.21680672,35,3,ENSG00000100219,ENSP00000385162,7494,FALSE,-0.14098077,H__sapiens__1_-Hs:711517,46.88571429,query,0,35,0,0.77293578,NM_005080,NP_005071,0.868506013,FALSE,0,H__sapiens__1_-Hs:711517,3126,XBP2,0.14560781,XBP1_HUMAN,209.4285714
YTHDF1,421,,,1.87767584,0.00355482,0.53257329,0.23384354,49,3,ENSG00000149658,ENSP00000359364,54915,FALSE,-0.117517694,H__sapiens__1_-Hs:718618,51.87755102,query,0,49,0,0.78058104,NM_017798,NP_060268,0.88912478,FALSE,0,H__sapiens__1_-Hs:718618,5700,FLJ20391,0.16313695,YTHD1_HUMAN,475.4285714
YY1AP1,689,,,2.05810398,0.00040527,0.4858841,0.28947368,20,3,ENSG00000163374,ENSP00000437926,55249,FALSE,-0.096567381,H__sapiens__1_-Hs:720385,54.4,query,0,20,0,0.73547401,NM_139121,NP_620832,0.907948717,FALSE,0,H__sapiens__1_-Hs:720385,728,YY1AP,0.18888889,YYAP1_HUMAN,336.8571429
ZBTB10,649,,,1.9235474,0.00093939,0.51987281,0.28571429,35,3,ENSG00000205189,ENSP00000416134,65986,FALSE,-0.082458361,H__sapiens__1_-Hs:730054,58.4,query,0,35,0,0.76911315,NM_023929,NP_076418,0.92084978,FALSE,0,H__sapiens__1_-Hs:730054,1808,FLJ12752,0.18422713,ZBT10_HUMAN,130
ZBTB5,558,,,1.89908257,0.00235755,0.52657005,0.20625889,38,3,ENSG00000168795,ENSP00000307604,9925,FALSE,-0.170416752,H__sapiens__1_-Hs:721860,53.44736842,query,0,38,0,0.77522936,NM_014872,NP_055687,0.843313291,FALSE,0,H__sapiens__1_-Hs:721860,4136,KIAA0354,0.16598562,ZBTB5_HUMAN,219.4285714
ZCCHC10,653,,,1.89908257,0.0019136,0.52657005,0.3052729,47,3,ENSG00000155329,ENSP00000427430,54819,FALSE,-0.111796469,H__sapiens__1_-Hs:719243,59.29787234,query,0,47,0,0.77522936,NM_017665,NP_060135,0.894226242,FALSE,0,H__sapiens__1_-Hs:719243,3644,FLJ20094,0.18945007,ZCH10_HUMAN,159.7142857
ZCCHC6,614,RNA 3'-end processing,GO:0031123,1.88379205,0.00326214,0.53084416,0.21932367,46,3,ENSG00000083223,ENSP00000365130,79670,FALSE,-0.090694182,H__sapiens__1_-Hs:710878,49.47826087,query,0,46,0,0.77905199,NM_024617,NP_078893,0.913296971,FALSE,0,H__sapiens__1_-Hs:710878,5178,PAPD6,0.15510427,TUT7_HUMAN,222
ZCCHC8,429,"RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397,1.73700306,0.00737815,0.57570423,0.3043673,95,3,ENSG00000033030,ENSP00000443818,55596,FALSE,-0.118062842,H__sapiens__1_-Hs:709778,57.55789474,query,0,95,0,0.81574924,NM_017612,NP_060082,0.888640207,FALSE,0,H__sapiens__1_-Hs:709778,13124,DKFZp434E2220,0.18099967,ZCHC8_HUMAN,236.8571429
ZFC3H1,495,,,1.73088685,0.00873927,0.57773852,0.27793361,93,3,ENSG00000133858,ENSP00000450044,196441,FALSE,-0.132947582,H__sapiens__1_-Hs:716136,55.50537634,query,0,93,0,0.81727829,NM_144982,NP_659419,0.875510984,FALSE,0,H__sapiens__1_-Hs:716136,14900,PSRC2,0.17237695,ZC3H1_HUMAN,275.4285714
ZFHX3,655,,,1.91743119,0.00176446,0.5215311,0.23529412,35,3,ENSG00000140836,ENSP00000438926,463,FALSE,-0.131496167,H__sapiens__1_-Hs:717377,48.85714286,query,0,35,0,0.7706422,NM_006885,NP_008816,0.876782636,FALSE,0,H__sapiens__1_-Hs:717377,2770,ZNF927,0.15315719,ZFHX3_HUMAN,292
ZFX,637,,,1.90825688,0.00120796,0.52403846,0.35121951,41,3,ENSG00000005889,ENSP00000441382,7543,FALSE,-0.097604942,H__sapiens__1_-Hs:709384,61.75609756,query,0,41,0,0.77293578,NM_003410,NP_003401,0.907007154,FALSE,0,H__sapiens__1_-Hs:709384,2674,ZNF926,0.19543069,ZFX_HUMAN,98.85714286
ZFYVE26,685,,,1.88379205,0.00452459,0.53084416,0.18080808,45,3,ENSG00000072121,ENSP00000452142,23503,FALSE,-0.11902025,H__sapiens__1_-Hs:710463,45.55555556,query,0,45,0,0.77905199,NM_015346,NP_056161,0.887789823,FALSE,0,H__sapiens__1_-Hs:710463,6994,SPG15,0.14236111,ZFY26_HUMAN,101.4285714
ZNF12,436,,,1.80122324,0.00440812,0.55517827,0.31247686,74,3,ENSG00000164631,ENSP00000385939,7559,FALSE,-0.098632241,H__sapiens__1_-Hs:720801,57.58108108,query,0,74,0,0.79969419,NM_016265,NP_057349,0.906075865,FALSE,0,H__sapiens__1_-Hs:720801,8226,ZNF325,0.18107258,ZNF12_HUMAN,193.1428571
ZNF141,476,,,2.14678899,0.00040854,0.46581197,0.22058824,17,3,ENSG00000272957,ENSP00000477371,7700,FALSE,-0.094776329,H__sapiens__1_-Hs:715736,47.64705882,query,0,17,0,0.71330275,NM_003441,NP_003432,0.909576357,FALSE,0,H__sapiens__1_-Hs:715736,614,pHZ-44,0.181859,ZN141_HUMAN,40.85714286
ZNF146,576,,,1.77675841,0.00601406,0.56282272,0.27238551,77,3,ENSG00000167635,ENSP00000400391,7705,FALSE,-0.159840436,H__sapiens__1_-Hs:721557,55.16883117,query,0,77,0,0.8058104,NM_007145,NP_009076,0.852279771,FALSE,0,H__sapiens__1_-Hs:721557,10112,OZF,0.17080133,Q15072,356.8571429
ZNF226,626,,,2.10091743,0.00054887,0.47598253,0.16176471,17,3,ENSG00000167380,ENSP00000468779,7769,FALSE,-0.055147809,H__sapiens__1_-Hs:721493,43.17647059,query,0,17,0,0.72477064,NM_015919,NP_057003,0.94634526,FALSE,0,H__sapiens__1_-Hs:721493,778,,0.15657754,ZN226_HUMAN,272.2857143
ZNF292,688,,,1.82262997,0.00434387,0.54865772,0.309482,68,3,ENSG00000188994,ENSP00000430569,23036,FALSE,-0.116303988,H__sapiens__1_-Hs:726456,57.91176471,query,0,68,0,0.79434251,NM_015021,NP_055836,0.890204571,FALSE,0,H__sapiens__1_-Hs:726456,7988,Zn-16,0.18268695,ZN292_HUMAN,302.8571429
ZNF536,632,,,2.09174312,0.00141244,0.47807018,0.18947368,20,3,ENSG00000198597,ENSP00000467909,9745,FALSE,-0.13966346,H__sapiens__1_-Hs:727478,36.3,query,0,20,0,0.72706422,NM_014717,NP_055532,0.869650859,FALSE,0,H__sapiens__1_-Hs:727478,1898,KIAA0390,0.13193431,ZN536_HUMAN,197.7142857
ZNF573,445,,,1.93577982,0.00298167,0.51658768,0.26734505,47,3,ENSG00000189144,ENSP00000468391,126231,FALSE,-0.080460326,H__sapiens__1_-Hs:726498,46.10638298,query,0,47,0,0.76605505,NM_152360,NP_689573,0.922691509,FALSE,0,H__sapiens__1_-Hs:726498,4398,FLJ30921,0.15361702,ZN573_HUMAN,96.57142857
ZNF611,444,,,1.98470948,0.00134107,0.50385208,0.35079365,36,3,ENSG00000213020,ENSP00000472910,81856,FALSE,-0.083938667,H__sapiens__1_-Hs:732384,51.86111111,query,0,36,0,0.75382263,NM_030972,NP_112234,0.919487649,FALSE,0,H__sapiens__1_-Hs:732384,2898,MGC5384,0.17520646,ZN611_HUMAN,287.7142857
ZNF83,724,,,1.96636086,0.00079919,0.50855365,0.41176471,35,3,ENSG00000167766,ENSP00000473096,55769,FALSE,-0.0790519,H__sapiens__1_-Hs:721601,55.68571429,query,0,35,0,0.75840979,NM_018300,NP_060770,0.923991968,FALSE,0,H__sapiens__1_-Hs:721601,1740,ZNF816B,0.18378124,ZNF83_HUMAN,164.8571429
