"","corRvec"
"AHCTF1:COPG1",0.1
"ALDH3A2:COPG1",0.35
"ALPK1:COPG1",0.316666666666667
"ANKRD17:COPG1",0.566666666666667
"ANXA1:COPG1",0.4
"AP2S1:COPG1",0.65
"ARHGAP29:COPG1",0.716666666666667
"ARIH1:COPG1",0.716666666666667
"ATM:COPG1",0.35
"ATP2C1:COPG1",0.7
"ATP5C1:COPG1",0.883333333333333
"ATP5E:COPG1",0.05
"AURKAIP1:COPG1",0.0333333333333333
"BBIP1:COPG1",0.45
"BGN:COPG1",0.284521318976946
"BPTF:COPG1",0.416666666666667
"BTN3A3:COPG1",0.683333333333333
"C14orf1:COPG1",0.65
"C1orf61:COPG1",-0.316666666666667
"C6orf106:COPG1",0.866666666666667
"CCDC53:COPG1",0.566666666666667
"CCDC93:COPG1",0.183333333333333
"CCT3:COPG1",0.666666666666667
"CDC16:COPG1",0.816666666666667
"CDH11:COPG1",0.533333333333333
"CELF1:COPG1",0.533333333333333
"CEP170B:COPG1",0.85
"CIAPIN1:COPG1",0.783333333333333
"CLCN5:COPG1",0.8
"CLNS1A:COPG1",0.783333333333333
"COA3:COPG1",0.433333333333333
"COL4A1:COPG1",0.683333333333333
"ACTN1:CREB3L2",0.633333333333333
"ADGRF5:CREB3L2",0.55
"AHCTF1:CREB3L2",0.683333333333333
"ALDH3A2:CREB3L2",0.8
"ALPK1:CREB3L2",0.666666666666667
"ANKRD17:CREB3L2",0.75
"ANXA1:CREB3L2",0.95
"AP2S1:CREB3L2",0.0333333333333333
"ARHGAP29:CREB3L2",0.8
"ARIH1:CREB3L2",0.7
"ATM:CREB3L2",0.566666666666667
"ATP2C1:CREB3L2",0.666666666666667
"ATP5C1:CREB3L2",0.5
"ATP5E:CREB3L2",-0.0666666666666667
"AURKAIP1:CREB3L2",0.0166666666666667
"BBIP1:CREB3L2",0.7
"BGN:CREB3L2",0.225943400364045
"BPTF:CREB3L2",0.783333333333333
"BTN3A3:CREB3L2",0.683333333333333
"C14orf1:CREB3L2",0.533333333333333
"C1orf61:CREB3L2",-0.183333333333333
"C6orf106:CREB3L2",0.683333333333333
"CCDC53:CREB3L2",0.35
"CCDC93:CREB3L2",0.666666666666667
"CCT3:CREB3L2",0.716666666666667
"CDC16:CREB3L2",0.55
"CDH11:CREB3L2",0.733333333333333
"CELF1:CREB3L2",0.233333333333333
"CEP170B:CREB3L2",0.533333333333333
"CIAPIN1:CREB3L2",0.55
"CLCN5:CREB3L2",0.833333333333333
"CLNS1A:CREB3L2",0.833333333333333
"COA3:CREB3L2",-0.0166666666666667
"COL4A1:CREB3L2",0.833333333333333
"COPG1:CREB3L2",0.483333333333333
"ACTN1:CREG1",0.783333333333333
"ADGRF5:CREG1",0.433333333333333
"AHCTF1:CREG1",0.666666666666667
"ALDH3A2:CREG1",0.916666666666667
"ALPK1:CREG1",0.683333333333333
"ANKRD17:CREG1",0.833333333333333
"ANXA1:CREG1",0.616666666666667
"AP2S1:CREG1",-0.25
"ARHGAP29:CREG1",0.583333333333333
"ARIH1:CREG1",0.816666666666667
"ATM:CREG1",0.9
"ATP2C1:CREG1",0.85
"ATP5C1:CREG1",0.533333333333333
"ATP5E:CREG1",-0.7
"AURKAIP1:CREG1",-0.666666666666667
"BBIP1:CREG1",0.916666666666667
"BGN:CREG1",-0.292889593064503
"BPTF:CREG1",0.916666666666667
"BTN3A3:CREG1",0.85
"C14orf1:CREG1",0
"C1orf61:CREG1",-0.7
"C6orf106:CREG1",0.683333333333333
"CCDC53:CREG1",0.183333333333333
"CCDC93:CREG1",0.85
"CCT3:CREG1",0.8
"CDC16:CREG1",0.55
"CDH11:CREG1",0.45
"CELF1:CREG1",0.283333333333333
"CEP170B:CREG1",0.216666666666667
"CIAPIN1:CREG1",0.766666666666667
"CLCN5:CREG1",0.65
"CLNS1A:CREG1",0.616666666666667
"COA3:CREG1",-0.366666666666667
"COL4A1:CREG1",0.716666666666667
"COPG1:CREG1",0.316666666666667
"CREB3L2:CREG1",0.683333333333333
"ACTN1:CSRP1",-0.266666666666667
"ADGRF5:CSRP1",-0.0333333333333333
"AHCTF1:CSRP1",0.05
"ALDH3A2:CSRP1",0.0833333333333333
"ALPK1:CSRP1",-0.0666666666666667
"ANKRD17:CSRP1",-0.116666666666667
"ANXA1:CSRP1",0.533333333333333
"AP2S1:CSRP1",0.0333333333333333
"ARHGAP29:CSRP1",0.25
"ARIH1:CSRP1",-0.183333333333333
"ATM:CSRP1",-0.383333333333333
"ATP2C1:CSRP1",-0.233333333333333
"ATP5C1:CSRP1",-0.15
"ATP5E:CSRP1",0.6
"AURKAIP1:CSRP1",0.7
"BBIP1:CSRP1",-0.216666666666667
"BGN:CSRP1",0.376572333940075
"BPTF:CSRP1",-0.1
"BTN3A3:CSRP1",-0.15
"C14orf1:CSRP1",0.666666666666667
"C1orf61:CSRP1",0.7
