Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
TPI1,0.347503558,7.60876118,1.279760205,0.223476038,0.865262667,-4.953160428,1.272357032,108.1806697,173.4753308,234.2992182,154.5745273,299.4735613,259.6987911,295.3670089,227.1113576,177.0162932,137.5273724,181.5478036,11
CSTA,0.182699092,0.217924429,1.279533122,0.223553452,0.86533162,-4.953403171,1.135005345,1.170482918,1.148103985,0.888103604,1.170482918,1.111470904,0.988720686,1.170482918,1.170482918,1.094663828,1.490915092,1.534649191,3
ARHGAP26,0.27247605,1.721383136,1.279267641,0.223643984,0.86533162,-4.95368692,1.207879093,2.797523066,2.530615042,3.354314867,5.768073506,3.377465809,3.354314867,3.354314867,2.948169022,2.29376967,3.354314867,4.245496971,5
ARF5,0.396110112,4.257247596,1.2782224,0.224000708,0.86552245,-4.954803659,1.315954959,7.495074721,25.26841054,20.28437116,18.51288298,22.40776021,27.25403409,27.45587503,23.76956521,17.55589356,17.34047164,14.49413725,3
MINOS1,-0.316552366,4.925414623,-1.277658754,0.22419326,0.86552245,-4.955405579,-1.245350953,25.30355212,33.80979938,52.93925575,22.3117004,38.45125055,36.57561944,36.16804692,31.84835191,25.01790529,18.73001025,26.59715869,11
PPP1R9A,-0.207387325,3.843593219,-1.27763802,0.224200346,0.86552245,-4.955427717,-1.154595354,13.88766251,22.23916946,13.1091133,18.25053039,13.5446901,12.36254849,12.39755183,14.79047532,14.36031519,12.6394178,12.96351098,11
SPPL3,0.302897837,1.678261062,1.277486194,0.224252236,0.86552245,-4.955589817,1.233619809,1.771282717,3.421337291,3.421337291,2.706718478,4.050760928,3.951108054,2.988215148,4.41666597,4.415581047,2.76520719,2.492733747,5
SEL1L,-0.339532292,2.697220956,-1.277247054,0.224333988,0.865597869,-4.95584511,-1.265346314,4.875359703,8.883071338,10.52605806,5.848130212,8.848403917,8.451291312,5.095623574,6.789536188,5.284118861,3.735103483,6.272421815,8
FAM53C,0.16969904,3.357061481,1.276180747,0.224698805,0.865929897,-4.956983009,1.124823811,9.028072761,10.02066868,9.199829137,13.84292876,10.36099342,10.53555583,11.89246008,10.16763084,10.36099342,8.007291051,10.36099342,4
OSBPL8,-0.218724933,2.83172806,-1.275347496,0.224984217,0.865929897,-4.957871714,-1.163704639,6.257707061,6.797159307,11.80917401,8.374804718,5.687043963,7.31769131,7.143430263,6.98849091,6.508602755,6.431653463,6.508602755,9
LMBR1,0.21067754,1.055632868,1.274757385,0.225186522,0.865929897,-4.958500835,1.157231533,1.94016384,1.94016384,1.734934913,1.94016384,2.185606928,1.94016384,1.812031694,3.322417544,1.94016384,1.94016384,2.570650597,7
MED7,-0.211172188,4.27310465,-1.274574057,0.225249402,0.865929897,-4.958696238,-1.157628373,17.901126,21.567693,25.7638247,21.567693,14.42297868,15.83311062,26.29453513,18.68664981,18.24373731,17.50874719,18.35584205,11
AK094644,-0.163898564,0.994363561,-1.274423878,0.225300921,0.865929897,-4.958856292,-1.120310442,2.747799054,2.217876528,1.662359018,1.694175062,1.987091496,2.095638944,2.008425383,1.838355795,1.914940326,2.008425383,1.932991115,7
JPX,0.194097477,0.516217412,1.274333416,0.22533196,0.865929897,-4.958952696,1.144008267,1.357284958,1.267707224,1.267707224,1.357284958,1.289407905,1.711592422,1.357284958,1.253225147,1.357284958,1.556578286,2.180988385,7
DEPTOR,-0.266415735,2.525456396,-1.273923587,0.225472618,0.865929897,-4.959389382,-1.202815809,4.576676173,6.458585892,9.660657253,5.15681522,5.989227858,3.919364307,5.022428213,6.808156963,4.842645208,6.617770428,6.084423311,10
RABL3,-0.159576699,3.840689169,-1.273655589,0.225564636,0.865929897,-4.959674886,-1.116959363,13.38544394,14.05459352,19.89966091,11.36186273,14.35202359,13.97565823,13.86133081,14.45021289,13.97565823,15.23372548,14.35158336,4
MORC2,0.220413285,4.460425591,1.273088276,0.225759524,0.865929897,-4.960279108,1.165067292,17.13027248,21.79906321,20.47376656,29.32600078,21.79906321,21.67636629,27.7542708,28.78473929,18.24362536,16.75144731,22.7618866,10
GLOD4,-0.322609222,1.152928781,-1.272603237,0.225926256,0.865929897,-4.960795544,-1.250590291,1.693315259,3.736626809,2.830533364,1.838485534,3.097032506,2.185546987,2.830533364,2.145241559,1.791606961,1.369179307,1.979830928,3
GOLPH3L,-0.197996367,3.605474634,-1.272543308,0.225946863,0.865929897,-4.960859342,-1.147104135,10.48153454,16.18655367,14.33941225,12.21699461,11.21829932,11.19898199,12.18770891,15.96556391,9.290719952,11.46546248,11.22505042,5
SEC31A,-0.289925762,6.780057439,-1.272267374,0.226041766,0.865929897,-4.961153061,-1.222577364,112.027577,158.8146161,115.6665285,168.0627691,93.18574028,112.3548375,116.7263069,134.6665285,82.82275119,76.58905727,78.23960075,11
SBSPON,-0.843914756,2.888481476,-1.27209503,0.226101057,0.865929897,-4.96133649,-1.794914042,35.85194298,5.274888485,7.693248918,22.46117582,3.329284642,10.16891813,5.93253844,3.50898859,5.284118861,2.635626939,11.44306235,10
MGST2,-0.280287082,2.851015441,-1.271979023,0.226140973,0.865929897,-4.961459948,-1.214436521,10.55571615,5.84011837,9.309034894,6.559478781,6.989882154,5.871220371,7.663062979,10.01738288,8.62556906,5.134832501,5.25170761,10
LBR,0.119653174,1.004061253,1.271555917,0.226286606,0.865929897,-4.961910158,1.086473641,1.918704247,1.772287561,1.979830928,2.283947674,1.868840736,2.076227099,1.822330173,2.10719064,1.918704247,2.201283895,2.183028902,6
ZIC1,0.475350788,1.527083641,1.271191709,0.226412027,0.865929897,-4.962297606,1.390256216,2.547076179,2.571832094,1.780747994,2.647366322,3.406737696,5.300941328,1.522789061,2.10428313,2.547076179,3.532776544,7.085704443,4
COL6A1,-0.179732809,4.867525132,-1.271166258,0.226420793,0.865929897,-4.962324678,-1.132674091,33.35479892,32.69345206,29.93927656,34.12048605,29.93927656,24.93995972,33.91723721,30.725325,20.99425719,28.66660297,25.15216648,11
SEZ6L2,0.157074789,3.103798259,1.270805798,0.226544982,0.865935884,-4.962708053,1.11502402,7.006156167,9.459461768,7.559573814,9.814208038,7.360519579,9.380833659,8.674363499,10.52233098,8.808929244,8.808929244,7.882347972,8
RBM25,-0.242689034,2.790739197,-1.270192362,0.226756453,0.866232087,-4.963360299,-1.183195962,6.997943768,9.514118742,7.183663803,7.906939546,4.779625998,6.257707061,8.144022675,8.488053125,4.705015797,6.766703018,6.997943768,3
ZNF385B,0.319363237,2.145819326,1.269989864,0.226826295,0.866368013,-4.963575556,1.247779694,1.99551888,4.683618218,5.721042461,4.59658581,4.59658581,4.59658581,6.540309587,4.59658581,4.819001963,3.872238244,4.376675414,6
ETFB,0.216851084,3.315001058,1.269817785,0.226885659,0.866395283,-4.963758458,1.162194139,6.551238502,9.56048026,11.33743813,9.387960079,11.70517676,11.76942194,13.72684263,9.405212097,9.387960079,8.913529581,9.56048026,3
TRIM4,0.36700981,4.253193459,1.269692682,0.226928825,0.866463489,-4.963891418,1.28967702,22.91471892,15.3403187,11.32447659,21.0072831,20.17202023,33.30289331,12.48436242,15.63128558,30.09648484,23.67166373,15.52576353,11
VPS33A,-0.228433673,4.400855744,-1.269594556,0.226962687,0.866463489,-4.9639957,-1.171562299,23.08189884,27.31152982,21.12441881,21.21254678,26.53141427,19.88740208,22.61709593,21.12441881,22.14946485,18.95937709,12.50094752,11
TTC1,-0.270292666,5.039018668,-1.269586483,0.226965473,0.866463489,-4.964004279,-1.206052463,29.74779566,35.73924707,50.30525673,29.46205766,35.80631695,27.5762708,42.60137401,42.16766803,27.4434565,21.01632197,30.09420764,10
TRNT1,-0.224659771,2.873606498,-1.269338784,0.227050971,0.866463489,-4.964267489,-1.16850165,7.781299353,7.521195064,9.448028201,8.85209103,5.676604838,8.13364506,6.726662581,9.293660578,7.521195064,5.928738213,5.201442277,8
ANKRD46,-0.372399932,5.226005507,-1.269114751,0.227128321,0.866463489,-4.964505517,-1.294504457,24.94795887,51.30289212,71.93925575,37.84147396,38.42480208,49.46550271,43.54566309,38.12061339,32.23154671,22.19415788,25.66723221,11
STYX,0.208364671,0.869530343,1.268274115,0.227418752,0.866559695,-4.965398389,1.155377793,1.816657016,1.534324836,1.59669326,1.816657016,1.735744826,1.63078762,1.987896644,2.296284762,1.614423922,1.597888674,2.810284238,8
ADPGK,0.177962175,3.490272698,1.267780802,0.227589324,0.866559695,-4.965922149,1.131284802,9.640290712,10.96251812,10.25995864,11.10818724,13.15420952,11.48573662,13.09550157,15.31018113,9.518368075,9.518582295,10.91929082,7
NFIB,0.379469217,3.01715505,1.267588618,0.227655803,0.866559695,-4.966126154,1.300863165,5.992007696,5.082791257,9.814208038,10.67848578,8.696415356,14.51736825,12.41125859,5.008032738,6.96997184,9.004708815,6.227940691,6
SRD5A1,-0.310886346,1.659085817,-1.267552213,0.227668397,0.866559695,-4.966164795,-1.240469571,2.904727139,4.544403849,3.818646139,4.420928419,2.783966817,3.470132662,3.470132662,3.566624734,1.62607615,2.871544019,2.505563496,7
ZBTB11,-0.224242405,3.276089093,-1.267161004,0.227803775,0.866559695,-4.966579986,-1.168163655,11.70418884,9.719293467,11.21780843,8.360684111,9.469598648,9.469598648,12.41125859,13.0843769,7.043008729,7.718155432,8.347997856,8
DHX30,0.439691268,3.787975951,1.267129042,0.227814839,0.866559695,-4.966613903,1.35631405,5.174841378,10.29391378,25.44600225,19.05028618,14.93216992,13.454293,19.49621557,15.20535531,11.63388539,11.86079216,16.46153844,11
SLK,0.344239329,3.109032562,1.266985295,0.227864601,0.866559695,-4.966766435,1.269481463,6.111386413,8.609640853,7.252997239,10.30743941,10.28470118,15.53478015,9.204902047,13.28781456,6.030429026,6.022542495,7.06548472,10
CMC4,0.155537445,2.225821295,1.266823748,0.227920535,0.866589376,-4.966937839,1.113836477,3.815260176,4.111408532,5.157583541,5.653969817,4.96927899,5.043006357,4.807227919,4.807227919,5.228474188,4.296125344,3.943573502,3
MIR1292 ,-0.49930081,4.575419113,-1.266589717,0.228001585,0.866670855,-4.967186121,-1.413528342,21.93033767,22.99500574,57.183862,24.49418527,20.93096993,22.22175212,41.60832488,27.30313299,23.65779453,8.360684111,19.16596068,11
CCDC149,-0.192867823,0.868514964,-1.266234677,0.228124587,0.866681849,-4.967562715,-1.143033608,2.494291279,2.001173106,1.632260697,1.672699319,1.855743953,1.511665763,1.783453978,1.672699319,1.496044503,1.833045198,2.402863392,4
TMEM126A,-0.395498656,3.054359625,-1.266158674,0.228150926,0.866681849,-4.967643322,-1.315397338,7.152418405,10.1303538,14.38946694,5.814682291,10.48480235,8.292142925,12.72996283,11.0326258,4.873180724,4.807227919,7.497284788,5
OTUD5,0.159474074,0.497591993,1.265831944,0.228264177,0.866712687,-4.967989802,1.116879912,1.236281992,1.174250671,1.523177708,1.690175092,1.638401022,1.247987279,1.397298885,1.638401022,1.540967765,1.292183391,1.275478191,3
ZFYVE27,0.172839469,2.194275955,1.264995568,0.228554289,0.866712687,-4.968876431,1.127274971,4.545792916,4.398438642,3.691481987,4.545792916,4.621846735,4.41663564,3.952326592,5.582701098,4.096001654,4.807227919,6.200032372,5
OAT,-0.331999331,6.941025933,-1.264956543,0.228567832,0.866712687,-4.96891779,-1.25875659,90.34347599,180.6665285,187.7808352,120.0574791,159.5568399,143.7648262,116.0915919,151.2341773,95.85083169,73.39013632,92.46124233,11
C1orf53,-0.560011596,2.728694515,-1.264514063,0.22872144,0.866712687,-4.969386668,-1.474281067,5.809142273,4.962286242,23.56537781,9.34486726,4.30275097,5.809142273,11.3909161,5.394529614,5.284118861,3.367396577,6.256467701,10
MED31,-0.396323028,2.835235708,-1.264348167,0.228779052,0.866712687,-4.969562429,-1.316149185,6.517328957,7.148030984,14.20754332,7.053229922,7.756787871,7.034360175,9.546886999,8.489023708,6.190922619,2.954409692,6.477175796,6
ANK2,-0.388421533,5.552585311,-1.264206646,0.228828209,0.866712687,-4.969712353,-1.308960474,31.30530937,72.91101521,81.50523148,27.26734226,68.08986951,43.49824418,43.30289212,65.12107394,34.94387008,37.97711951,43.30289212,11
IRGQ,-0.223247118,1.770955137,-1.263306897,0.229140929,0.866712687,-4.970665227,-1.16735804,2.787343286,4.274182692,4.676440282,3.513528999,3.144139451,2.460092213,4.080764191,3.622569521,3.502662391,2.655590331,3.513528999,6
VARS2,0.218786746,4.241866278,1.26326322,0.229156119,0.866712687,-4.97071147,1.1637545,13.61806534,18.38662533,19.42996331,23.30492424,21.69116631,20.31285805,22.60708297,24.49238255,16.78070323,16.97191207,14.11923983,10
BRMS1L,-0.209103687,2.855374911,-1.263200239,0.229178022,0.866712687,-4.970778148,-1.155969783,5.549327189,8.877891832,10.55475334,6.028918317,6.336968619,7.200188576,7.798046238,7.200188576,6.152544298,8.014880893,7.200188576,7
TMEM145,0.152495941,2.056019473,1.262985157,0.229252837,0.866712687,-4.97100584,1.11149075,3.35960008,4.61879866,3.679558915,4.079624384,3.87394274,4.092742477,4.820980733,4.701150684,4.273930508,4.884227762,3.679558915,5
HFE,0.112205419,0.482269632,1.262926159,0.229273363,0.866730354,-4.971068292,1.080879293,1.421827513,1.322744832,1.223247075,1.372016879,1.298979879,1.472411753,1.401157779,1.322744832,1.499210608,1.518710089,1.551761276,3
RP11-138A9.1,0.387273555,1.978264933,1.26273334,0.229340455,0.866883441,-4.971272384,1.307919325,4.009026992,3.889728595,2.183908917,8.252345953,4.394332694,2.514619261,3.493426343,4.064712388,3.298455731,6.109212028,3.999219629,6
KIF1A,0.279495937,3.336500624,1.262396336,0.229457755,0.867067713,-4.971629034,1.213770731,8.510258869,10.12624947,7.83786927,12.68833223,11.7644893,17.24956255,9.815766922,10.88359601,6.804019053,8.102207483,10.91047866,9
CDIPT,-0.16423509,7.932814353,-1.262180004,0.229533077,0.867105366,-4.971857939,-1.120571799,249.6405931,274.2400347,273.1917379,238.4603108,251.2605184,259.6213476,241.6665285,296.5601539,207.7449322,179.5128524,238.4603108,11
SELK,-0.178019735,4.523102383,-1.262073844,0.229570048,0.867105366,-4.971970259,-1.131329939,23.48657039,22.09052433,30.66654928,20.2764559,24.33657254,22.41293035,23.48657039,21.41936316,25.4036228,16.61981895,25.4036228,11
APBB2,-0.180573443,4.295903912,-1.262005914,0.229593707,0.867105366,-4.972042126,-1.133334274,24.48656937,20.56354577,19.7770351,20.31285805,20.84245308,18.03172939,17.17059419,14.60020791,16.70637395,23.17267123,22.7618866,5
CA8,-0.268148162,0.388226686,-1.261635942,0.229722598,0.867105366,-4.972433494,-1.20426105,1.129900858,1.394243456,2.134727474,1.79470425,1.096011009,1.235446669,1.322744832,1.322744832,0.898509672,1.023628337,1.467493707,4
CLU,-0.303284534,8.794956026,-1.261453906,0.229786036,0.867105366,-4.972626025,-1.233950511,308.9319123,705.8028283,635.7489182,517.8764222,410.1210739,371.8054218,483.8483467,537.9639204,362.6481219,289.7458466,443.3538819,11
TRMT10A,-0.249214413,0.936173245,-1.26073921,0.23003524,0.867105366,-4.973381725,-1.188559736,1.983654844,2.238621752,2.299768223,3.043188956,1.94016384,1.705245678,1.805590372,2.034880279,1.551637606,1.269647621,1.691460009,6
RET,-0.325821178,4.996011803,-1.259112613,0.230603212,0.867526227,-4.975100448,-1.253377655,30.20208801,35.28607259,49.91199384,31.35834684,28.22082147,23.10528707,23.61574391,62.45974175,28.10258763,25.66723221,30.20208801,11
RERE,0.271228424,3.360372337,1.259027751,0.230632875,0.867526227,-4.97519007,1.206834985,7.48271547,10.17753405,9.437912803,12.67020883,15.54916401,13.76176109,8.851651799,11.43932774,7.303178629,11.56254257,8.045793664,8
ZFP64,-0.192952657,1.973728643,-1.258411766,0.230848277,0.867601202,-4.975840475,-1.143100823,4.260868073,4.341924967,4.385348103,5.064455444,3.999219629,3.718492654,4.414859083,3.999219629,2.784705439,3.097077602,3.689639272,3
NCAM1,0.232228496,5.018476329,1.258299029,0.230887717,0.867601202,-4.975959486,1.174647999,22.40180718,32.4847176,32.93423555,39.456356,40.36251712,41.11278374,27.24434451,38.66652849,28.50699179,35.96703852,24.47267991,11
DDX31,0.146041259,1.250593067,1.257886544,0.231032067,0.867763866,-4.976394857,1.106528998,2.318573937,2.353044755,1.979830928,2.353044755,2.378410102,2.294451663,2.745519801,2.068134307,2.353044755,3.051299239,2.447557435,8
RAB11FIP2,-0.218743363,4.317922,-1.257879836,0.231034415,0.867763866,-4.976401936,-1.163719505,21.001505,20.08792765,26.17915456,29.29802143,21.26932505,19.95498782,16.5023985,15.31580828,15.92005966,18.95937709,18.95937709,11
WDR89,-0.300477156,2.169131041,-1.25771183,0.23109323,0.867763866,-4.976579232,-1.231551669,8.275685684,3.859354606,4.486968903,5.00327426,4.59658581,5.40569051,4.531970335,3.320760959,4.6355858,2.704520665,4.530815668,7
TRNP1,-0.302218901,5.266082919,-1.25699472,0.231344408,0.867763866,-4.977335795,-1.233039401,30.27444841,54.29022305,54.75755692,49.75727348,36.42432504,39.07496207,46.6773071,45.07716666,26.12177766,30.72143009,25.4590949,11
ALDH1L2,-0.285472658,1.810890228,-1.256752173,0.231429413,0.867763866,-4.977591613,-1.218809506,2.869212059,4.308863092,5.379821334,5.008651512,3.176707976,3.978690334,3.048157715,3.677064401,2.138420877,3.154942447,3.115303138,8
USMG5,-0.298955102,8.980127799,-1.255523637,0.231860357,0.867763866,-4.978886797,-1.230253058,447.6665285,521.5756194,866.8483467,344.1871898,486.1210739,561.3274693,758.1607197,522.6174699,441.6805921,353.1094353,463.6954534,11
NMRK1,-0.561638553,2.442445962,-1.25535345,0.231920105,0.867763866,-4.979066142,-1.475944583,3.285535731,8.675734534,13.17395436,5.760132986,3.377465809,4.113589785,6.757196908,5.722526352,5.58534841,1.987297275,9.488639178,9
SUCO,0.173273934,1.170028432,1.254880944,0.232086054,0.867763866,-4.979563978,1.127614499,1.741951156,2.159185469,2.330826686,2.083833264,2.248320908,2.192335541,2.079494441,3.073783553,2.177895166,2.165476965,2.758445535,8
MARCH3,0.552673787,2.375130647,1.254821188,0.232107047,0.867763866,-4.979626926,1.466801643,3.598991919,4.763081483,3.530983626,4.510646095,5.360938645,2.66670963,8.947240782,12.13723484,3.623528228,3.699282615,12.89327676,6
SEH1L,-0.275843265,4.229622024,-1.254687011,0.232154192,0.867763866,-4.979768266,-1.210701545,15.58518262,24.83141985,25.89331756,23.48657039,21.13790072,19.50481911,18.32734822,19.50481911,14.10692263,10.90198057,18.99198319,10
ATP1B1,-0.257036216,11.07158614,-1.254295609,0.23229176,0.867763866,-4.980180495,-1.195021203,1962.061691,3076.621074,2435.967162,3222.776191,1826.715339,1858.893801,2069.610856,2633.721755,1635.211983,1960.848347,1631.490142,11
TAGLN2,0.322419089,4.199355742,1.254259711,0.23230438,0.867763866,-4.980218297,1.250425486,12.92681898,19.86758257,14.82507567,22.7618866,17.24956255,38.54117922,16.10499722,22.38612063,13.92024205,16.91984484,16.44087163,8
DAW1,-0.224057238,0.408259789,-1.253054982,0.232728237,0.868146031,-4.981486497,-1.168013734,2.334044534,1.063657342,1.321124082,1.217444449,1.275760875,1.147840941,1.440283655,1.351758353,1.226702762,1.24414084,1.294113151,4
DOCK5,0.320894053,0.980283207,1.252680808,0.232860007,0.868267629,-4.981880198,1.249104392,1.169209477,1.487972987,2.716662563,2.376396401,2.065884255,1.981036226,1.477900276,2.095445822,3.504976021,1.783881749,1.979830928,6
UBE3A,-0.365425357,1.675052384,-1.252293213,0.232996566,0.868542022,-4.982287926,-1.288261398,1.90482902,4.21266491,7.052106057,3.145636257,3.491703903,2.667748466,3.735103483,3.145636257,2.541198488,2.247454381,3.164375245,9
BTBD11,0.298314626,4.060673627,1.251541164,0.233261712,0.868670902,-4.983078769,1.229707015,11.33038983,15.17725328,17.21015513,27.48626896,18.95937709,20.66792857,16.86298912,16.86298912,18.94936423,9.646555258,16.86298912,10
LPAR1,-0.387294444,1.504623303,-1.251299061,0.23334712,0.868670902,-4.983333284,-1.307938262,6.715546471,1.887290625,3.237891324,2.983787906,3.789082393,2.052926735,1.97991041,2.834984376,2.229477967,2.362932753,3.408753494,6
GANC,-0.158736284,0.238315904,-1.251285537,0.233351892,0.868670902,-4.983347501,-1.116308889,1.533930838,1.231027144,1.105106503,1.24715016,1.305559321,0.998238193,1.200373377,1.170482918,0.949366742,1.073398873,1.267181802,4
CEMIP,-0.171650998,1.059451292,-1.250968349,0.233463828,0.868670902,-4.983680892,-1.126346722,2.321448226,1.869033715,2.704847854,1.979830928,2.321448226,1.71540978,1.710599435,2.209107089,1.917815288,1.979830928,2.427274277,5
MYCBP2,-0.296845309,8.193196033,-1.250817611,0.233517038,0.868670902,-4.983839308,-1.228455254,198.6171955,495.211983,399.3476612,390.7441711,254.059076,254.3125097,310.1158346,293.165281,242.0664879,287.1197245,215.4701775,11
C8orf59,-0.209684354,4.668528466,-1.250753282,0.233539749,0.868670902,-4.983906909,-1.156435141,25.84003546,22.68052178,38.53668221,21.31256923,22.86476339,26.42287146,33.432161,24.43361933,24.43361933,24.22943849,20.46217229,11
JADE1,0.190955979,2.637896856,1.250529386,0.233618808,0.868682902,-4.984142174,1.141519875,4.985192796,6.257707061,5.790853166,8.093082368,6.429637427,5.338620246,5.4360684,7.854352973,6.257707061,7.616775667,5.318582924,5
KIF16B,-0.168005134,0.662609777,-1.249824246,0.233867936,0.86876319,-4.984882911,-1.123503901,1.778859983,1.608390624,1.787341357,1.608390624,1.331731059,1.342922246,1.608390624,1.868158814,1.526900546,1.2318265,1.880850376,8
ZNF385D,-0.157543617,0.561145589,-1.249382591,0.234024082,0.86876319,-4.985346702,-1.115386425,1.682273207,1.556578286,1.556578286,1.556578286,1.409945067,1.520438283,1.556578286,1.600394033,1.068094764,1.253225147,1.590453586,3
SSH3,0.231318535,2.861486509,1.24925657,0.234068651,0.86876319,-4.985479016,1.173907338,7.871039039,7.160245455,4.800555649,6.808481008,8.01948898,5.026096442,8.051569134,9.240627587,8.982663459,7.742714018,7.776181985,3
LOC100506403 ,0.191159043,1.189879422,1.249162652,0.234101871,0.86876319,-4.985577617,1.14168056,2.170391067,1.816219073,2.255849379,1.70257187,2.301634717,2.32337729,2.835267912,2.105054561,2.764546572,2.890772958,2.255849379,3
GRIN2B,-0.416055325,1.273372066,-1.248756074,0.234245727,0.868854916,-4.986004407,-1.334274336,2.102421658,5.040138589,2.500744774,3.68136541,1.597789458,3.76956517,2.152848186,2.208777314,1.729443191,2.558677138,1.331731059,8
CCND3,0.132857455,2.10547327,1.248672182,0.234275418,0.868854916,-4.986092456,1.096463247,3.377465809,4.510646095,4.279000178,4.643603393,4.510646095,4.5878614,3.946965202,4.905716166,3.971937347,4.510646095,4.313538351,6
MKL2,0.429065349,3.736856674,1.24860044,0.234300812,0.868854916,-4.98616775,1.346361053,8.759618301,10.04644866,14.07385582,24.86939498,12.41125859,31.5116213,8.442462083,10.62992728,14.07385582,10.83491934,14.35041958,10
TPD52L2,0.170887262,2.69823945,1.24788276,0.234554959,0.86936865,-4.986920779,1.125750612,5.863959963,5.25394402,6.852342828,5.443001629,7.546668081,8.188300962,6.6899263,7.666691195,6.257707061,6.718543256,5.620027326,4
ABLIM1,0.275162419,2.952128963,1.247390029,0.234729575,0.86936865,-4.987437592,1.210130318,6.272971633,7.758478284,6.281502857,8.422848497,12.41125859,10.52098932,9.247048152,8.44628059,5.36321496,5.903683197,7.171522411,9
CEP135,0.20470463,0.66514911,1.247284979,0.234766816,0.86936865,-4.987547756,1.152450376,1.626946311,1.27316238,1.412485413,2.283947674,1.361533595,1.683330265,1.670028272,2.024137158,1.370675352,1.331731059,1.686896521,3
LIMCH1,-0.238524864,1.658143773,-1.247266796,0.234773262,0.86936865,-4.987566824,-1.17978573,3.354175752,3.539004568,3.798809318,3.32414617,1.829768507,3.284056208,2.445087461,3.799131959,3.015559274,3.735103483,3.284056208,11
MRPL2,-0.222730463,2.417534374,-1.246649969,0.234992032,0.869648663,-4.98821353,-1.166940064,5.922056701,6.457050135,5.585114906,7.802646635,4.59658581,4.106468777,6.651375803,4.518890967,4.3764703,4.757936787,5.141422707,4
HCFC1R1,-0.159686763,4.413231224,-1.246539978,0.23503106,0.869656465,-4.988328825,-1.117044579,19.11872424,23.72615731,27.14811731,21.97362989,22.15335237,19.00771345,24.75688398,19.41930953,21.46551558,16.93712482,20.62798436,10
DDX41,0.311483285,0.961281476,1.246357621,0.235095775,0.869656465,-4.988519956,1.240982942,1.583668258,1.95638344,1.487392311,1.70121647,3.399527144,1.907667599,2.844277837,2.590649785,1.816315616,1.261227936,1.776355984,3
PRCP,-0.297062127,4.042178492,-1.246189004,0.235155628,0.869656465,-4.988696668,-1.228639888,13.74703614,19.91116652,25.60079103,13.25544637,18.36013616,15.7680674,18.72137971,24.05971679,12.5930767,10.2191329,15.56698723,10
TRAPPC12,-0.243194268,3.831078017,-1.246168245,0.235162997,0.869656465,-4.988718422,-1.183610391,12.82212487,22.21643597,14.61847366,14.97473189,13.27768652,10.91718198,15.40250681,19.92380854,11.83816473,11.11505409,13.29459841,7
EIF3M,-0.439234258,2.419224693,-1.245856246,0.23527378,0.869656465,-4.989045348,-1.355884471,3.78637374,6.674601999,11.76561425,7.325602349,7.885817023,3.629408446,4.127887974,6.830169244,3.568440482,3.048467804,5.36219261,9
NDUFV2,-0.348631293,4.047790572,-1.245683186,0.235335246,0.869682634,-4.98922666,-1.273352006,10.48775588,24.81131326,29.45542597,13.95609434,19.26430956,16.75384469,20.22194896,19.30967894,10.7407833,12.97917898,13.47595223,9
ARL5A ,-0.194727803,2.770946874,-1.245258758,0.235486046,0.869773808,-4.989671248,-1.144508203,6.185275136,8.387775907,8.228190495,8.915132148,6.883411691,6.428817961,6.428817961,5.185959214,5.488994187,6.428817961,7.560707178,11
PIP4K2B,-0.115828298,0.364877592,-1.245157328,0.235522096,0.869773808,-4.989777479,-1.083596995,1.501434034,1.294935062,1.308694378,1.250137324,1.308694378,1.129775363,1.318099912,1.322744832,1.308694378,1.348817072,1.115922062,3
STK3,0.195174553,0.898491418,1.244921361,0.235605979,0.869773808,-4.990024588,1.14486267,1.833778182,1.973537105,1.33240815,2.019456846,2.068134307,1.635171175,1.602547934,1.627112683,1.986582449,2.353044755,2.353044755,5
ZFP36,0.302173687,3.758832986,1.244700982,0.235684342,0.869773808,-4.990255342,1.233000758,13.86343622,12.31539385,9.199829137,12.41125859,12.41125859,11.160238,12.41125859,13.87289876,13.94833574,29.19663644,14.77385857,7
MX1,-0.210421434,3.009690125,-1.244686901,0.23568935,0.869773808,-4.990270085,-1.15702612,6.653083816,10.63320594,10.15165995,5.930899919,9.420707332,7.496756397,8.817230036,8.878125456,8.229024148,7.375591649,6.471077804,3
SFSWAP,0.211166926,1.57671956,1.244361753,0.235805007,0.869773808,-4.990610482,1.157624152,2.915263542,2.173802113,3.043188956,3.043188956,3.409011667,3.242623154,3.508216385,4.190162531,2.480307393,2.31103436,3.043188956,3
PANK4,0.336041223,1.549575907,1.244236022,0.235849742,0.869773808,-4.99074209,1.2622881,1.996428008,2.69547336,2.804195959,2.706718478,3.195535624,2.706718478,4.853276927,5.787879107,2.506678925,2.21769936,2.451739435,6
SF3A1,0.303085829,3.167487719,1.244216479,0.235856696,0.869773808,-4.990762546,1.233780568,5.903949784,7.296808474,10.64599544,7.875203508,9.263750814,8.713130083,11.23515128,12.88507552,5.48961294,10.75684247,12.36003804,11
